lon;lat
-5.0;40.0
-5.0;40.03439880201911
-5.0;40.068780262485156
-5.0;40.10314437776663
-5.0;40.1374911442588
-5.0;40.171820558383715
-5.0;40.20613261659013
-5.0;40.24042731535354
-5.0;40.27470465117608
-5.0;40.308964620586515
-5.0;40.343207220140215
-5.0;40.37743244641913
-5.0;40.411640296031756
-5.0;40.44583076561307
-5.0;40.48000385182452
-5.0;40.51415955135401
-5.0;40.548297860915845
-5.0;40.58241877725071
-5.0;40.6165222971256
-5.0;40.65060841733385
-5.0;40.68467713469507
-5.0;40.718728446055096
-5.0;40.75276234828597
-5.0;40.78677883828594
-5.0;40.820777912979345
-5.0;40.854759569316684
-5.0;40.88872380427453
-5.0;40.92267061485545
-5.0;40.956599998088066
-5.0;40.99051195102699
-4.955084235794025;40.0
-4.955084235794025;40.03439880201911
-4.955084235794025;40.068780262485156
-4.955084235794025;40.10314437776663
-4.955084235794025;40.1374911442588
-4.955084235794025;40.171820558383715
-4.955084235794025;40.20613261659013
-4.955084235794025;40.24042731535354
-4.955084235794025;40.27470465117608
-4.955084235794025;40.308964620586515
-4.955084235794025;40.343207220140215
-4.955084235794025;40.37743244641913
-4.955084235794025;40.411640296031756
-4.955084235794025;40.44583076561307
-4.955084235794025;40.48000385182452
-4.955084235794025;40.51415955135401
-4.955084235794025;40.548297860915845
-4.955084235794025;40.58241877725071
-4.955084235794025;40.6165222971256
-4.955084235794025;40.65060841733385
-4.955084235794025;40.68467713469507
-4.955084235794025;40.718728446055096
-4.955084235794025;40.75276234828597
-4.955084235794025;40.78677883828594
-4.955084235794025;40.820777912979345
-4.955084235794025;40.854759569316684
-4.955084235794025;40.88872380427453
-4.955084235794025;40.92267061485545
-4.955084235794025;40.956599998088066
-4.955084235794025;40.99051195102699
-4.910168471588047;40.0
-4.910168471588047;40.03439880201911
-4.910168471588047;40.068780262485156
-4.910168471588047;40.10314437776663
-4.910168471588047;40.1374911442588
-4.910168471588047;40.171820558383715
-4.910168471588047;40.20613261659013
-4.910168471588047;40.24042731535354
-4.910168471588047;40.27470465117608
-4.910168471588047;40.308964620586515
-4.910168471588047;40.343207220140215
-4.910168471588047;40.37743244641913
-4.910168471588047;40.411640296031756
-4.910168471588047;40.44583076561307
-4.910168471588047;40.48000385182452
-4.910168471588047;40.51415955135401
-4.910168471588047;40.548297860915845
-4.910168471588047;40.58241877725071
-4.910168471588047;40.6165222971256
-4.910168471588047;40.65060841733385
-4.910168471588047;40.68467713469507
-4.910168471588047;40.718728446055096
-4.910168471588047;40.75276234828597
-4.910168471588047;40.78677883828594
-4.910168471588047;40.820777912979345
-4.910168471588047;40.854759569316684
-4.910168471588047;40.88872380427453
-4.910168471588047;40.92267061485545
-4.910168471588047;40.956599998088066
-4.910168471588047;40.99051195102699
-4.865252707382072;40.0
-4.865252707382072;40.03439880201911
-4.865252707382072;40.068780262485156
-4.865252707382072;40.10314437776663
-4.865252707382072;40.1374911442588
-4.865252707382072;40.171820558383715
-4.865252707382072;40.20613261659013
-4.865252707382072;40.24042731535354
-4.865252707382072;40.27470465117608
-4.865252707382072;40.308964620586515
-4.865252707382072;40.343207220140215
-4.865252707382072;40.37743244641913
-4.865252707382072;40.411640296031756
-4.865252707382072;40.44583076561307
-4.865252707382072;40.48000385182452
-4.865252707382072;40.51415955135401
-4.865252707382072;40.548297860915845
-4.865252707382072;40.58241877725071
-4.865252707382072;40.6165222971256
-4.865252707382072;40.65060841733385
-4.865252707382072;40.68467713469507
-4.865252707382072;40.718728446055096
-4.865252707382072;40.75276234828597
-4.865252707382072;40.78677883828594
-4.865252707382072;40.820777912979345
-4.865252707382072;40.854759569316684
-4.865252707382072;40.88872380427453
-4.865252707382072;40.92267061485545
-4.865252707382072;40.956599998088066
-4.865252707382072;40.99051195102699
-4.820336943176096;40.0
-4.820336943176096;40.03439880201911
-4.820336943176096;40.068780262485156
-4.820336943176096;40.10314437776663
-4.820336943176096;40.1374911442588
-4.820336943176096;40.171820558383715
-4.820336943176096;40.20613261659013
-4.820336943176096;40.24042731535354
-4.820336943176096;40.27470465117608
-4.820336943176096;40.308964620586515
-4.820336943176096;40.343207220140215
-4.820336943176096;40.37743244641913
-4.820336943176096;40.411640296031756
-4.820336943176096;40.44583076561307
-4.820336943176096;40.48000385182452
-4.820336943176096;40.51415955135401
-4.820336943176096;40.548297860915845
-4.820336943176096;40.58241877725071
-4.820336943176096;40.6165222971256
-4.820336943176096;40.65060841733385
-4.820336943176096;40.68467713469507
-4.820336943176096;40.718728446055096
-4.820336943176096;40.75276234828597
-4.820336943176096;40.78677883828594
-4.820336943176096;40.820777912979345
-4.820336943176096;40.854759569316684
-4.820336943176096;40.88872380427453
-4.820336943176096;40.92267061485545
-4.820336943176096;40.956599998088066
-4.820336943176096;40.99051195102699
-4.775421178970119;40.0
-4.775421178970119;40.03439880201911
-4.775421178970119;40.068780262485156
-4.775421178970119;40.10314437776663
-4.775421178970119;40.1374911442588
-4.775421178970119;40.171820558383715
-4.775421178970119;40.20613261659013
-4.775421178970119;40.24042731535354
-4.775421178970119;40.27470465117608
-4.775421178970119;40.308964620586515
-4.775421178970119;40.343207220140215
-4.775421178970119;40.37743244641913
-4.775421178970119;40.411640296031756
-4.775421178970119;40.44583076561307
-4.775421178970119;40.48000385182452
-4.775421178970119;40.51415955135401
-4.775421178970119;40.548297860915845
-4.775421178970119;40.58241877725071
-4.775421178970119;40.6165222971256
-4.775421178970119;40.65060841733385
-4.775421178970119;40.68467713469507
-4.775421178970119;40.718728446055096
-4.775421178970119;40.75276234828597
-4.775421178970119;40.78677883828594
-4.775421178970119;40.820777912979345
-4.775421178970119;40.854759569316684
-4.775421178970119;40.88872380427453
-4.775421178970119;40.92267061485545
-4.775421178970119;40.956599998088066
-4.775421178970119;40.99051195102699
-4.730505414764143;40.0
-4.730505414764143;40.03439880201911
-4.730505414764143;40.068780262485156
-4.730505414764143;40.10314437776663
-4.730505414764143;40.1374911442588
-4.730505414764143;40.171820558383715
-4.730505414764143;40.20613261659013
-4.730505414764143;40.24042731535354
-4.730505414764143;40.27470465117608
-4.730505414764143;40.308964620586515
-4.730505414764143;40.343207220140215
-4.730505414764143;40.37743244641913
-4.730505414764143;40.411640296031756
-4.730505414764143;40.44583076561307
-4.730505414764143;40.48000385182452
-4.730505414764143;40.51415955135401
-4.730505414764143;40.548297860915845
-4.730505414764143;40.58241877725071
-4.730505414764143;40.6165222971256
-4.730505414764143;40.65060841733385
-4.730505414764143;40.68467713469507
-4.730505414764143;40.718728446055096
-4.730505414764143;40.75276234828597
-4.730505414764143;40.78677883828594
-4.730505414764143;40.820777912979345
-4.730505414764143;40.854759569316684
-4.730505414764143;40.88872380427453
-4.730505414764143;40.92267061485545
-4.730505414764143;40.956599998088066
-4.730505414764143;40.99051195102699
-4.685589650558168;40.0
-4.685589650558168;40.03439880201911
-4.685589650558168;40.068780262485156
-4.685589650558168;40.10314437776663
-4.685589650558168;40.1374911442588
-4.685589650558168;40.171820558383715
-4.685589650558168;40.20613261659013
-4.685589650558168;40.24042731535354
-4.685589650558168;40.27470465117608
-4.685589650558168;40.308964620586515
-4.685589650558168;40.343207220140215
-4.685589650558168;40.37743244641913
-4.685589650558168;40.411640296031756
-4.685589650558168;40.44583076561307
-4.685589650558168;40.48000385182452
-4.685589650558168;40.51415955135401
-4.685589650558168;40.548297860915845
-4.685589650558168;40.58241877725071
-4.685589650558168;40.6165222971256
-4.685589650558168;40.65060841733385
-4.685589650558168;40.68467713469507
-4.685589650558168;40.718728446055096
-4.685589650558168;40.75276234828597
-4.685589650558168;40.78677883828594
-4.685589650558168;40.820777912979345
-4.685589650558168;40.854759569316684
-4.685589650558168;40.88872380427453
-4.685589650558168;40.92267061485545
-4.685589650558168;40.956599998088066
-4.685589650558168;40.99051195102699
-4.640673886352191;40.0
-4.640673886352191;40.03439880201911
-4.640673886352191;40.068780262485156
-4.640673886352191;40.10314437776663
-4.640673886352191;40.1374911442588
-4.640673886352191;40.171820558383715
-4.640673886352191;40.20613261659013
-4.640673886352191;40.24042731535354
-4.640673886352191;40.27470465117608
-4.640673886352191;40.308964620586515
-4.640673886352191;40.343207220140215
-4.640673886352191;40.37743244641913
-4.640673886352191;40.411640296031756
-4.640673886352191;40.44583076561307
-4.640673886352191;40.48000385182452
-4.640673886352191;40.51415955135401
-4.640673886352191;40.548297860915845
-4.640673886352191;40.58241877725071
-4.640673886352191;40.6165222971256
-4.640673886352191;40.65060841733385
-4.640673886352191;40.68467713469507
-4.640673886352191;40.718728446055096
-4.640673886352191;40.75276234828597
-4.640673886352191;40.78677883828594
-4.640673886352191;40.820777912979345
-4.640673886352191;40.854759569316684
-4.640673886352191;40.88872380427453
-4.640673886352191;40.92267061485545
-4.640673886352191;40.956599998088066
-4.640673886352191;40.99051195102699
-4.595758122146215;40.0
-4.595758122146215;40.03439880201911
-4.595758122146215;40.068780262485156
-4.595758122146215;40.10314437776663
-4.595758122146215;40.1374911442588
-4.595758122146215;40.171820558383715
-4.595758122146215;40.20613261659013
-4.595758122146215;40.24042731535354
-4.595758122146215;40.27470465117608
-4.595758122146215;40.308964620586515
-4.595758122146215;40.343207220140215
-4.595758122146215;40.37743244641913
-4.595758122146215;40.411640296031756
-4.595758122146215;40.44583076561307
-4.595758122146215;40.48000385182452
-4.595758122146215;40.51415955135401
-4.595758122146215;40.548297860915845
-4.595758122146215;40.58241877725071
-4.595758122146215;40.6165222971256
-4.595758122146215;40.65060841733385
-4.595758122146215;40.68467713469507
-4.595758122146215;40.718728446055096
-4.595758122146215;40.75276234828597
-4.595758122146215;40.78677883828594
-4.595758122146215;40.820777912979345
-4.595758122146215;40.854759569316684
-4.595758122146215;40.88872380427453
-4.595758122146215;40.92267061485545
-4.595758122146215;40.956599998088066
-4.595758122146215;40.99051195102699
-4.5508423579402395;40.0
-4.5508423579402395;40.03439880201911
-4.5508423579402395;40.068780262485156
-4.5508423579402395;40.10314437776663
-4.5508423579402395;40.1374911442588
-4.5508423579402395;40.171820558383715
-4.5508423579402395;40.20613261659013
-4.5508423579402395;40.24042731535354
-4.5508423579402395;40.27470465117608
-4.5508423579402395;40.308964620586515
-4.5508423579402395;40.343207220140215
-4.5508423579402395;40.37743244641913
-4.5508423579402395;40.411640296031756
-4.5508423579402395;40.44583076561307
-4.5508423579402395;40.48000385182452
-4.5508423579402395;40.51415955135401
-4.5508423579402395;40.548297860915845
-4.5508423579402395;40.58241877725071
-4.5508423579402395;40.6165222971256
-4.5508423579402395;40.65060841733385
