adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самарская область, Красноярский район, посёлок городского типа Волжский, улица Жилгородок, 19А",51.0,4/5,2250000,2,5,1994,53.43821,50.125328
"Россия, Самара, Молодёжная улица, 8Б",42.0,6/16,3650000,1,,,53.258728,50.21931
"Россия, Самара, Краснодонская улица, 10",70.2,16/27,3159000,2,,,53.215769,50.261701
"Россия, Самара, улица Степана Разина, 34",36.3,3/5,2370000,1,5,1965,53.181936,50.082434
"Россия, Самара, улица Гагарина, 62",31.5,1/5,1790000,1,5,1960,53.201294,50.18653
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 7",34.0,2/3,1550000,1,3,2012,53.315009,50.308225
"Россия, Самара, проспект Карла Маркса, 189, подъезд 2",70.0,2/9,3550000,3,9,1972,53.209983,50.179883
"Россия, Самара, улица Тухачевского, 40А",51.0,19/25,2130000,1,12,1985,53.189706,50.148199
"Россия, Самара, Пятигорская улица, 10",30.5,9/9,1640875,1,9,1989,53.187688,50.140141
"Россия, Самара, проспект Карла Маркса, 4А",72.6,1/24,3849920,2,25,2015,53.191335,50.1345
"Россия, Самара, улица Карбышева, 67А",46.5,3/18,3100000,1,18,2010,53.209136,50.205584
"Россия, Самара, Ташкентская улица, 95",46.5,4/5,2250000,2,5,1971,53.246283,50.252494
"Россия, Самара, проспект Масленникова, 45, подъезд 2",75.0,4/4,4000000,3,4,1959,53.206024,50.16091
"Россия, Самара, улица 22 Партсъезда, 1А",37.1,5/9,1250000,2,9,1986,53.203408,50.241615
"Россия, Самара, улица Алексея Толстого, 100",110.0,5/9,10500000,3,,1,53.188141,50.083682
"Россия, Самара, Куйбышевский район, Центральная улица, 9",65.9,3/5,2300000,3,5,1987,53.140936,50.146573
"Россия, Самара, проспект Металлургов, 54",84.0,4/9,4300000,4,9,1981,53.231091,50.270532
"Россия, Самара, Пугачёвская улица, 61",22.0,1/9,1350000,1,9,1978,53.232266,50.271008
"Россия, Самара, Ново-Вокзальная улица",48.0,2/2,1700000,2,2,1951,53.246935,50.202574
"Россия, Самара, улица Маяковского, 31",249.8,8/9,17900000,3,10,2000,53.201369,50.117126
"Россия, Самара, переулок Юрия Павлова, 7А",49.0,3/10,3150000,1,2,1952,53.221403,50.253194
"Россия, Самара, Демократическая улица, 8",41.0,4/9,2400000,1,10,1992,53.262919,50.212887
"Россия, Самара, улица Ерошевского, 15",35.0,4/6,2300000,1,5,1990,53.215429,50.160479
"Россия, Самара, Вольская улица, 87",88.2,5/17,5900000,3,17,2009,53.219921,50.245577
"Россия, Самара, Ташкентская улица, 220",68.0,6/9,3500000,3,9,1981,53.266199,50.228706
"Россия, Самара, улица Авроры, 110А",60.0,5/5,3000000,3,5,1963,53.192938,50.188767
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Подстепновская улица, 10",32.0,1/9,1550000,1,10,2017,53.112238,50.148316
"Россия, Самара, улица Дыбенко, 124",27.0,8/9,1720000,1,9,1982,53.207119,50.225221
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 32",53.5,12/12,2000000,2,12,1995,53.147704,50.059158
"Россия, Самара, Корабельная улица, 10",50.0,18/22,3990000,1,22,,53.202567,50.182102
"Россия, Самара, улица Куйбышева, 25",39.0,1/2,1600000,2,2,1917,53.180727,50.084796
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",33.0,9/9,3100000,1,9,1970,53.235095,50.054667
"Россия, Самара, Ново-Вокзальная улица, 132",22.0,1/9,1550000,1,9,1976,53.238949,50.213588
"Россия, Самара, 7-я просека, 98",72.0,1/19,4800000,3,20,2014,53.255286,50.199529
"Россия, Самара, 6-я просека, 140",113.0,5/16,7600000,4,16,2009,53.247328,50.191354
"Россия, Самара, Енисейская улица, 52",56.0,3/12,3390000,2,12,1990,53.233624,50.269508
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 6",33.0,1/3,1460000,1,3,2012,53.316187,50.306698
"Россия, Самара, Артиллерийская улица, 36",21.0,4/5,1450000,2,5,1960,53.205183,50.160713
"Россия, Самара, улица Мориса Тореза, 151",46.0,4/5,2350000,2,,,53.19591,50.209967
"Россия, Самара, улица Георгия Димитрова, 74Ак3",77.1,5/16,3000000,2,5,1970,53.251854,50.230629
"Россия, Самара, Демократическая улица, 29",33.0,6/12,2199000,1,12,1984,53.265832,50.220666
"Россия, Самара, поселок Прибрежный, Звёздная улица, 3",31.0,2/5,1000000,1,,,53.485424,49.847326
"Россия, Самара, посёлок Соцгород, Торговый переулок, 26А",36.0,1/4,1420000,1,4,1957,53.115487,50.081392
"Россия, Самара, улица Карла Либкнехта, 8",65.0,11/22,4790000,1,22,2015,53.224266,50.151757
"Россия, Самара, Гвардейская улица, 19",19.0,7/9,1670000,1,9,1974,53.237639,50.282138
"Россия, Самара, улица 22 Партсъезда, 198",81.0,11/11,5470000,3,,1,53.238976,50.188516
"Россия, Самара, Московское шоссе, 145",29.7,6/9,1600000,1,12,1976,53.243109,50.2118
"Россия, Самара, поселок 113-й километр, Липяговская улица, 8",32.0,4/9,1450000,1,9,1991,53.103681,50.031257
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Подстепновская улица, 10",31.0,9/9,1800000,1,10,2017,53.112238,50.148316
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны",80.0,10/10,4399000,3,,,53.348166,50.212213
"Россия, Самара, Демократическая улица, 166",84.6,2/3,5350000,3,3,2014,53.288032,50.221313
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",57.0,5/5,3198000,3,5,1966,53.160766,50.374575
"Россия, Самара, улица Промышленности, 297",33.0,5/9,2300000,1,9,1975,53.197987,50.223649
"Россия, Самара, Молодёжная улица, 8Б",45.0,10/16,2999999,1,,,53.258728,50.21931
"Россия, Самара, проспект Карла Маркса, 416",44.0,1/5,2050000,2,5,1968,53.24326,50.245783
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 6",69.0,4/10,3150000,3,10,1997,53.106222,50.082137
"Россия, Самара, улица Степана Разина, 98/1",114.0,4/6,12800000,3,6,2012,53.187882,50.086323
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Академика Кузнецова, 13",45.0,2/9,2199000,2,9,1976,53.34285,50.225329
"Россия, Самара, Ставропольская улица, 78",57.0,7/9,3299000,2,9,1996,53.219139,50.225104
"Россия, Самара, Енисейская улица, 49",37.0,5/9,2190000,1,9,1983,53.235025,50.273209
"Россия, Самара, Съездовская улица, 8",75.0,8/10,5300000,3,10,1995,53.207184,50.186746
"Россия, Самара, проспект Карла Маркса, 249",62.0,1/2,2050000,3,1,1950,53.221452,50.207084
"Россия, Самара, Партизанская улица, 143А",44.0,5/5,1650000,2,5,1980,53.186512,50.187096
"Россия, Самара, 5-я просека, 104",39.0,9/16,2799000,1,16,2013,53.245033,50.18415
"Россия, Самара, поселок 113-й километр, Фестивальная улица, 1",44.5,4/5,1100000,2,5,1966,53.102448,50.033323
"Россия, Самара, проспект Металлургов, 71",54.0,1/5,2900000,3,5,1966,53.23157,50.27364
"Россия, Самара, Краснодонская улица, 51",54.0,1/2,2150000,3,2,1941,53.224859,50.252467
"Россия, Самара, Партизанская улица, 168",57.0,5/5,2740000,3,5,1964,53.1884,50.194319
"Россия, Самара, Ново-Вокзальная улица, 187",42.0,1/5,2430000,2,5,1971,53.235866,50.224736
"Россия, Самара, Подшипниковая улица, 2",98.0,3/3,5200000,3,3,1954,53.206833,50.15941
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 40",52.0,7/10,2300000,2,10,1997,53.146251,50.059796
"Россия, Самара, Партизанская улица, 230",43.0,5/5,2100000,2,5,1964,53.188843,50.206994
"Россия, Самара, Дачная улица, 17",50.2,7/12,3720000,2,12,1978,53.199746,50.141695
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",116.0,8/10,9800000,3,10,2006,53.239881,50.060515
"Россия, Самара, Солнечная улица, 14",40.0,16/18,2950000,1,,,53.241509,50.185524
"Россия, Самара, Демократическая улица, 14",71.0,4/10,5300000,3,10,1993,53.263872,50.214935
"Россия, Самара, улица Николая Панова, 50",82.0,11/16,6900000,3,17,2009,53.209826,50.162626
"Россия, Самара, улица Красных Коммунаров, 6",45.0,2/5,3200000,2,5,1958,53.205248,50.241822
"Россия, Самара, Октябрьский район, 4-й проезд, 42",59.0,1/2,2100000,3,2,1960,53.202826,50.184886
"Россия, Самара, улица Санфировой, 110",54.0,1/2,2450000,2,2,1949,53.219861,50.193986
"Россия, Самара, Ставропольская улица, 135",50.0,3/9,2960000,2,5,1980,53.229053,50.248667
"Россия, Самара, Аэродромная улица, 109",56.2,4/5,3250000,3,5,1965,53.190996,50.205233
"Россия, Самара, поселок 113-й километр, Фестивальная улица, 4",45.0,3/4,1250000,2,4,1962,53.101627,50.032963
"Россия, Самара, проспект Карла Маркса, 4Б",39.3,16/24,2635000,1,25,2017,53.192107,50.134069
"Россия, Самара, Минская улица, 37",50.0,5/9,2600000,2,9,1980,53.235963,50.24625
"Россия, Самара, улица Мичурина, 116А",47.0,4/5,2900000,2,5,1969,53.212307,50.156769
"Россия, Самара, Физкультурная улица, 76",62.5,3/5,3200000,2,5,1958,53.207081,50.240196
"Россия, Самара, Алма-Атинская улица, 100",46.7,2/5,2269000,2,5,1973,53.25062,50.264028
"Россия, Самара, улица Советской Армии, 238В",80.0,14/16,6300000,2,,1,53.237036,50.180377
"Россия, Самарская область, Волжский район, посёлок Усинский, Юбилейная улица",63.0,1/5,2560000,4,5,1967,53.248492,50.077268
"Россия, Самара, улица Дзержинского, 13Б",36.0,4/9,1389000,2,9,1978,53.19078,50.172822
"Россия, Самара, улица Гастелло, 37",53.0,2/5,3100000,2,5,1990,53.225959,50.189944
"Россия, Самара, Ново-Вокзальная улица, 155к2",95.0,1/14,5600000,3,14,2000,53.233106,50.225553
"Россия, Самара, улица Советской Армии, 203",60.0,7/16,4200000,2,17,2012,53.229765,50.193771
"Россия, Самара, Щигровский переулок, 12",29.0,1/9,1600000,1,9,1999,53.207329,50.284276
"Россия, Самара, улица Победы, 92Б",70.0,5/6,3450000,2,5,1956,53.21276,50.246304
"Россия, Самара, Садовая улица, 85",27.0,2/2,1700000,2,3,1,53.187472,50.104496
"Россия, Самара, улица Советской Армии, 115",56.0,2/12,3200000,2,12,1994,53.209514,50.214809
"Россия, Самара, улица Стара Загора, 72",67.0,2/9,3550000,2,9,1970,53.233252,50.210821
"Россия, Самара, улица Осипенко, 2",62.8,2/9,5000000,3,9,1970,53.213332,50.130448
"Россия, Самара, улица Стара Загора, 98",43.0,9/9,3150000,2,9,1980,53.236949,50.222598
"Россия, Самара, Заводское шоссе, 57В",32.0,15/16,2150000,1,9,1982,53.208014,50.280719
"Россия, Самара, улица Георгия Димитрова, 39",18.0,2/9,1050000,1,9,1979,53.254769,50.237447
"Россия, Самара, Молодогвардейская улица, 240",37.1,6/14,3390000,1,14,1976,53.208041,50.122579
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",55.6,19/21,1668000,1,2,1917,53.239881,50.060515
"Россия, Самара, проспект Металлургов, 73",58.0,4/4,2800000,2,4,1960,53.23226,50.275041
"Россия, Самара, Ново-Вокзальная улица, 124",43.0,9/9,2900000,2,9,1972,53.237213,50.216795
"Россия, Самара, Ташкентская улица, 123",30.0,4/9,1490000,1,9,1975,53.247301,50.250427
"Россия, Самара, Демократическая улица, 174",35.0,2/3,2100000,1,3,2015,53.288533,50.222391
"Россия, Самара, улица Свободы, 141",32.3,2/5,1550000,1,5,1964,53.224465,50.26551
"Россия, Самара, Теннисная улица, 13, подъезд 2",45.0,4/5,2550000,2,5,1971,53.217122,50.270163
"Россия, Самара, Киевская улица, 13",108.0,11/17,7000000,3,17,2012,53.197291,50.153724
"Россия, Самара, улица Мяги, 13",56.0,4/5,3000000,3,5,1968,53.195031,50.17204
"Россия, Самара, Коломенский переулок, 1",40.0,1/2,1550000,1,2,1957,53.233942,50.24298
"Россия, Самара, Садовая улица, 54",20.0,1/2,1000000,1,2,1917,53.185638,50.102547
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 92, подъезд 2",52.0,1/5,2600000,2,5,1994,53.144609,50.049411
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 30",42.0,4/4,1650000,2,4,1960,53.346887,50.220244
"Россия, Самара, улица Тухачевского, 40А",74.0,7/25,4450000,2,12,1985,53.189706,50.148199
"Россия, Самара, Куйбышевский район, улица Нефтяников, 14",74.0,4/4,3100000,3,4,1957,53.113725,50.07973
"Россия, Самара, Московское шоссе, 16А",41.7,3/5,2500000,2,5,1974,53.207863,50.166408
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 17, подъезд 1",32.0,5/9,1950000,1,10,2015,53.113627,50.143016
"Россия, Самара, улица Братьев Коростелёвых, 110",32.0,5/5,2870000,1,5,1966,53.191395,50.111764
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",33.0,6/9,2390000,1,9,1971,53.235095,50.054667
"Россия, Самара, улица Стара Загора, 134",60.0,8/9,3650000,3,9,1980,53.247393,50.236081
"Россия, Самара, улица Мяги, 24А",82.9,13/17,6200000,3,5,1965,53.198101,50.170612
"Россия, Самара, улица Георгия Димитрова, 85",69.0,2/9,3400000,3,9,1980,53.259116,50.228374
"Россия, Самара, проспект Металлургов, 93",30.4,2/5,1850000,1,5,1961,53.239078,50.280243
"Россия, Самара, улица Фрунзе, 14",70.0,3/8,5400000,2,8,2012,53.179923,50.086
"Россия, Самара, улица Степана Разина, 136",144.1,6/9,11500000,4,,,53.190424,50.087985
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 4",71.0,7/10,2900000,2,10,1999,53.105579,50.082335
"Россия, Самара, проспект Кирова, 411",56.0,2/9,3450000,2,9,1981,53.255539,50.220244
"Россия, Самара, Черемшанская улица, 97А",49.0,2/5,2500000,2,5,1978,53.22984,50.237204
"Россия, Самара, улица Стара Загора, 87",31.0,5/5,1750000,1,5,1967,53.231188,50.212932
"Россия, Самара, Ташкентская улица, 139",96.0,10/18,5200000,4,16,1989,53.251348,50.248218
"Россия, Самара, поселок 113-й километр, Липяговская улица, 3",32.0,3/5,1097000,1,5,1986,53.103432,50.034455
"Россия, Самара, улица Карла Либкнехта, 6",121.6,16/17,7500000,3,17,2014,53.22412,50.151173
"Россия, Самара, Московское шоссе, 284",50.0,5/12,3200000,2,12,1982,53.254521,50.226344
"Россия, Самара, Самарская улица, 168",75.0,2/4,4850000,4,4,1938,53.197896,50.10844
"Россия, Самара, улица Водников, 35",75.0,5/7,5190000,2,7,2002,53.18199,50.078274
"Россия, Самара, Крейсерная улица, 3",50.0,15/16,2550000,1,16,2006,53.182519,50.207299
"Россия, Самара, улица Советской Армии, 142",45.0,4/5,2799000,2,5,1967,53.215014,50.209015
"Россия, Самара, Самолётная улица, 115",46.0,1/2,1350000,1,2,1954,53.244726,50.311414
"Россия, Самара, улица Гагарина, 53",49.0,8/9,3750000,1,,1,53.19967,50.180476
"Россия, Самара, проспект Карла Маркса, 17",46.0,10/12,3550000,1,13,1,53.19187,50.138596
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 78",37.9,3/3,1690000,1,3,2014,53.327681,50.315088
"Россия, Самара, улица Тухачевского, 40А",76.6,6/25,3500000,2,12,1985,53.189706,50.148199
"Россия, Самара, Заводское шоссе, 71В",37.1,5/10,2030000,1,9,1981,53.209913,50.284537
"Россия, Самара, улица Тухачевского, 40А",74.0,23/24,3447000,1,12,1985,53.189706,50.148199
"Россия, Самара, улица Мечникова, 50А",42.6,10/17,4100000,0,5,1966,53.190235,50.133871
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 17",32.0,5/9,1600000,1,10,2015,53.11353,50.143223
"Россия, Самара, поселок Кирзавод-6, Сиреневый переулок, 19",27.2,1/3,1050000,1,3,2010,53.149702,50.141794
"Россия, Самара, Молодогвардейская улица, 142",25.0,1/2,2200000,1,2,1917,53.192307,50.099573
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 2",60.5,14/18,2650000,2,18,2011,53.106871,50.080924
"Россия, Самара, Можайский переулок, 1",54.6,7/10,3000000,3,10,1988,53.18758,50.21498
"Россия, Самара, проспект Ленина, 1",44.0,10/10,3700000,2,,,53.205167,50.133539
"Россия, Самара, улица Степана Разина, 79",21.0,2/2,1200000,1,2,1,53.189539,50.088057
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",126.0,4/9,13900000,2,9,2003,53.239881,50.060515
"Россия, Самара, проспект Кирова, 331А",38.0,2/5,2050000,1,5,1990,53.250157,50.228625
"Россия, Самара, улица Елизарова, 36",30.0,4/5,1650000,1,5,1968,53.231414,50.276146
"Россия, Самара, улица Фрунзе, 45",180.0,3/3,15000000,4,2,1899,53.182735,50.089261
"Россия, Самара, улица Железной Дивизии, 3",31.0,9/9,1550000,1,9,1975,53.209416,50.277458
"Россия, Самара, улица Георгия Димитрова, 65",56.0,7/9,2750000,3,9,1972,53.256261,50.234905
"Россия, Самара, улица Аминева, 5Б",119.6,9/10,9990000,3,10,2010,53.247528,50.211486
"Россия, Самара, Олимпийская улица, 37",31.8,3/4,1430000,1,4,1961,53.233996,50.287178
"Россия, Самара, улица Железной Дивизии, 7",33.0,7/9,1800000,1,9,1976,53.210091,50.279111
"Россия, Самара, проспект Карла Маркса, 63",109.7,6/10,5999999,4,10,2000,53.199433,50.155808
"Россия, Самара, посёлок Соцгород, Бакинская улица, 38А",46.0,2/5,2047000,2,5,1960,53.119556,50.085012
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",67.8,2/16,5400000,3,17,1986,53.235095,50.054667
"Россия, Самара, Комсомольская улица, 4",65.0,3/9,6600000,3,9,1985,53.182999,50.076999
"Россия, Самара, Железнодорожный район, поселок Толевый, Илецкая улица, 15",40.5,2/2,1400000,2,2,1,53.173398,50.190303
"Россия, Самара, Подшипниковая улица, 18",32.0,4/5,1800000,1,5,1962,53.209864,50.166507
"Россия, Самара, улица Красных Коммунаров, 42",43.1,1/5,2000000,2,5,1960,53.211611,50.255772
"Россия, Самара, проспект Кирова, 98",61.0,7/9,3350000,3,9,1982,53.228013,50.250706
"Россия, Самара, проспект Карла Маркса, 11",57.0,3/10,3300000,2,10,1,53.188719,50.13688
"Россия, Самара, Молодёжная улица, 6А",81.1,16/16,5050000,2,16,2006,53.258599,50.22063
"Россия, Самара, Заводское шоссе, 73",28.0,6/9,1480000,1,9,1989,53.208359,50.285004
"Россия, Самара, 5-я просека, 97",50.0,6/19,4300000,1,,,53.242678,50.182955
"Россия, Самара, 5-я просека, 104Б",37.7,14/16,2450000,1,16,2013,53.245361,50.185147
"Россия, Самара, Корабельная улица, 12",115.0,6/10,7500000,3,,1,53.202437,50.18353
"Россия, Самара, улица Советской Армии, 148",52.8,1/5,3100000,3,5,1969,53.216508,50.207775
"Россия, Самара, Ново-Вокзальная улица, 144",60.0,4/9,2900000,3,9,1976,53.240458,50.212366
"Россия, Самарская область, Ставропольский район, село Лопатино",52.0,2/2,2200000,2,2,1973,53.74461,49.375397
"Россия, Самара, улица Г.С. Аксакова, 6",30.0,1/5,2350000,1,5,1969,53.192193,50.13044
"Россия, Самара, Кромская улица, 4",74.0,9/10,4350000,2,10,2007,53.233403,50.25367
"Россия, городской округ Самара, поселок Берёза, 3-й квартал, 5",45.0,4/5,1850000,2,5,1974,53.517303,50.142333
"Россия, Самара, проспект Карла Маркса, 4А",73.0,4/24,4850000,2,25,2015,53.191335,50.1345
"Россия, Самара, Радонежская улица, 1",66.1,2/15,5300000,2,10,2005,53.205129,50.141174
"Россия, Самара, улица Свободы, 18",30.6,5/5,1600000,1,5,1963,53.212636,50.237644
"Россия, Самара, улица Мечникова, 5",37.5,17/22,1880000,1,19,2016,53.186339,50.134868
"Россия, Самара, 6-я просека, 155",94.0,3/16,6550000,3,16,2006,53.244941,50.189396
"Россия, Самара, улица Советской Армии, 123",75.0,7/12,3980000,3,12,1994,53.211002,50.214728
"Россия, Самара, улица Свободы, 1",57.0,4/5,2690000,3,5,1962,53.207804,50.228715
"Россия, Самара, Красноглинский район, посёлок Управленческий, Симферопольская улица, 1",60.0,2/4,2699000,2,4,1956,53.343801,50.216498
"Россия, Самара, Лесная улица, 33",163.0,6/25,25500000,4,25,2006,53.215478,50.134096
"Россия, Самара, проспект Карла Маркса, 4Б",39.3,15/24,2635000,1,25,2017,53.192107,50.134069
"Россия, Самара, улица Авроры, 146В",75.0,9/10,4800000,3,10,2002,53.207043,50.188857
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",31.0,3/3,1325000,1,3,2014,53.445472,49.797371
"Россия, Самара, Хасановская улица, 28",70.0,1/5,2880000,3,5,1986,53.122145,50.09483
"Россия, Самара, поселок Кряж, Таганская улица, 28",40.0,2/2,1250000,2,2,1961,53.142443,50.133647
"Россия, Самара, Зубчаниновское шоссе, 153",61.3,3/5,2800000,3,5,1975,53.228153,50.295613
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Маршала Василевского, 7",31.0,2/3,1500000,1,3,2013,53.31113,50.31101
"Россия, Самара, улица Георгия Димитрова, 52",69.0,9/9,3550000,3,9,1982,53.250906,50.231284
"Россия, Самара, Осетинская улица, 13",38.0,13/16,2070000,1,16,2016,53.149713,50.073944
"Россия, Самара, Заводское шоссе, 59А",39.3,4/5,1532700,1,9,1983,53.20851,50.282111
"Россия, Самара, Енисейская улица, 57А",43.7,9/14,2490000,1,14,2004,53.239488,50.275922
"Россия, Самара, Железнодорожный район, поселок Толевый, Белогородская улица, 2",33.0,3/5,1750000,1,5,1990,53.171698,50.192828
"Россия, Самара, улица Стара Загора, 271",60.0,5/5,2850000,3,5,1972,53.249586,50.254461
"Россия, Самарская область, Волжский район, МСПП Рубежный, улица Матросова, 16",52.0,5/5,2850000,3,5,1971,53.133616,50.248712
"Россия, Самара, улица Георгия Димитрова, 108",43.0,13/24,3050000,1,26,2015,53.260328,50.223757
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 95",23.0,2/9,1200000,1,9,1988,53.143113,50.04978
"Россия, Самара, Ленинская улица, 310",52.0,11/16,4600000,1,,2008,53.202723,50.124187
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 24",60.5,3/10,3000000,2,10,2010,53.147493,50.061539
"Россия, Самара, улица Мориса Тореза, 71",45.0,2/5,2600000,2,5,1963,53.196606,50.192693
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",44.2,8/9,3200000,2,9,1970,53.235095,50.054667
"Россия, Самара, проспект Карла Маркса, 32",42.8,12/16,3430000,1,16,2009,53.19864,50.150975
"Россия, Самара, Краснодонская улица, 10",44.5,7/27,1912210,1,,,53.215769,50.261701
"Россия, Самара, улица Советской Армии, 253Б",136.0,2/17,12000000,3,17,2011,53.239811,50.180062
"Россия, Самара, Лесная улица, 31",145.0,12/18,17500000,3,18,2004,53.214906,50.134536
"Россия, Самара, улица Георгия Димитрова, 93",72.0,5/9,3499999,4,9,1980,53.258846,50.226101
"Россия, Самара, улица Тухачевского, 80",58.6,4/16,2850000,1,22,2017,53.195295,50.152053
"Россия, Самара, проспект Карла Маркса, 32",65.0,3/7,5300000,2,16,2009,53.19864,50.150975
"Россия, Самара, Физкультурная улица, 39",43.8,3/5,2200000,2,5,1960,53.212663,50.254964
"Россия, Самарская область, Новокуйбышевск, посёлок Русло, Озёрная улица, 1А",63.0,2/2,1300000,3,2,1983,53.118784,49.948468
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",32.0,7/9,2200000,1,9,1972,53.235095,50.054667
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",44.0,1/9,3550000,2,9,1970,53.235095,50.054667
"Россия, Самара, Ташкентская улица, 162",35.0,3/9,1560000,2,9,1975,53.256148,50.24069
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 17",54.0,3/5,2000000,2,5,1991,53.114746,50.087015
"Россия, Самара, Корабельная улица, 12",114.9,7/10,6500000,3,,1,53.202437,50.18353
"Россия, Самара, Уссурийская улица, 2, подъезд 1",52.0,3/5,3500000,2,5,1998,53.202001,50.195208
"Россия, Самара, Красноармейская улица, 103, подъезд 1",74.0,7/11,6300000,2,12,2025,53.189355,50.116704
"Россия, Самара, посёлок Мехзавод, 11-й квартал, 31",32.0,1/5,1460000,1,5,1984,53.295331,50.288687
"Россия, Самара, проспект Кирова, 139",61.0,4/5,4150000,3,5,1979,53.215731,50.26807
"Россия, Самара, улица Авроры, 105А",32.0,4/5,1550000,2,5,1963,53.190364,50.193286
"Россия, Самара, Кировский район, Ташкентский переулок, 43",38.0,9/10,2200000,1,10,2005,53.236761,50.262627
"Россия, Самара, Алма-Атинская улица, 5",55.0,3/5,1600000,3,5,1989,53.239795,50.283144
"Россия, Самара, 6-я просека, 140",52.8,4/16,3150000,2,16,2009,53.247328,50.191354
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 36",30.5,2/5,1900000,1,4,1961,53.346946,50.224044
"Россия, Самара, улица Мориса Тореза, 79",72.0,2/10,5100000,2,10,2007,53.196908,50.195271
"Россия, Самара, улица Агибалова, 48",42.0,6/14,4000000,1,16,2008,53.190413,50.119992
"Россия, Самара, 10-й квартал, 1",51.4,5/5,2200000,2,,,53.298092,50.289962
"Россия, Самара, улица 22 Партсъезда, 225",145.0,14/17,9980000,4,,1,53.238749,50.189818
"Россия, Самара, проспект Кирова, 212",44.0,5/5,2350000,2,5,1967,53.241573,50.231392
"Россия, Самара, проспект Кирова",105.0,11/17,5650000,3,16,2007,53.223959,50.256815
"Россия, Самара, Енисейская улица, 47",22.0,3/9,1780000,1,9,1978,53.233953,50.271915
"Россия, Самара, улица Агибалова, 48",50.0,4/16,4600000,1,16,2008,53.190413,50.119992
"Россия, Самара, проспект Масленникова, 15",95.6,2/4,5000000,3,4,1958,53.212442,50.15367
"Россия, Самарская область, Волжский район, посёлок городского типа Петра Дубрава, улица Строителей, 15",29.1,3/5,2250000,1,5,1973,53.290578,50.364469
"Россия, Самара, проспект Кирова, 337",57.0,3/5,2700000,3,5,1969,53.249435,50.22814
"Россия, Самара, улица Венцека, 72",51.0,5/5,3450000,2,5,1981,53.183209,50.097795
"Россия, Самара, проспект Кирова, 385А",23.0,1/9,1450000,1,9,1977,53.249252,50.226568
"Россия, Самара, Аэродромная улица, 98",35.0,9/10,2450000,1,9,1981,53.193413,50.206473
"Россия, Самара, Красноармейская улица, 99",100.0,15/16,8499000,4,16,2025,53.189479,50.115788
"Россия, Самара, проспект Кирова, 322Ак4",41.0,2/27,3000000,1,30,2016,53.254101,50.215375
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 31",35.0,3/3,1350000,1,3,2011,53.319829,50.310489
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 6",56.0,4/5,2000000,3,5,1958,53.346683,50.211495
"Россия, Самара, улица Мяги, 26",43.3,5/5,2800000,2,5,1965,53.19885,50.170477
"Россия, Самара, Демократическая улица, 30",50.0,10/16,3649000,2,16,2007,53.267066,50.218744
"Россия, Самара, проспект Карла Маркса, 4Б",38.0,13/24,2517000,1,25,2017,53.192107,50.134069
"Россия, Самара, посёлок Соцгород, Бакинская улица, 28А",60.0,3/5,2000000,3,5,1982,53.120318,50.080233
"Россия, Самара, проспект Карла Маркса, 467",55.5,2/9,3050000,3,9,1974,53.24527,50.259527
"Россия, Самара, Ново-Садовая улица, 283А",67.9,9/10,3950000,3,5,1962,53.231867,50.183656
