adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самара, проспект Ленина, 3",40.0,4/9,3297000,0,9,1978,53.209265,50.139989
"Россия, Самара, поселок Кирзавод-6, улица Кирзавод-6, 15",49.0,1/5,2000000,2,5,1984,53.148724,50.136341
"Россия, Самарская область, Волжский район, село Черноречье, улица Мира, 48",42.0,2/2,1400000,2,2,1970,53.165339,50.381743
"Россия, Самара, проспект Карла Маркса",37.0,1/6,1700000,1,5,1976,53.224503,50.213156
"Россия, Самарская область, Волжский район, поселок городского типа Стройкерамика, улица Николая Симонова, 3",31.0,3/3,1170000,1,,,53.298027,50.324269
"Россия, Самара, улица Братьев Коростелёвых, 83",51.0,9/10,3700000,1,10,2005,53.193947,50.114135
"Россия, Самара, Партизанская улица, 180",45.0,3/5,1990000,2,5,1964,53.188999,50.198092
"Россия, Самара, улица Николая Панова, 50",40.5,14/15,2890000,1,17,2009,53.209826,50.162626
"Россия, Самара, улица Свободы, 1А",54.4,5/5,2700000,2,5,1962,53.208273,50.229739
"Россия, Самара, улица Тухачевского, 40А",70.0,7/25,3300000,2,12,1985,53.189706,50.148199
"Россия, Самара, улица Челюскинцев, 12",35.0,3/9,2480000,1,9,1975,53.208963,50.143034
"Россия, Самара, Ташкентская улица, 192",68.0,11/14,3150000,3,14,1991,53.258749,50.23892
"Россия, Самара, улица Гагарина, 124",60.0,8/12,3400000,3,12,1960,53.202071,50.228787
"Россия, Самара, проспект Карла Маркса, 510",73.0,5/10,3250000,3,10,1998,53.249122,50.263076
"Россия, Самара, улица Антонова-Овсеенко, 59А",54.8,4/6,3550000,2,6,1989,53.211304,50.209994
"Россия, Самара, Ленинская улица, 151",61.6,12/17,4400000,1,20,2015,53.194956,50.11232
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица, 13",105.0,8/14,10500000,3,14,1977,53.235429,50.053454
"Россия, Самара, Аэродромная улица, 46",47.0,2/5,2450000,2,5,1963,53.192582,50.192558
"Россия, Самара, улица Осипенко, 39",119.0,2/10,9200000,4,10,2003,53.198117,50.147427
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",37.5,9/16,3100000,1,16,2008,53.235095,50.054667
"Россия, Самара, Конный проезд, 4",30.0,1/5,1550000,1,5,1977,53.226789,50.297616
"Россия, Самара, Демократическая улица, 30",83.2,7/16,4790000,2,16,2007,53.267066,50.218744
"Россия, Самара, Ново-Вокзальная улица, 132",32.1,8/9,1700000,1,9,1976,53.238949,50.213588
"Россия, Самара, проспект Карла Маркса, 19",68.0,6/12,3800000,3,12,1989,53.19147,50.139072
"Россия, Самара, улица Советской Армии, 23",67.7,8/9,3450000,3,9,1960,53.198716,50.214531
"Россия, Самара, проспект Карла Маркса, 16",79.0,12/12,3900000,3,12,1979,53.196202,50.143501
"Россия, Самара, улица Стара Загора, 61",50.0,1/5,3000000,2,5,1966,53.229705,50.211809
"Россия, Самара, улица Стара Загора, 147",33.0,4/9,1920000,1,9,1977,53.237176,50.226496
"Россия, Самара, улица Стара Загора, 222",67.0,10/12,3100000,3,12,1979,53.251127,50.250077
"Россия, Самара, Ставропольская улица, 214",74.0,7/11,4600000,2,10,2006,53.234157,50.257785
"Россия, Самара, Республиканская улица, 48",24.0,6/9,1950000,1,9,1982,53.234632,50.274107
"Россия, Самара, Ставропольская улица, 216",50.0,7/10,3500000,1,10,2010,53.234643,50.258872
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 9",29.9,2/3,1430000,1,3,2014,53.312475,50.310408
"Россия, Самара, улица Мориса Тореза, 10",32.0,5/5,2250000,1,5,1965,53.196439,50.162375
"Россия, Самара, Ташкентская улица, 114",60.0,4/9,3300000,3,9,1972,53.253648,50.246286
"Россия, Самара, Ленинская улица, 141",150.0,10/10,15000000,4,10,2003,53.193413,50.112087
"Россия, Самара, улица Георгия Димитрова, 74Ак1",49.5,9/16,2227500,1,5,1970,53.251622,50.230889
"Россия, Самара, Киевская улица, 13",78.0,10/17,5300000,2,17,2012,53.197291,50.153724
"Россия, Самара, улица Советской Армии, 137",30.3,1/5,2050000,1,5,1968,53.215343,50.212707
"Россия, Самара, Волжский проспект, 39",62.0,3/5,6700000,2,,,53.208845,50.117486
"Россия, Самара, проспект Карла Маркса, 322",30.0,5/5,1470000,1,5,1967,53.234998,50.231239
"Россия, Самара, Октябрьский район, 3-й проезд, 50",40.0,14/19,2300000,1,,,53.204255,50.180539
"Россия, Самара, Владимирская улица, 50",64.5,9/9,4100000,3,9,1984,53.190602,50.144866
"Россия, Самара, улица Красных Коммунаров, 17Б",28.4,5/9,1390000,1,,,53.210193,50.254955
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Луговая улица, 17",34.0,2/5,1700000,1,5,2015,53.118789,50.157802
"Россия, Самара, Серноводская улица, 154",54.0,2/2,1600000,3,2,1956,53.243826,50.310857
"Россия, Самара, улица Ивана Булкина, 85",31.0,5/5,2100000,1,5,1965,53.21358,50.193564
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 3",69.0,5/5,2525000,3,5,1994,53.106287,50.084212
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",33.5,5/9,2250000,1,9,1972,53.235095,50.054667
"Россия, Самара, улица Гастелло, 22А",34.0,20/22,2650000,1,24,2014,53.226929,50.191462
"Россия, Самара, 5-я просека, 99А",50.0,12/22,3500000,1,23,2008,53.243174,50.184446
"Россия, Самара, Ново-Вокзальная улица, 249",67.0,3/10,4300000,3,10,1992,53.245669,50.209222
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 87к2",55.0,7/10,3100000,2,10,2001,53.141222,50.044147
"Россия, Самара, Хасановская улица, 10",51.0,1/5,1960000,2,5,1982,53.12154,50.092504
"Россия, Самара, улица Бубнова, 8",53.0,6/9,3050000,2,9,1985,53.254979,50.223074
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 53",43.0,9/10,2299000,1,,,53.307331,50.286109
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",120.0,5/7,10400000,4,7,1997,53.239881,50.060515
"Россия, Самара, поселок Прибрежный, Прибрежная улица, 2",31.0,2/5,900000,1,3,1961,53.483303,49.850453
"Россия, Самара, Куйбышевский район, посёлок Совхоз Волгарь, Новокомсомольская улица, 38",48.5,2/10,2400000,1,10,2010,53.14988,50.090186
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 3",56.8,3/3,2450000,2,3,2012,53.314675,50.307471
"Россия, Самара, улица Зои Космодемьянской, 10",74.0,4/12,4050000,3,12,1980,53.259531,50.228913
"Россия, Самара, улица Советской Армии, 137",45.0,4/5,2450000,2,5,1968,53.215343,50.212707
"Россия, Самара, Ново-Садовая улица, 353В",68.0,7/16,5900000,2,16,2014,53.252764,50.212069
"Россия, Самара, улица Врубеля, 17",92.0,4/24,7900000,2,24,2015,53.218869,50.169678
"Россия, Самара, проспект Кирова, 417",34.0,9/12,2270000,1,12,1983,53.259224,50.218834
"Россия, Самарская область, Волжский район, посёлок Усинский, Юбилейная улица, 8",44.0,5/5,2300000,2,5,1964,53.249031,50.077457
"Россия, Самара, улица Тухачевского, 40А",51.0,6/24,2150000,1,12,1985,53.189706,50.148199
"Россия, Самара, Московское шоссе, 18-й километр, 16",35.0,4/5,1700000,1,5,1974,53.28049,50.269409
"Россия, Самара, проспект Кирова, 333",46.0,4/5,2250000,2,5,1969,53.250054,50.227359
"Россия, Самара, Дачная улица, 24",50.0,10/19,4600000,1,19,2010,53.198888,50.145585
"Россия, Самара, Галактионовская улица, 130, подъезд 3",112.0,4/10,7500000,4,12,1973,53.201262,50.110695
"Россия, Самара, улица Ерошевского, 70",65.0,7/9,4500000,3,9,1984,53.213515,50.163983
"Россия, Самара, Партизанская улица, 169/171",50.0,2/10,3500000,2,5,1967,53.1871,50.195909
"Россия, Самара, Ставропольская улица, 78",62.9,3/9,3450000,2,9,1996,53.219139,50.225104
"Россия, Самара, Московское шоссе, 57, подъезд 1",100.3,18/19,6250000,3,21,2009,53.223872,50.193456
"Россия, Самара, Краснодонская улица, 10",70.0,18/27,3720600,2,,,53.215769,50.261701
"Россия, Самара, Бобруйская улица, 93",38.0,13/17,2550000,1,17,2011,53.189911,50.215223
"Россия, Самара, улица Георгия Димитрова, 117А",59.6,6/9,4300000,3,9,1918,53.264814,50.221556
"Россия, Самара, Коммунистическая улица, 23, подъезд 4",58.0,1/9,3800000,3,9,1978,53.198818,50.137815
"Россия, Самара, Комсомольская улица, 30",28.0,2/2,1300000,1,2,1917,53.18152,50.083467
"Россия, Самара, Гвардейская улица, 21",30.0,7/9,1300000,1,9,1975,53.238582,50.282713
"Россия, Самара, улица Георгия Димитрова, 70",63.0,3/5,2950000,3,5,1970,53.252533,50.231536
"Россия, Самара, улица Георгия Димитрова, 110Б",68.0,4/17,5300000,2,17,2014,53.262278,50.222786
"Россия, Самара, Краснодонская улица, 95",45.0,14/16,3100000,1,15,2007,53.230207,50.245729
"Россия, Самара, улица Бубнова, 8А",37.0,8/9,2250000,1,9,1985,53.254903,50.222131
"Россия, Самара, Колхозный переулок, 2",55.0,2/5,3800000,2,5,1996,53.192474,50.12849
"Россия, Самара, переулок Карякина, 1",68.5,3/9,4100000,2,9,1996,53.198462,50.216678
"Россия, Самара, Печерская улица, 29",88.0,4/22,7300000,3,24,2014,53.203419,50.183961
"Россия, Самара, улица Карла Либкнехта, 8",44.0,21/22,2870000,1,22,2015,53.224266,50.151757
"Россия, Самара, улица 22 Партсъезда, 167, подъезд 1",45.0,2/5,2450000,2,5,1966,53.227759,50.212411
"Россия, Самара, Ново-Вокзальная улица, 116Б",38.8,4/10,3200000,1,2,1919,53.233462,50.219804
"Россия, Самара, улица Мичурина, 46",47.1,8/9,3050000,2,9,1973,53.200641,50.132595
"Россия, Самара, улица Мориса Тореза, 103",47.0,2/9,3490000,2,9,1982,53.196957,50.201469
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 1",76.0,3/5,2530000,3,5,1995,53.105714,50.083853
"Россия, Самара, улица Антонова-Овсеенко, 81",71.6,7/10,4500000,2,10,2001,53.21105,50.217801
"Россия, Самара, улица Чкаловский Спуск, 1",45.0,3/5,3650000,2,5,1958,53.207669,50.116354
"Россия, Самара, улица Победы, 105, подъезд 5",86.0,2/5,3800000,4,5,1952,53.216766,50.258234
"Россия, Самара, проспект Кирова, 345",44.0,5/5,2247999,2,5,1969,53.248228,50.229703
"Россия, Самара, улица Мичурина, 149",63.0,7/12,4095000,2,17,2015,53.217419,50.170747
"Россия, Самара, улица Советской Армии, 142",42.3,1/5,2800000,2,5,1967,53.215014,50.209015
"Россия, Самара, улица Шверника, 9",50.0,13/16,3490000,2,17,2013,53.24451,50.195864
"Россия, Самара, улица Мичурина, 149",80.0,3/13,6400000,3,17,2015,53.217419,50.170747
"Россия, Самара, улица Стара Загора, 142",45.0,5/10,3230000,1,10,2008,53.248012,50.238354
"Россия, Самара, Краснодонская улица, 10",43.9,16/27,1884550,1,,,53.215769,50.261701
"Россия, Самара, Щигровский переулок, 12",30.0,9/9,1580000,1,9,1999,53.207329,50.284276
"Россия, Самара, улица Степана Разина, 174",50.1,11/12,5500000,0,12,2008,53.1929,50.089593
"Россия, Самара, улица Гая, 27Б",41.0,9/16,3050000,1,2,1958,53.210635,50.165025
"Россия, Самара, поселок 113-й километр, Фестивальная улица, 5, подъезд 1",86.0,5/5,2500000,4,5,1990,53.101778,50.031274
"Россия, Самара, улица Гагарина, 104",31.0,4/5,2450000,1,5,2010,53.201553,50.208835
"Россия, Самара, улица Скляренко, 6, подъезд 3",31.0,5/5,1800000,1,5,1961,53.212717,50.152457
"Россия, Самара, улица Шверника, 22, подъезд 1",68.0,1/12,4500000,3,12,1988,53.242619,50.194175
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Раздольная улица, 5",33.0,5/6,1750000,1,5,2014,53.11586,50.157955
"Россия, Самарская область, Волжский район, посёлок Усинский, Больничная улица, 17",60.0,5/9,3900000,3,9,1973,53.245927,50.074097
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 15",30.1,3/5,828000,1,3,2012,53.315574,50.30951
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Рабочая улица, 43",68.0,10/16,3650000,2,,1917,53.240587,50.054837
"Россия, Самара, Московское шоссе, 276",72.0,5/12,5500000,3,12,1981,53.252991,50.224143
"Россия, Самара, Кировский район, Ташкентский переулок, 43А",42.0,10/10,2400000,1,12,2015,53.236394,50.263112
"Россия, Самара, улица Георгия Димитрова, 33",74.0,3/5,4100000,4,5,1970,53.253222,50.236782
"Россия, Самара, Солнечная улица, 2",40.0,19/19,2550000,1,19,2012,53.241449,50.184617
"Россия, Самара, проспект Кирова, 130",102.0,5/10,5000000,3,10,2011,53.230918,50.247283
"Россия, Самара, 3-я просека, 250",82.0,12/15,8200000,3,17,2007,53.233764,50.180044
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",50.0,3/12,4350000,2,12,1972,53.235095,50.054667
"Россия, Самара, проспект Карла Маркса, 4А",39.3,18/24,2635000,1,25,2015,53.191335,50.1345
"Россия, Самара, Красноармейская улица, 70",76.0,5/12,4847000,2,12,2002,53.189771,50.117369
"Россия, Самара, Ленинская улица, 18А, подъезд 1",62.0,3/7,4500000,1,,2006,53.181488,50.101963
"Россия, Самара, улица Мориса Тореза, 85",43.9,3/5,2400000,2,5,1963,53.196525,50.195945
"Россия, Самара, улица Фадеева, 56, подъезд 1",23.0,6/9,1500000,1,9,1977,53.236939,50.209464
"Россия, Самара, Магистральная улица, 52",41.1,1/2,1050000,2,2,1960,53.237591,50.307327
"Россия, Самара, улица Аминева, 11",31.0,7/9,2490000,1,9,1986,53.248099,50.21109
"Россия, Самара, Некрасовская улица, 70",96.0,1/2,3500000,4,2,1,53.188087,50.100544
"Россия, Самара, Московское шоссе, 131",60.0,9/9,3600000,3,9,1977,53.240221,50.208323
"Россия, Самара, Чернореченская улица, 71",52.0,2/12,3100000,2,12,1981,53.201127,50.150759
"Россия, Самара, улица Мяги, 8",33.0,6/9,2000000,1,9,1974,53.192846,50.170001
"Россия, Самара, улица Алексея Толстого, 75",65.0,6/7,5800000,2,,,53.188006,50.084536
"Россия, Самара, Ново-Садовая улица, 201",73.3,7/25,4350000,2,,,53.221651,50.168429
"Россия, Самара, улица Стара Загора, 25",44.0,8/10,3200000,1,10,2005,53.224191,50.198631
"Россия, Самара, Осетинская улица, 5",51.0,11/16,3400000,2,18,2016,53.153325,50.074501
"Россия, Самара, улица Виталия Талабаева, 2",81.0,7/16,3000000,3,,,53.146748,50.077151
"Россия, Самара, Аэродромная улица, 98А",45.5,5/10,2200000,1,9,1981,53.194438,50.206275
"Россия, Самара, проспект Карла Маркса, 388, подъезд 4",52.9,3/5,2799000,3,5,1968,53.243853,50.2406
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",150.0,7/7,10000000,3,7,1997,53.239881,50.060515
"Россия, Самара, Больничная улица, 39",52.0,4/9,4400000,2,10,1995,53.20309,50.136467
"Россия, Самара, Кабельная улица, 45А",34.2,5/9,1100000,2,9,1976,53.190413,50.275544
"Россия, Самара, улица Силина, 9",85.9,7/18,6500000,4,,,53.261448,50.232704
"Россия, Самара, улица Тухачевского, 40А",71.0,22/25,3300000,2,12,1985,53.189706,50.148199
"Россия, Самара, проспект Карла Маркса, 296",42.7,1/5,2100000,2,5,1966,53.230832,50.222014
"Россия, Самарская область, Волжский район, поселок Верхняя Подстепновка, улица Специалистов, 21",52.0,2/4,1900000,2,4,1970,53.084674,50.088183
"Россия, Самара, улица Георгия Димитрова, 74Ак1",54.7,11/16,2462500,1,5,1970,53.251622,50.230889
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",38.0,1/3,1550000,1,3,2015,53.445472,49.797371
"Россия, Самара, проспект Масленникова, 47",38.1,2/5,2450000,2,5,1958,53.205657,50.162303
"Россия, Самара, улица Свободы, 188",44.8,5/5,2000000,2,5,1968,53.230465,50.27567
"Россия, Самара, улица Стара Загора, 209, подъезд 4",44.0,2/9,2650000,2,9,1976,53.244769,50.240178
"Россия, Самара, Балтийская улица, 8",48.0,1/2,1600000,2,2,1949,53.232923,50.283827
"Россия, Самара, посёлок Мехзавод, 16-й квартал, 20",43.0,1/9,2450000,2,,,53.299653,50.274098
"Россия, Самара, улица Гагарина, 104",31.0,4/5,2450000,1,5,2010,53.201553,50.208835
"Россия, Самара, проспект Карла Маркса, 167",53.0,4/5,2999000,2,5,1959,53.207108,50.172526
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 3",30.2,1/5,1326725,1,4,1960,53.390616,50.167199
"Россия, Самара, улица Советской Армии, 152",33.0,3/5,1790000,1,5,1967,53.217198,50.206922
"Россия, Самара, Владимирская улица, 7",38.0,3/9,2600000,1,9,1983,53.19659,50.135165
"Россия, Самара, Некрасовская улица, 28",92.0,6/7,8799000,3,7,1994,53.190251,50.091713
"Россия, Самара, Чапаевская улица, 141",27.0,2/2,950000,1,2,1900,53.190586,50.096672
"Россия, Самара, Ташкентская улица, 160",36.0,5/5,2100000,2,5,1980,53.255684,50.241786
"Россия, Самара, проспект Ленина, 16",69.0,4/9,4950000,3,9,1974,53.211121,50.140833
"Россия, Самара, улица Карла Либкнехта, 8",73.0,21/23,5500000,1,22,2015,53.224266,50.151757
"Россия, Самара, Киевская улица, 13",42.6,11/17,2650000,1,17,2012,53.197291,50.153724
"Россия, Самара, посёлок Соцгород, Ново-Молодёжный переулок, 6",40.5,5/5,1570000,1,5,1982,53.123015,50.087096
"Россия, Самара, улица Фадеева, 48",60.0,8/9,3600000,3,,1,53.235871,50.210057
"Россия, Самара, проспект Кирова, 279",57.0,1/5,2470000,3,5,1969,53.243174,50.235201
"Россия, Самара, улица Бубнова, 4",50.0,4/9,2930000,2,9,1982,53.254381,50.224448
"Россия, Самарская область, Волжский район, село Рождествено, Гаражная улица, 15",59.9,9/9,3250000,3,9,1972,53.244553,50.060649
"Россия, Самара, Заводское шоссе, 65",23.0,4/9,1150000,1,9,1981,53.208047,50.284114
"Россия, Самара, Алма-Атинская улица, 144",60.0,7/9,2650000,3,9,1975,53.254483,50.262851
"Россия, Самара, Московское шоссе, 318",62.0,5/9,3900000,3,9,1980,53.261103,50.235794
"Россия, Самара, Печерская улица, 27",131.0,18/22,6300000,3,,,53.203042,50.182227
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",111.0,6/13,10999999,3,17,2006,53.235095,50.054667
"Россия, Самара, Ташкентская улица, 162",34.0,9/9,1570000,2,9,1975,53.256148,50.24069
"Россия, Самара, Демократическая улица, 30А",50.0,2/12,3500000,1,18,2014,53.268186,50.218241
"Россия, Самара, Революционная улица, 129",44.0,1/5,2350000,2,5,1965,53.198748,50.176829
"Россия, Самара, улица Стара Загора, 50",105.0,8/10,6350000,3,10,2000,53.223926,50.195621
"Россия, Самара, проспект Карла Маркса, 32",100.0,4/16,7950000,3,16,2009,53.19864,50.150975
"Россия, Самара, улица Свободы, 180",64.0,4/5,2450000,3,5,1979,53.228767,50.27346
"Россия, Самара, Галактионовская улица, 81",100.0,9/9,6100000,3,,1,53.191308,50.102358
"Россия, Самара, улица Георгия Ратнера, 21, подъезд 2",30.0,5/5,2100000,1,5,1962,53.211024,50.223137
"Россия, Самара, Ленинградская улица, 73",132.0,4/4,8300000,5,4,1939,53.185206,50.0996
"Россия, Самара, Ново-Садовая улица, 201Б",38.7,2/24,2500000,1,,,53.22157,50.169202
"Россия, городской округ Самара, поселок Берёза, 7-й квартал, 5",34.0,1/5,1650000,1,5,1983,53.516238,50.142719
"Россия, Самара, проспект Кирова, 274",30.0,6/9,1800000,1,9,1977,53.248508,50.224224
"Россия, Самара, улица Красных Коммунаров, 20",38.0,5/5,1900000,2,5,1959,53.207324,50.246358
"Россия, Самара, проспект Кирова, 208",50.0,8/12,3070000,2,12,1974,53.24153,50.233638
"Россия, Самара, улица Советской Армии, 7",66.0,1/9,4400000,3,9,1991,53.195015,50.218528
"Россия, Самара, проспект Кирова, 417",34.0,3/12,2450000,1,12,1983,53.259224,50.218834
"Россия, Самара, Солнечная улица, 18",45.0,11/27,2380000,1,27,2016,53.241994,50.185731
"Россия, Самара, проспект Карла Маркса, 10",89.0,3/10,4890000,4,10,1994,53.194826,50.141875
"Россия, Самара, Садовая улица, 85",27.0,3/3,1800000,1,3,1,53.187472,50.104496
"Россия, Самара, улица Василия Татищева, 12",49.9,1/5,2100000,2,,,53.137787,50.080017
"Россия, Самара, улица Осипенко, 14",33.0,3/9,3000000,0,9,1970,53.211924,50.132955
"Россия, Самара, улица Водников, 45",136.0,4/10,8299900,3,10,2003,53.183204,50.07928
"Россия, Самара, Гвардейская улица, 19",30.0,4/9,1650000,1,9,1974,53.237639,50.282138
"Россия, Самара, поселок 113-й километр, Липяговская улица, 4",63.0,5/5,1400000,3,5,1972,53.102946,50.032873
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, Первомайская улица, 35А",50.0,2/2,1250000,2,2,1969,53.445172,49.804648
"Россия, Самара, улица Авроры, 201",32.0,4/9,2300000,0,9,1976,53.21104,50.190752
"Россия, Самара, Коммунистическая улица, 22",57.0,9/9,3500000,3,9,1978,53.200339,50.139773
"Россия, Самара, Промышленный район, 7-я просека 2-й проезд, 108",90.2,11/19,7100000,3,20,2013,53.261454,50.183359
"Россия, Самара, улица Советской Армии, 144",47.0,4/5,2900000,2,5,1968,53.215408,50.209707
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 18",38.0,2/3,1850000,1,3,2012,53.317155,50.308962
"Россия, Самара, Печерская улица, 20А",35.0,22/24,3200000,1,24,2013,53.204002,50.182362
"Россия, Самара, улица Тухачевского, 40А",50.0,20/25,3250000,1,12,1985,53.189706,50.148199
"Россия, Самара, Самарская улица, 267",94.0,15/25,6350000,2,18,2012,53.204093,50.122301
"Россия, Самара, Ново-Садовая улица, 21",75.0,3/5,6200000,3,5,1956,53.208537,50.132101
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 12",31.0,2/3,1350000,1,3,2013,53.313917,50.309698
"Россия, Самара, улица Гагарина, 65",31.0,4/5,1950000,1,5,1961,53.200199,50.185443
"Россия, Самара, Спортивная улица, 5",49.4,7/9,3500000,2,9,1975,53.187796,50.122633
"Россия, Самара, улица Воеводина, 18А",42.4,1/5,1900000,2,5,1966,53.234529,50.296969
"Россия, Самара, улица Свободы, 99",67.0,4/4,2500000,3,4,1972,53.217268,50.24961
"Россия, Самара, улица Луначарского, 26",30.8,3/5,1790000,1,5,1966,53.210986,50.152448
"Россия, Самара, Краснодонская улица, 49",33.7,1/2,1650000,1,2,1941,53.224309,50.253158
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 12, подъезд 4",43.0,5/5,1900000,2,5,1969,53.109552,50.080556
"Россия, Самара, улица Мориса Тореза, 33",37.3,5/5,2500000,1,5,1984,53.196229,50.170379
"Россия, Самара, улица Ерошевского, 20",74.0,6/16,5300000,2,16,2006,53.215462,50.16189
"Россия, Самара, улица Авроры, 111",46.6,2/5,2800000,2,5,1963,53.193208,50.191687
"Россия, Самара, улица Урицкого, 12",30.5,2/5,2100000,1,5,1962,53.190445,50.130484
"Россия, Самара, улица Буянова, 12, подъезд 1",65.0,2/6,4200000,2,6,1998,53.18805,50.113955
"Россия, Самара, Майская улица, 1",71.5,2/16,4500000,2,16,2016,53.234546,50.256707
"Россия, Самара, улица Бубнова, 10",33.0,5/9,2280000,1,9,1982,53.255814,50.222032
"Россия, Самара, Физкультурная улица, 72",67.0,2/5,2998000,3,5,1958,53.205868,50.23751
"Россия, Самара, 7-я просека, 92, подъезд 1",35.0,15/19,2630000,1,20,2014,53.254472,50.200373
"Россия, Самара, Запорожская улица, 43",23.0,1/5,1350000,1,5,1973,53.210242,50.220945
"Россия, Самара, Ново-Садовая улица, 353",68.0,8/9,3350000,3,9,1986,53.252813,50.210327
"Россия, Самара, улица Тухачевского, 40А, подъезд 2",49.9,23/24,2200000,1,12,1985,53.189863,50.148181
"Россия, Самара, Солнечная улица, 49",30.0,9/9,2150000,1,9,1991,53.258782,50.206689
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",39.0,4/9,2000000,1,9,1989,53.160766,50.374575
"Россия, Самара, Аэродромная улица, 126",71.0,2/9,4200000,3,9,1985,53.192609,50.210363
"Россия, Самара, Майская улица, 3/185",43.0,14/16,3100000,1,16,2014,53.235074,50.255997
"Россия, Самара, Зубчаниновское шоссе, 169",64.0,4/5,2950000,3,5,1973,53.226935,50.290205
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",30.0,2/3,1100000,1,3,2015,53.445472,49.797371
"Россия, Самара, улица Победы, 83",60.7,4/5,2600000,2,5,1957,53.208732,50.240411
"Россия, Самара, улица Агибалова, 76",51.0,6/10,3650000,2,9,1987,53.193628,50.12195
"Россия, Самара, Солнечная улица, 5",54.0,4/9,3500000,2,9,1987,53.240695,50.189252
"Россия, Самара, Алма-Атинская улица, 108А",43.0,7/9,2850000,2,9,1975,53.250372,50.260884
"Россия, Самара, Красноармейская улица, 129",43.0,3/5,2270000,2,5,1962,53.187203,50.124088
"Россия, Самара, Краснодонская улица, 10",49.0,23/27,3290000,1,,,53.215769,50.261701
"Россия, Самара, посёлок Мехзавод, 11-й квартал, 21",58.0,4/4,3330000,3,,,53.295982,50.289307
"Россия, Самара, Подшипниковая улица, 22",32.0,3/5,2100000,1,5,1967,53.210592,50.168088
"Россия, Самара, улица Гастелло, 47",42.0,1/9,2500000,2,9,1989,53.223301,50.196609
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 50",33.0,1/3,1400000,1,3,2013,53.32525,50.313633
"Россия, Самара, улица Советской Армии, 203, подъезд 3",93.0,12/17,5750000,3,17,2012,53.229991,50.194067
"Россия, Самара, улица Мичурина, 148",72.0,17/22,5300000,2,22,2013,53.217613,50.168977
"Россия, Самара, улица Победы, 104А",29.0,2/5,2150000,1,2,1941,53.218346,50.257857
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица 8 Марта, 19",43.5,2/2,1680000,2,2,1959,53.347258,50.209896
"Россия, Самара, Пугачёвская улица, 61",30.0,2/9,1630001,1,9,1978,53.232266,50.271008
"Россия, Самара, Ленинская улица, 20",59.0,2/5,4680000,2,5,1996,53.18145,50.102277
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",28.0,2/3,1400000,1,3,2014,53.445472,49.797371
"Россия, Самара, улица Красный Пахарь, 31",43.6,1/2,1450000,2,2,1967,53.318193,50.28901
"Россия, Самара, Солнечная улица, 41А, подъезд 2",132.0,1/16,6800000,3,,1,53.255334,50.205018
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 17",34.0,6/9,1950000,1,10,2015,53.11353,50.143223
"Россия, Самара, проспект Карла Маркса, 30, подъезд 3",51.0,3/9,3200000,2,12,1979,53.199724,50.151667
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 22",58.0,5/9,2600000,2,9,2012,53.110638,50.084455
"Россия, Самарская область, Волжский район, посёлок городского типа Смышляевка, Демократическая улица",65.0,1/3,3200000,2,3,2013,53.250459,50.388292
"Россия, Самара, Ново-Вокзальная улица, 146А",43.0,7/10,2750000,1,9,1976,53.242091,50.210551
"Россия, Самара, улица Свободы, 190",51.0,3/5,3200000,3,5,1967,53.230681,50.276272
"Россия, Самара, улица Свободы, 79",61.0,4/4,2850000,2,5,1958,53.213402,50.240959
