adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",25.0,9/24,15567,2300000,1,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, проспект Энгельса, 126к2, подъезд 2",56.4,3/19,11062,6900000,2,19,1998,60.041885,30.32283
"Россия, Санкт-Петербург, Кавалергардская улица, 5",73.0,1/5,6608,6700000,3,5,1901,59.944621,30.383017
"Россия, Санкт-Петербург, Малая Бухарестская улица",43.4,1/6,7808,5650000,1,10,2006,59.84814,30.41409
"Россия, Санкт-Петербург, проспект Просвещения, 24/2",62.5,2/9,8891,5200000,3,,,60.056122,30.321429
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",55.0,15/24,7309,8500000,2,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, набережная Обводного канала, 147-149А",218.1,2/4,7589,35000000,5,4,1863,59.909549,30.312634
"Россия, Санкт-Петербург, улица Курчатова, 4",74.0,4/5,11889,8900000,3,,,60.007218,30.356346
"Россия, Санкт-Петербург, улица Корнея Чуковского, 3к4",40.6,15/24,11762,3690000,1,24,2017,60.027732,30.455969
"Россия, Санкт-Петербург, улица Обручевых, 5А",73.6,2/20,10145,9456282,2,20,2018,60.011729,30.381481
"Россия, Санкт-Петербург, улица Ленсовета, 10",64.3,1/7,10830,8900000,2,7,1958,59.858968,30.32999
"Россия, Санкт-Петербург, Среднерогатская улица, 11",25.1,3/23,9129,3200000,0,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, Ленинский проспект, 53к1",98.5,21/25,9545,7300000,3,17,2013,59.863093,30.169721
"Россия, Санкт-Петербург, улица Матроса Железняка, 47",44.0,2/5,9653,4850000,2,5,1962,59.998859,30.316191
"Россия, Санкт-Петербург, Ситцевая улица",46.0,9/10,6706,5590000,2,10,1991,59.998468,30.244254
"Россия, Санкт-Петербург, Среднерогатская улица, 11",24.3,12/24,13412,2900000,0,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, Комендантский проспект, 51к1",36.0,14/24,9745,5590000,1,24,2009,60.031,30.238577
"Россия, Санкт-Петербург, улица Тельмана, 54",50.0,2/5,10009,4900000,3,5,1968,59.893642,30.487788
"Россия, Санкт-Петербург, 4-я линия Васильевского острова, 57",69.0,2/4,13223,10121000,4,4,1917,59.948172,30.276773
"Россия, Санкт-Петербург, Исполкомская улица, 17",107.3,3/9,10383,17100000,3,10,2018,59.9303,30.38352
"Россия, Санкт-Петербург, улица Маршала Захарова, 33к1",75.3,2/9,10965,6790000,3,9,1977,59.849894,30.206947
"Россия, Санкт-Петербург, Введенская улица, 7",27.0,5/6,8152,3500000,0,6,1913,59.956309,30.301172
"Россия, Санкт-Петербург, проспект Большевиков, 65к1",49.0,3/9,14805,5200000,2,9,1966,59.879963,30.482371
"Россия, Санкт-Петербург, Заневский проспект, 10",58.2,4/5,7588,8600000,2,,,59.928695,30.408853
"Россия, Санкт-Петербург, Ириновский проспект, 25",57.5,3/9,6614,4750000,3,,,59.95598,30.474043
"Россия, Санкт-Петербург, проспект Добролюбова, 19",217.1,1/5,6113,26000000,4,6,1915,59.950001,30.299285
"Россия, Санкт-Петербург, Железноводская улица, 13",67.0,3/4,14695,7900000,2,4,1909,59.952587,30.253058
"Россия, Санкт-Петербург, улица Чапаева, 18",47.0,8/10,9056,15000000,1,11,2015,59.96326,30.32972
"Россия, Санкт-Петербург, улица Крыленко, 1к1с3",89.3,2/25,7141,8495000,3,26,2016,59.892721,30.452556
"Россия, Санкт-Петербург, улица Вавиловых, 15к3",46.0,4/5,9418,4600000,2,5,1967,60.021987,30.39589
"Россия, Санкт-Петербург, улица Курчатова, 6",78.8,5/5,8385,8950000,3,6,1952,60.007852,30.358565
"Россия, Санкт-Петербург, Учебный переулок, 12к2",58.2,3/9,11164,5550000,3,9,1977,60.038452,30.343419
"Россия, Санкт-Петербург, улица Зины Портновой",42.0,3/6,10572,4690000,2,9,1975,59.852633,30.256337
"Россия, Санкт-Петербург, Рыбацкий проспект, 15",27.0,7/15,8505,3500000,0,20,2008,59.842612,30.493357
"Россия, Санкт-Петербург, аллея Поликарпова, 5",60.0,4/9,8009,6100000,3,9,1976,60.008878,30.289485
"Россия, Санкт-Петербург, Заневский проспект, 63",46.1,5/5,15428,4450000,2,5,1962,59.930944,30.427942
"Россия, Санкт-Петербург, улица Дыбенко, 22к5",44.3,4/5,6704,4750000,2,5,1969,59.907401,30.476972
"Россия, Санкт-Петербург, Глухая Зеленина улица, 6",37.3,2/9,6244,6190000,1,11,2015,59.964147,30.282936
"Россия, Санкт-Петербург, проспект Ветеранов, 171к4",24.0,5/12,6498,2890000,0,13,2017,59.83975,30.111825
"Россия, Санкт-Петербург, проспект Просвещения, 7к1",71.4,9/9,8280,6800000,3,9,1980,60.055362,30.319937
"Россия, Санкт-Петербург, Рюхина улица, 10",100.0,3/8,16277,33990000,3,9,2007,59.970673,30.259831
"Россия, Санкт-Петербург, посёлок Парголово, улица Николая Рубцова, 12к1",40.0,24/27,9326,4300000,1,27,2012,60.076462,30.336035
"Россия, Санкт-Петербург, улица Орджоникидзе, 10",44.0,1/5,10680,5600000,2,5,1959,59.846048,30.325803
"Россия, Санкт-Петербург, Юнтоловский проспект, 45к2",35.0,4/5,10944,3700000,1,12,2017,60.031256,30.138675
"Россия, Санкт-Петербург, Смольный проспект, 17",172.6,6/8,7315,40450384,4,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, Большая Посадская улица, 12",44.7,5/9,6404,9900000,1,9,2015,59.959197,30.32504
"Россия, Санкт-Петербург, Малый проспект Петроградской стороны, 33",68.6,1/6,16145,7500000,3,,,59.958746,30.295539
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",32.0,3/5,14063,3590000,1,,,59.724437,30.416533
"Россия, Санкт-Петербург, Среднерогатская улица, 20",22.9,3/17,7444,2875000,0,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, Русановская улица, 19к4",45.7,15/23,6797,4300000,1,23,2015,59.862601,30.513318
"Россия, Санкт-Петербург, улица Нахимова, 14/41Б",31.0,2/5,6392,4500000,1,5,1963,59.942755,30.232801
"Россия, Санкт-Петербург, улица Хошимина, 5к1",72.5,7/16,8636,7550000,3,16,1988,60.050983,30.318743
"Россия, Санкт-Петербург, проспект Художников, 9к2",61.1,12/12,9842,7000000,3,12,1978,60.035207,30.347138
"Россия, Санкт-Петербург, 1-я Красноармейская улица, 12",116.6,3/5,13927,9800000,2,,,59.91586,30.313497
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",55.0,15/25,6506,8150000,2,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, 4-я Советская улица, 15",67.4,1/4,10831,9500000,3,4,1873,59.93364,30.368698
"Россия, Санкт-Петербург, Шпалерная улица, 34Б",130.0,4/6,9131,33000000,5,,,59.949163,30.356975
"Россия, Санкт-Петербург, набережная реки Фонтанки, 171",99.8,4/4,12580,9400000,2,4,1854,59.916442,30.292135
"Россия, Санкт-Петербург, Долгоозёрная улица, 39к1",35.0,6/17,7152,4500000,1,17,2008,60.022,30.268841
"Россия, Санкт-Петербург, Смольный проспект, 17",172.6,6/8,7315,40450384,4,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, проспект Юрия Гагарина, 36",41.0,2/10,6792,4450000,1,9,1999,59.843534,30.34006
"Россия, Санкт-Петербург, Московский проспект, 183-185",120.4,7/8,6914,17925000,3,24,2014,59.855331,30.319839
"Россия, Санкт-Петербург, Уральская улица, 6",105.0,4/10,6708,12345000,3,12,2018,59.951101,30.265248
"Россия, Санкт-Петербург, Муринская дорога, 78, подъезд 1",83.0,9/18,12441,6300000,3,18,2015,60.035212,30.452044
"Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, Кудрово, жилой комплекс Новый Оккервиль",62.7,1/16,15568,5250000,3,16,1979,59.914899,30.508952
"Россия, Санкт-Петербург, улица Белышева, 5/6",53.6,11/12,8892,7399000,2,25,2014,59.909856,30.455727
"Россия, Санкт-Петербург, Среднерогатская улица, 20",22.9,3/17,7444,2875000,0,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, посёлок Парголово, Заречная улица, 19к1",31.0,13/19,10011,3470000,0,19,2015,60.07169,30.321806
"Россия, Санкт-Петербург, улица Жени Егоровой, 4к2",72.0,7/9,10473,7190000,3,9,1985,60.063837,30.307568
"Россия, Санкт-Петербург, Московский проспект, 73к5",25.2,7/18,9231,5300000,0,19,2015,59.904126,30.312437
"Россия, Санкт-Петербург, Костромской проспект, 14к2",48.4,4/9,7810,8450000,1,9,2013,60.013749,30.31673
"Россия, Санкт-Петербург, Афанасьевская улица, 1",89.3,4/10,11064,11000000,3,10,2011,60.03349,30.296339
"Россия, Санкт-Петербург, улица Грибалёвой, 7к4",38.3,3/11,11892,6100000,1,12,2018,59.983211,30.356032
"Россия, Санкт-Петербург, Юнтоловский проспект, 49к5, подъезд 1",36.2,5/5,9546,4600000,1,5,2014,60.029917,30.143814
"Россия, Санкт-Петербург, Пушкин, Павловское шоссе, 35",68.2,4/4,6610,6800000,2,4,1956,59.704756,30.415473
"Россия, Санкт-Петербург, набережная реки Волковки, 3Б",57.3,1/4,7702,4750000,2,5,1917,59.904202,30.366398
"Россия, Санкт-Петербург, улица Типанова, 38",53.6,8/14,9655,6555000,1,14,,59.852814,30.360919
"Россия, Санкт-Петербург, Народная улица, 49",46.0,4/5,11763,4100000,2,5,1963,59.881972,30.475589
"Россия, Санкт-Петербург, Вознесенский проспект, 35, подъезд 1",93.5,3/5,14806,13850000,3,3,1917,59.92465,30.307936
"Россия, Санкт-Петербург, улица Зайцева, 6к1",63.0,4/6,7591,7500000,2,6,1938,59.871012,30.263146
"Россия, Санкт-Петербург, Наличная улица, 44к2",40.0,13/16,10149,4300000,2,16,1976,59.952245,30.231633
"Россия, Санкт-Петербург, Глухарская улица, 27к1",69.0,5/19,10385,5400000,2,21,2018,60.035342,30.232028
"Россия, Санкт-Петербург, Севастопольская улица, 46",133.8,1/2,9746,10071000,5,2,1950,59.888948,30.264826
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",26.0,17/24,6120,2750000,0,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, Глухарская улица, 27к1",47.0,10/21,9060,5170000,1,21,2018,60.035342,30.232028
"Россия, Санкт-Петербург, улица Тельмана, 54",33.0,16/17,6245,3550000,1,17,2006,59.893642,30.487788
"Россия, Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 19к1",78.0,12/27,14698,8900000,3,28,2015,60.078773,30.344695
"Россия, Санкт-Петербург, набережная Обводного канала, 147-149А",218.1,2/4,7589,35000000,5,4,1863,59.909549,30.312634
"Россия, Санкт-Петербург, Выборгское шоссе, 7к1",54.5,3/13,8012,6500000,2,13,1987,60.042568,30.317782
"Россия, Ленинградская область, Всеволожский район, Мурино, Новая улица, 11к3",36.0,27/27,16279,3800000,1,28,2016,60.04042,30.452708
"Россия, Санкт-Петербург, Среднеохтинский проспект, 17",70.4,2/3,8506,6950000,3,3,1949,59.951497,30.415258
"Россия, Санкт-Петербург, Комендантский проспект, 24к3, подъезд 1",79.8,6/16,6615,8100000,3,16,1988,60.012548,30.250704
"Россия, Санкт-Петербург, Новоколомяжский проспект, 12к2",42.0,8/18,8153,4750000,1,17,1995,60.030676,30.296923
"Россия, Санкт-Петербург, Таврическая улица, 37",242.7,7/7,10683,29990000,1,7,1907,59.947243,30.378463
"Россия, Санкт-Петербург, Пулковское шоссе, 36к5",76.5,25/25,13224,9900000,2,27,2017,59.821829,30.326217
"Россия, Санкт-Петербург, проспект Героев, 18",25.5,5/22,11165,2840000,0,23,2017,59.86673,30.167709
"Россия, Санкт-Петербург, Богатырский проспект, 63",56.1,6/17,9422,7400000,2,17,2009,60.008698,30.202132
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 11/1",68.2,2/12,6405,5350000,2,12,2018,60.055111,30.440159
"Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, промышленная зона Пески, Красносельское шоссе",56.0,10/16,6502,5000000,2,16,2006,59.792101,30.080806
"Россия, Санкт-Петербург, Комендантский проспект, 67",32.3,6/14,6805,3900000,1,25,2017,60.03771,30.225578
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Переведенская улица, 4к2с2",68.8,1/4,8282,5920300,2,4,2018,59.753323,30.372947
"Россия, Санкт-Петербург, Сестрорецк, улица Николая Соколова, 36",116.9,1/4,6711,8282000,2,4,2007,60.053296,30.006488
"Россия, Санкт-Петербург, проспект Металлистов, 8",54.9,3/5,15434,5200000,3,5,1963,59.943683,30.417827
"Россия, Санкт-Петербург, Колпино, улица Ижорского Батальона, 9",31.0,1/12,8639,2900000,1,12,1985,59.736375,30.615735
"Россия, Санкт-Петербург, Главная улица, 25",66.0,5/5,7147,8700000,2,6,2006,60.021164,30.290518
"Россия, Санкт-Петербург, Кондратьевский проспект, 70к1",35.6,3/16,13413,4600000,1,16,2009,59.983752,30.397633
"Россия, Санкт-Петербург, Фурштатская улица, 44",108.0,4/4,9328,21000000,4,5,1896,59.945373,30.362329
"Россия, Санкт-Петербург, улица Кораблестроителей, 30, подъезд 1",149.3,15/18,10573,25500000,4,18,2004,59.951677,30.21594
"Россия, Санкт-Петербург, Смольный проспект, 17",165.3,6/8,7317,38664080,4,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, улица Тельмана, 49, подъезд 1",82.4,8/17,8387,8490000,3,17,2004,59.89181,30.487895
"Россия, Санкт-Петербург, Кировский район, муниципальный округ Княжево",41.0,2/15,12582,5100000,1,24,2010,59.83706,30.27141
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",61.5,1/2,10966,6000000,2,2,1953,59.724437,30.416533
"Россия, Санкт-Петербург, Бестужевская улица, 34",36.0,5/14,6399,4600000,1,14,1971,59.982383,30.413874
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Образцовая улица, 9А",73.0,3/4,16161,7056000,2,,2016,59.755123,30.367126
"Россия, Санкт-Петербург, 1-я Советская улица, 12",147.0,2/5,10834,22000000,4,5,1899,59.931062,30.365096
"Россия, Санкт-Петербург, Выборгский район, территория 1-е Парголово",58.0,2/13,7453,4900000,2,9,2009,60.057932,30.30516
"Россия, Санкт-Петербург, Индустриальный проспект, 29к2",51.4,8/9,6509,5800000,1,13,2006,59.950596,30.476747
"Россия, Санкт-Петербург, Комендантский проспект, 28к1",81.0,5/17,6705,11500000,3,17,1993,60.014005,30.250516
"Россия, Санкт-Петербург, улица Мира, 36",126.6,4/4,6921,20255000,4,9,2017,59.962489,30.3284
"Россия, Санкт-Петербург, проспект Энгельса, 97",202.3,24/25,8895,33990000,5,25,2004,60.025992,30.320324
"Россия, Санкт-Петербург, Прибрежная улица, 4",55.6,10/14,14065,6600000,2,14,1997,59.836934,30.511144
"Россия, Санкт-Петербург, улица Декабристов, 13",125.6,3/4,9132,10200000,3,5,1833,59.92832,30.303184
"Россия, Санкт-Петербург, Смольный проспект, 17",165.3,6/8,7317,38664080,4,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, Малая Бухарестская улица",70.0,2/6,12442,8400000,2,10,2006,59.84814,30.41409
"Россия, Санкт-Петербург, Чкаловский проспект, 34",24.2,1/5,10018,4300000,1,5,1902,59.964147,30.29518
"Россия, Санкт-Петербург, улица Зайцева, 6к1",63.0,4/6,7591,7500000,2,6,1938,59.871012,30.263146
"Россия, Санкт-Петербург, Литейный проспект, 15",110.0,4/5,6408,14700000,3,5,1864,59.944161,30.347911
"Россия, Санкт-Петербург, бульвар Новаторов, 69",70.0,3/6,10947,8190000,3,9,1987,59.843259,30.258601
"Россия, Санкт-Петербург, улица Типанова, 34к2",41.0,9/14,15573,5550000,1,14,2003,59.852411,30.360505
"Россия, Санкт-Петербург, улица Савушкина, 63В",71.2,15/16,10476,12990000,2,14,2002,59.984656,30.269605
"Россия, Санкт-Петербург, Выборгский район, территория 1-е Парголово",58.0,2/13,7453,4900000,2,9,2009,60.057932,30.30516
"Россия, Санкт-Петербург, Кронштадт, проспект Ленина, 19",60.0,2/2,13928,8000000,2,2,1900,59.996488,29.765434
"Россия, Санкт-Петербург, Среднерогатская улица, 20",41.0,10/19,7594,4550000,1,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, проспект Просвещения, 15",26.1,4/30,9547,3028000,0,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Ленсоветовский, 25",70.0,1/10,6794,4550000,2,10,2012,59.758218,30.46462
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Изборская улица, 3к1",48.0,5/9,7811,4100000,2,9,2012,59.744977,30.469004
"Россия, Санкт-Петербург, улица Бабушкина, 109к1",45.0,5/7,9061,3200000,2,,,59.866689,30.45181
"Россия, Санкт-Петербург, улица Адмирала Трибуца, 5",56.0,9/10,11893,8450000,2,19,2013,59.853401,30.146257
"Россия, Санкт-Петербург, улица Тельмана, 54",52.2,14/17,9845,5950000,2,17,2006,59.893642,30.487788
"Россия, Санкт-Петербург, Московский проспект, 172",102.0,5/7,6612,14900000,3,7,1953,59.877619,30.320881
"Россия, Санкт-Петербург, Кондратьевский проспект, 83к1",31.5,6/9,7704,3650000,1,9,1970,59.982694,30.398684
"Россия, Санкт-Петербург, улица Ворошилова, 31к2, подъезд 2",93.2,19/19,8014,10200000,3,19,2012,59.931788,30.46321
"Россия, Санкт-Петербург, Бухарестская улица, 69",236.0,24/25,11068,29000000,5,25,2009,59.849754,30.397974
"Россия, Санкт-Петербург, Сапёрный переулок, 16/36",90.0,5/5,10154,8000000,3,6,1880,59.941096,30.359859
"Россия, Санкт-Петербург, Среднерогатская улица, 20",33.2,7/18,9657,4250000,1,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, проспект Просвещения, 15",63.7,8/25,14808,7730000,2,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, Манежный переулок, 2",212.9,2/4,9747,34064000,4,5,1900,59.943395,30.350795
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",66.0,4/4,6400,8990000,1,1,2007,59.724437,30.416533
"Россия, Санкт-Петербург, улица Типанова, 27/39",98.5,1/25,8642,14000000,3,26,2011,59.853812,30.349699
"Россия, Санкт-Петербург, Колпино, Тверская улица, 42",46.0,9/9,6122,4320000,2,5,1969,59.739337,30.614306
"Россия, Санкт-Петербург, Дрезденская улица, 10к2",56.3,2/5,9232,5500000,3,5,1962,60.014549,30.328328
"Россия, Санкт-Петербург, Конногвардейский бульвар, 6",144.0,4/4,8157,16900000,4,4,1917,59.931837,30.294857
"Россия, Санкт-Петербург, Ланское шоссе, 14к1",53.0,9/12,11768,6500000,2,25,2004,59.993847,30.309436
"Россия, Санкт-Петербург, улица Тамбасова, 8к1",60.0,4/9,16281,4850000,3,,,59.839723,30.158277
"Россия, Санкт-Петербург, Воскресенская набережная, 4",85.0,2/9,6617,20500000,2,13,2006,59.950659,30.372372
"Россия, Санкт-Петербург, Фурштатская улица, 28",176.0,4/4,9331,35000000,4,5,1916,59.945445,30.356481
"Россия, Санкт-Петербург, Русановская улица, 16к1",32.8,15/23,6922,2900000,1,25,2017,59.865772,30.509653
"Россия, Санкт-Петербург, Ситцевая улица",46.0,9/10,6706,5590000,2,10,1991,59.998468,30.244254
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",55.0,15/25,6506,8150000,2,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, Русановская улица, 11",35.0,16/23,14700,4200000,1,23,2013,59.863513,30.505943
"Россия, Санкт-Петербург, Кондратьевский проспект, 70к1",24.0,3/16,10387,3150000,0,16,2009,59.983752,30.397633
"Россия, Санкт-Петербург, улица Ленсовета, 20, подъезд 2",55.0,5/7,8285,7850000,2,7,1959,59.853559,30.33043
"Россия, Санкт-Петербург, Приморский проспект, 65",39.0,12/12,11166,5480000,1,12,1991,59.983067,30.26859
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Образцовая улица, 9В",90.1,1/4,9425,10600000,3,,2016,59.754039,30.367243
"Россия, Санкт-Петербург, улица Коллонтай, 6к2, подъезд 7",54.2,4/17,8510,7000000,2,17,2009,59.91563,30.447283
"Россия, Санкт-Петербург, улица Софьи Ковалевской, 14к3",37.3,10/14,8388,4600000,1,14,1974,60.016163,30.411593
"Россия, Санкт-Петербург, Яхтенная улица",53.0,7/12,7318,6500000,2,12,1989,59.994562,30.219173
"Россия, Санкт-Петербург, улица Маршала Тухачевского, 23",55.0,13/17,7153,5425000,1,16,2017,59.968263,30.428346
"Россия, Санкт-Петербург, Каменноостровский проспект, 40А",123.0,5/10,13226,28899000,3,10,2007,59.966106,30.309858
"Россия, Санкт-Петербург, Аптекарский проспект, 18",49.2,9/10,12587,10980000,2,10,2016,59.974342,30.32071
"Россия, Санкт-Петербург, Заозёрная улица, 3к2",86.0,13/14,10575,14990000,3,15,2016,59.906075,30.324133
"Россия, Санкт-Петербург, Невский проспект, 128",31.5,5/5,6247,4300000,0,,,59.930669,30.366443
"Россия, Санкт-Петербург, Невский проспект, 130",51.4,2/4,6806,8000000,2,4,1874,59.930516,30.366856
"Россия, Санкт-Петербург, улица Кустодиева, 17",50.0,5/9,10685,5100000,2,9,1974,60.049181,30.363865
"Россия, Санкт-Петербург, Яхтенная улица",53.0,7/12,7318,6500000,2,12,1989,59.994562,30.219173
"Россия, Санкт-Петербург, Белградская улица, 8к1",39.3,16/18,16162,4800000,1,18,1974,59.869684,30.360272
"Россия, Санкт-Петербург, Долгоозёрная улица, 39к1",35.0,6/17,7152,4500000,1,17,2008,60.022,30.268841
"Россия, Санкт-Петербург, Миллионная улица, 29",98.0,4/4,13414,21000000,5,4,1872,59.9423,30.320072
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 11/1",22.6,2/11,7455,2750000,0,12,2018,60.055111,30.440159
"Россия, Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 16к1",76.0,13/24,10835,7900000,3,28,2014,60.078329,30.342135
"Россия, Ленинградская область, Всеволожский район, Мурино, бульвар Менделеева, 16",55.6,7/16,10967,5500000,2,18,2017,60.054235,30.42964
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 3к2",30.8,21/24,7595,4450000,1,25,2018,59.810251,30.370387
"Россия, Санкт-Петербург, Счастливая улица, 12",88.1,6/10,10477,11200000,3,10,2002,59.844416,30.275749
"Россия, Санкт-Петербург, переулок Ульяны Громовой, 4, подъезд 1",51.0,4/6,8905,9180000,2,6,1899,59.934312,30.361188
"Россия, Санкт-Петербург, Богатырский проспект, 63",41.8,10/10,15438,5200000,1,10,2008,60.008698,30.202132
"Россия, Санкт-Петербург, 26-я линия В.О., 7",26.0,9/10,15574,4750000,0,,,59.928879,30.26037
"Россия, Санкт-Петербург, Кондратьевский проспект, 70к1",51.2,11/16,10023,6300000,2,16,2009,59.983752,30.397633
"Россия, Санкт-Петербург, Брюсовская улица, 4",37.0,1/4,9133,3100000,1,5,1965,59.986596,30.422786
"Россия, Санкт-Петербург, Белградская улица, 26к9",42.0,14/16,10948,5670000,1,17,2007,59.860495,30.364871
"Россия, Санкт-Петербург, Пушкинский район, Павловск, Гуммолосаровская улица, 27",30.8,1/4,9847,2500000,1,4,1963,59.685076,30.423612
"Россия, Санкт-Петербург, Итальянская улица, 12Ж",110.0,4/5,6510,16900000,2,5,1916,59.936882,30.337347
"Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, Кудрово, жилой комплекс Новый Оккервиль",30.0,1/9,9548,3890000,1,,,59.914899,30.508952
"Россия, Санкт-Петербург, Богатырский проспект, 5к3",13.5,1/9,12443,1500000,0,,,60.001469,30.292054
"Россия, Санкт-Петербург, 8-я линия Васильевского острова, 7",87.0,1/3,7813,7950000,4,4,1917,59.936945,30.282783
"Россия, Санкт-Петербург, Русановская улица, 19к4",45.7,15/23,6797,4300000,1,23,2015,59.862601,30.513318
"Россия, Санкт-Петербург, Каменноостровский проспект, 64Д",53.0,3/5,14068,5800000,2,5,1931,59.973667,30.302627
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 11/1",22.6,2/11,7455,2750000,0,12,2018,60.055111,30.440159
"Россия, Санкт-Петербург, Долгоозёрная улица, 37к2",36.7,1/17,7155,4500000,1,17,2008,60.02133,30.268545
"Россия, Санкт-Петербург, Колпино, Понтонная улица, 9к1",38.0,1/5,6712,4200000,1,6,2016,59.757276,30.627898
"Россия, Санкт-Петербург, улица Рылеева, 23",17.0,1/7,9658,2610000,0,7,1907,59.94225,30.358358
"Россия, Санкт-Петербург, улица Коммуны, 61",94.2,5/5,13930,11000000,3,7,2007,59.964377,30.487033
"Россия, Санкт-Петербург, бульвар Новаторов, 116",36.0,7/12,7705,3680000,2,9,1966,59.841459,30.247336
"Россия, Санкт-Петербург, проспект Испытателей, 28к3",67.0,12/12,8643,8160000,3,12,1994,60.006075,30.26611
"Россия, Санкт-Петербург, Сестрорецк, улица Инструментальщиков, 19",69.0,5/9,11894,6400000,3,9,1986,60.085622,29.949751
"Россия, Санкт-Петербург, Юнтоловский проспект, 49к4",60.3,5/5,9748,6400000,2,5,2014,60.031719,30.144011
"Россия, Санкт-Петербург, улица Кораблестроителей, 44к2",51.8,8/9,6411,7200000,2,,,59.958557,30.229747
"Россия, Санкт-Петербург, Среднерогатская улица, 20",41.0,10/19,7594,4550000,1,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, улица Крыленко, 45к1",46.0,5/5,11769,4650000,2,5,1968,59.901242,30.494265
"Россия, Санкт-Петербург, проспект Энтузиастов, 37/12",74.0,17/17,8161,7100000,2,17,2006,59.948645,30.48114
"Россия, Санкт-Петербург, Народная улица, 20",45.0,8/15,11169,6200000,1,15,2012,59.881932,30.464602
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шоссе в Лаврики, 89",74.0,8/18,10155,6600000,3,19,2017,60.06654,30.45685
"Россия, Санкт-Петербург, Кирочная улица, 32-34",37.1,5/6,6613,6000000,1,6,1900,59.944098,30.362994
"Россия, Санкт-Петербург, улица Белы Куна, 1к2",47.0,19/25,9332,8200000,1,25,2011,59.868839,30.377537
"Россия, Санкт-Петербург, посёлок Парголово, Заречная улица, 19к1",60.0,5/19,9234,6300000,2,19,2015,60.07169,30.321806
"Россия, Санкт-Петербург, Большая Посадская улица, 12",44.7,5/9,6404,9900000,1,9,2015,59.959197,30.32504
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",54.0,3/6,11069,4980000,2,6,1985,59.724437,30.416533
"Россия, Санкт-Петербург, Пионерская улица, 50",97.4,6/11,16282,16953000,3,14,2012,59.963539,30.273171
"Россия, Санкт-Петербург, Комендантская площадь, 8",56.0,3/17,8286,7550000,2,18,2009,60.005967,30.259238
"Россия, Санкт-Петербург, улица Маршала Захарова, 60",68.2,16/16,6809,6300000,3,16,1985,59.850436,30.21187
"Россия, Санкт-Петербург, Полтавская улица, 12",78.0,3/5,8015,11500000,2,5,1878,59.927459,30.370288
"Россия, Санкт-Петербург, Сестрорецк, улица Всеволода Боброва, 33",108.9,1/4,6714,6868000,1,4,2007,60.052398,30.001763
"Россия, Санкт-Петербург, Ленинский проспект, 64к1, подъезд 4",41.0,18/22,9062,4090000,1,23,2017,59.864381,30.17
"Россия, Санкт-Петербург, Народная улица, 20",72.9,4/17,13230,9000000,3,,,59.881932,30.464602
"Россия, Санкт-Петербург, Сестрорецк, улица Токарева, 3",54.8,3/6,6621,5900000,2,8,1983,60.086973,29.955087
