adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Россия, Санкт-Петербург, проспект Энтузиастов, 18к1",48.0,3/9,26497,4870000,2,9,1979,59.945621,30.465851
"Россия, Санкт-Петербург, улица Адмирала Черокова, 18к3",24.2,15/19,25721,3390000,0,19,2014,59.851851,30.142179
"Россия, Санкт-Петербург, улица Бадаева, 7, подъезд 1",55.1,1/12,27304,5650000,2,12,1992,59.919937,30.445342
"Россия, Санкт-Петербург, улица Лёни Голикова, 29к7, подъезд 1",115.3,24/24,25019,18000000,2,23,2005,59.841812,30.225093
"Россия, Санкт-Петербург, Краснопутиловская улица, 12",106.0,6/8,24304,11250000,3,8,1957,59.873555,30.263963
"Россия, Санкт-Петербург, Апраксин переулок",77.0,5/5,23721,8490000,3,5,1836,59.927969,30.326944
"Россия, Санкт-Петербург, улица Адмирала Черокова, 18к1",25.0,4/11,23004,3650000,0,5,2015,59.853125,30.139726
"Россия, Ленинградская область, Всеволожский район, Мурино, Привокзальная площадь, 3к2",43.0,13/22,22677,4600000,1,25,2014,60.052326,30.447947
"Россия, Санкт-Петербург, Коломяжский проспект, 15к1",75.1,12/25,25965,9900000,2,25,2009,60.000425,30.299878
"Россия, Санкт-Петербург, Лахтинская улица, 32",99.0,3/5,25222,11500000,3,6,1898,59.963931,30.296725
"Россия, Санкт-Петербург, улица Вавиловых, 8к3, подъезд 5",31.2,8/9,27453,3700000,1,9,1973,60.020853,30.384805
"Россия, Санкт-Петербург, проспект Авиаконструкторов, 47, подъезд 2",120.2,3/10,24812,17000000,4,10,2006,60.027125,30.225713
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 3, подъезд 1",32.3,22/25,25385,3650000,1,21,2015,60.049635,30.435137
"Россия, Санкт-Петербург, улица Ярослава Гашека, 2",15.5,1/9,23299,1595000,0,,,59.832435,30.382604
"Россия, Санкт-Петербург, Долгоозёрная улица, 13",55.4,6/12,26160,7299000,2,12,1988,60.016757,30.250983
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",91.6,4/23,22870,15900000,3,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, Заневский проспект, 20",44.0,5/5,26638,5400000,2,,,59.929849,30.414692
"Россия, Санкт-Петербург, Полтавский проезд, 2",101.0,7/7,26956,17000000,3,7,2013,59.926278,30.366839
"Россия, Санкт-Петербург, улица Беринга, 27к4",146.0,16/23,24516,29990000,3,23,2006,59.946207,30.237499
"Россия, Санкт-Петербург, бульвар Красных Зорь, 12",58.9,3/5,23465,5200000,3,5,1960,59.870678,30.441992
"Россия, Санкт-Петербург, улица Шкапина, 2",71.6,2/5,25563,7490000,3,5,1917,59.908092,30.295782
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Старорусский проспект, 6",48.0,2/21,26359,4350000,1,25,2017,59.8105,30.358287
"Россия, Санкт-Петербург, Новоколомяжский проспект, 11",40.9,6/16,27608,5300000,1,16,2006,60.029058,30.29403
"Россия, Санкт-Петербург, Ириновский проспект, 32",34.0,3/24,25020,4600000,1,25,2016,59.960021,30.480556
"Россия, Санкт-Петербург, Октябрьская набережная, 68",31.0,12/17,27128,3900000,1,18,1977,59.877398,30.457595
"Россия, Санкт-Петербург, улица Турку, 4",45.0,2/9,24667,5500000,2,9,1970,59.868641,30.365365
"Россия, Санкт-Петербург, Хасанская улица, 18к2",51.7,2/14,23830,5200000,2,14,1983,59.936647,30.490429
"Россия, Санкт-Петербург, Московское шоссе, 30к2",97.4,7/15,27305,11900000,3,16,2003,59.834361,30.34306
"Россия, Санкт-Петербург, шоссе Революции, 18",66.2,5/5,23300,6700000,3,5,1962,59.959638,30.419174
"Россия, Санкт-Петербург, Кушелевская дорога, 7к5",34.0,7/22,24307,6000000,1,22,2016,59.987996,30.378579
"Россия, Санкт-Петербург, Торжковская улица, 6",100.0,5/5,26500,9200000,4,5,1959,59.988635,30.308619
"Россия, Санкт-Петербург, Комендантский проспект, 16к2, подъезд 1",99.0,10/10,25724,11100000,3,10,1987,60.00971,30.254729
"Россия, Санкт-Петербург, проспект Маршала Жукова, 54к6",180.1,2/9,23600,14900000,4,9,2002,59.841156,30.209382
"Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, Кудрово, жилой комплекс Новый Оккервиль",44.0,8/9,25966,4700000,2,9,1975,59.914899,30.508952
"Россия, Санкт-Петербург, Гаванская улица, 46",45.0,3/5,25224,5600000,2,5,1961,59.938662,30.235954
"Россия, Санкт-Петербург, Конная улица, 5/3",53.2,2/5,22875,6800000,2,6,1903,59.928636,30.374959
"Россия, Санкт-Петербург, Фонарный переулок, 14",50.2,1/4,23005,7500000,2,4,1867,59.927865,30.305735
"Россия, Санкт-Петербург, улица Пограничника Гарькавого, 40к2",31.9,3/5,25387,3000000,1,5,1966,59.830897,30.1495
"Россия, Санкт-Петербург, Яхтенная улица",55.3,4/12,26957,6650000,2,12,1990,59.994562,30.219173
"Россия, Санкт-Петербург, Свердловская набережная, 58",80.0,11/16,23467,9750000,3,16,2014,59.956183,30.40676
"Россия, Санкт-Петербург, улица Шевченко, 22к2",44.0,2/5,23722,5450000,2,5,1964,59.935304,30.242952
"Россия, Санкт-Петербург, Бухарестская улица, 69",40.9,8/17,24813,5835000,1,17,2004,59.849754,30.397974
"Россия, Санкт-Петербург, Караваевская улица, 39к2",30.7,5/5,25021,3800000,1,5,1961,59.829296,30.513821
"Россия, Санкт-Петербург, Камышовая улица, 56к1",68.8,6/16,27141,7200000,2,16,2007,60.009615,30.203435
"Россия, Санкт-Петербург, 13-я Красноармейская улица, 4",27.0,1/5,22678,3650000,1,,,59.91507,30.304819
"Россия, Ленинградская область, Всеволожский район, Мурино, Графская улица, 8",55.4,10/17,24669,5200000,2,18,2017,60.063563,30.431293
"Россия, Санкт-Петербург, посёлок Парголово, улица Николая Рубцова, 5",26.0,9/27,26639,3150000,0,28,2018,60.075986,30.343797
"Россия, Санкт-Петербург, Колпино, Новгородская улица, 18к1",42.0,1/3,24112,3200000,2,3,1962,59.745367,30.60747
"Россия, Санкт-Петербург, территория Шувалово, Береговая улица, 18к4",43.0,5/7,26162,6450000,1,7,2012,60.058619,30.288883
"Россия, Санкт-Петербург, Среднерогатская улица, 11",35.9,5/12,24517,3850000,1,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, Петергоф, Разводная улица, 31",44.0,5/5,27454,3600000,2,5,1965,59.873785,29.898313
"Россия, Санкт-Петербург, улица Пилотов, 18к1",41.2,4/5,27609,4200000,2,5,1959,59.811939,30.299438
"Россия, Санкт-Петербург, Тихорецкий проспект, 12к3",42.0,4/5,23301,4900000,2,,,60.014014,30.366883
"Россия, Санкт-Петербург, Комендантский проспект, 67",25.0,10/24,24308,3299000,0,25,2017,60.03771,30.225578
"Россия, Санкт-Петербург, Ленинский проспект, 77к1",53.1,7/14,26360,5999000,2,14,2008,59.858268,30.190751
"Россия, Ленинградская область, Всеволожский район, Мурино, Петровский бульвар, 12к1",21.6,11/19,25564,2350000,0,20,2017,60.058969,30.428014
"Россия, Санкт-Петербург, Русановская улица, 16к1",28.9,22/23,26502,2425000,0,25,2017,59.865772,30.509653
"Россия, Санкт-Петербург, Арцеуловская аллея, 23к1",44.7,2/19,26958,4900000,1,21,2017,60.042415,30.224716
"Россия, Санкт-Петербург, улица Рубинштейна, 19/8",51.7,4/4,27308,9950000,2,6,1912,59.928537,30.343482
"Россия, Санкт-Петербург, Свердловская набережная, 58",49.0,9/16,23469,6365000,1,16,2014,59.956183,30.40676
"Россия, Санкт-Петербург, Юнтоловский проспект, 53к3",95.0,2/5,22876,8800000,3,,,60.03247,30.146922
"Россия, Санкт-Петербург, Морская набережная, 19",153.3,16/17,25971,17550000,4,17,1992,59.945689,30.207684
"Россия, Санкт-Петербург, Херсонская улица, 10",52.0,1/6,27143,6300000,2,6,1898,59.928848,30.380205
"Россия, Санкт-Петербург, 5-я Советская улица, 4",85.0,5/5,23601,15000000,3,,,59.936115,30.365994
"Россия, Санкт-Петербург, Гаванская улица, 47А",30.0,1/5,25025,4000000,2,5,1904,59.938045,30.238505
"Россия, Санкт-Петербург, Дворцовая площадь",28.5,10/17,24671,2400000,0,18,2016,59.939095,30.315868
"Россия, Санкт-Петербург, улица Грота, 1-3В",120.0,4/10,26361,24400000,3,6,1934,59.972604,30.292413
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 9",31.1,1/12,25225,2440000,1,26,2017,60.053436,30.439315
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 3к2",59.0,2/21,23831,4700000,2,25,2018,59.810251,30.370387
"Россия, Санкт-Петербург, Петергоф, Ропшинское шоссе, 3к9",85.0,5/5,27456,6450000,3,5,2013,59.857061,29.946014
"Россия, Санкт-Петербург, 9-я Советская улица, 5",201.0,5/8,24115,26500000,5,6,1906,59.938189,30.37195
"Россия, Санкт-Петербург, Среднерогатская улица, 20",39.4,13/18,22681,4600000,1,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, проспект Тореза, 36к2",64.5,5/8,26163,8000000,2,8,1966,60.005032,30.353202
"Россия, Санкт-Петербург, посёлок Парголово, Заречная улица, 37",78.6,13/26,23006,7500000,3,28,2015,60.082023,30.33847
"Россия, Санкт-Петербург, Пушкин, улица Архитектора Данини, 5",43.9,7/10,23724,4599000,1,10,2014,59.69529,30.418411
"Россия, Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 20к1",37.0,8/24,26961,4050000,1,28,2014,60.081004,30.340985
"Россия, Санкт-Петербург, Караваевская улица, 28к1",35.4,18/27,25392,4350000,1,27,2010,59.832114,30.510048
"Россия, Санкт-Петербург, Стародеревенская улица",60.0,5/6,24310,6499000,2,10,2003,59.996749,30.244389
"Россия, Санкт-Петербург, улица Передовиков, 29к1",65.0,8/14,25726,6750000,3,14,1980,59.950339,30.461656
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 3к2",65.5,9/25,23303,4990000,2,25,2018,59.810251,30.370387
"Россия, Санкт-Петербург, Московский проспект, 73к5",56.0,10/14,25565,7500000,2,19,2015,59.904126,30.312437
"Россия, Санкт-Петербург, Колпино, улица Анисимова, 10",48.0,3/10,23472,3729000,1,10,1990,59.731777,30.607282
"Россия, Санкт-Петербург, улица Фрунзе, 21",78.2,7/7,27310,11950000,3,7,1957,59.861575,30.327906
"Россия, Санкт-Петербург, улица Костюшко, 13, подъезд 4",15.0,1/5,25973,1980000,0,5,1967,59.84343,30.305843
"Россия, Санкт-Петербург, Краснопутиловская улица, 125",41.0,8/16,24816,8100000,1,16,2008,59.847051,30.31082
"Россия, Санкт-Петербург, Пушкин, Гусарская улица, 6к6",58.8,2/4,26504,6800000,2,4,2007,59.704519,30.389647
"Россия, Санкт-Петербург, Кузнечный переулок, 13",106.0,4/4,24523,13200000,2,4,1895,59.926945,30.353939
"Россия, Санкт-Петербург, Новгородская улица, 28",94.0,2/5,25226,11500000,3,5,1952,59.942372,30.391551
"Россия, Санкт-Петербург, улица Мира, 10",84.9,2/5,26645,12000000,2,,,59.959949,30.316227
"Россия, Санкт-Петербург, Приморский проспект, 65",73.9,10/25,24122,11990000,2,25,2008,59.983067,30.26859
"Россия, Санкт-Петербург, проспект Народного Ополчения, 149А",25.7,4/23,22877,3200000,0,,2018,59.831367,30.248378
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",31.6,2/24,23602,3200000,1,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, посёлок Парголово, улица Николая Рубцова, 13",38.0,27/27,27144,3950000,1,28,2015,60.077602,30.336422
"Россия, Санкт-Петербург, улица Маршала Казакова, 70к1",37.0,9/20,25728,4150000,1,21,2018,59.866689,30.175012
"Россия, Санкт-Петербург, Будапештская улица, 12",42.8,5/5,25026,4250000,2,5,1968,59.871071,30.3708
"Россия, Санкт-Петербург, Пушкин, улица Генерала Хазова, 10",65.0,1/5,24672,6700000,3,5,1977,59.739645,30.404855
"Россия, Санкт-Петербург, Комендантский проспект, 67",24.0,6/12,25393,3350000,0,25,2017,60.03771,30.225578
"Россия, Санкт-Петербург, Моховая улица, 26",200.0,4/6,26166,40000000,4,6,1828,59.941903,30.345548
"Россия, Санкт-Петербург, улица Лёни Голикова, 43",48.8,5/5,26963,4250000,4,5,1967,59.841532,30.233385
"Россия, Санкт-Петербург, улица Олеко Дундича",54.0,8/17,23835,6250000,2,17,2008,59.830997,30.410874
"Россия, Санкт-Петербург, посёлок Парголово, улица Николая Рубцова, 9",35.2,17/25,25567,4200000,1,28,2014,60.076816,30.340931
"Россия, Санкт-Петербург, 3-я Советская улица, 7",108.0,3/6,24313,15500000,4,6,1904,59.93218,30.369471
"Россия, Санкт-Петербург, проспект Косыгина, 28к1",42.0,10/14,26362,4200000,1,,,59.945815,30.494561
"Россия, Санкт-Петербург, проспект Наставников, 36к2",94.0,1/24,22682,9000000,3,23,2004,59.952533,30.482065
"Россия, Санкт-Петербург, улица Дыбенко",57.0,12/14,23725,5999995,2,,,59.904302,30.47213
"Россия, Санкт-Петербург, Моховая улица, 27-29",118.3,3/4,23309,22500000,3,5,1899,59.94202,30.344947
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",34.3,2/9,27610,3700000,1,5,1967,59.724437,30.416533
"Россия, Санкт-Петербург, Колпино, улица Танкистов, 30",49.0,1/5,23473,3690000,4,5,1967,59.743449,30.561279
"Россия, Санкт-Петербург, Звенигородская улица, 26",62.0,1/3,24524,5680000,3,,,59.918201,30.341919
"Россия, Санкт-Петербург, Пушкин, Красносельское шоссе, 55",35.3,3/9,26168,3600000,1,9,2017,59.70407,30.3625
"Россия, Санкт-Петербург, Глухарская улица, 27к1",69.0,18/19,25974,5650000,2,21,2018,60.035342,30.232028
"Россия, Санкт-Петербург, Приморский проспект, 65",127.2,2/7,24817,17700000,4,8,2017,59.983067,30.26859
"Россия, Санкт-Петербург, улица Седова, 94, подъезд 2",83.9,1/7,27459,6950000,3,7,1956,59.872638,30.438542
"Россия, Санкт-Петербург, улица Димитрова, 3к1",60.3,18/19,27312,7900000,2,16,1995,59.845071,30.376064
"Россия, Санкт-Петербург, 26-я линия В.О., 7",32.3,8/10,22878,5600000,0,,,59.928879,30.26037
"Россия, Санкт-Петербург, проспект Бакунина, 29",20.7,2/5,25227,2450000,0,4,1859,59.930715,30.384463
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",35.2,6/24,24124,3330000,1,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, Коломенская улица, 13",141.1,6/6,23016,10700000,5,7,1911,59.925038,30.354082
"Россия, Санкт-Петербург, Ленинский проспект, 64к1",97.0,15/25,25396,10000000,3,23,2017,59.864096,30.170862
"Россия, Санкт-Петербург, Балтийский бульвар, 4",73.8,19/24,26506,8965000,2,25,2018,59.868984,30.155707
"Россия, Санкт-Петербург, улица Адмирала Трибуца, 8",90.0,13/15,26966,13100000,3,19,2016,59.852972,30.148108
"Россия, Санкт-Петербург, улица Тамбасова, 7с1",95.0,6/10,27145,9207890,3,11,2018,59.837793,30.156732
"Россия, Санкт-Петербург, Петергоф, Чичеринская улица, 13к1",64.7,7/7,23838,5500000,3,7,1987,59.874277,29.856595
"Россия, Санкт-Петербург, Дунайский проспект, 48к1",19.6,2/9,23604,2850000,0,9,1977,59.840361,30.399914
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шувалова, 5",25.5,10/19,25732,2700000,0,23,2015,60.053193,30.424609
"Россия, Санкт-Петербург, улица Марата, 46",109.0,3/4,24316,10600000,3,4,1916,59.924551,30.351675
"Россия, Санкт-Петербург, Парашютная улица, 58",25.0,2/19,24674,3500000,0,21,2015,60.037944,30.243087
"Россия, Санкт-Петербург, Московский район, муниципальный округ Пулковский Меридиан",51.0,3/5,25028,6150000,2,5,1973,59.787284,30.302789
"Россия, Санкт-Петербург, Планерная улица, 51к1, подъезд 1",66.2,3/12,26363,6400000,3,,,60.018385,30.228282
"Россия, Санкт-Петербург, улица Седова, 146",61.5,1/5,23474,5375000,3,5,1960,59.865763,30.446007
"Россия, Санкт-Петербург, улица Червонного Казачества, 28",48.9,5/5,26646,4600000,4,5,1960,59.865537,30.273539
"Россия, Санкт-Петербург, Новочеркасский проспект, 26/16",33.0,2/7,25569,6200000,1,7,1962,59.929826,30.411916
"Россия, Санкт-Петербург, улица Крыленко, 1к1с2",32.0,12/14,23310,3800000,0,26,2016,59.892595,30.451406
"Россия, Санкт-Петербург, Кушелевская дорога, 3к6",57.0,9/18,27313,5800000,2,15,2016,59.986799,30.371474
"Россия, Санкт-Петербург, Таврическая улица, 37",243.0,7/7,23017,29990000,3,7,1907,59.947243,30.378463
"Россия, Санкт-Петербург, проспект Ветеранов, 136, подъезд 1",58.0,5/5,25231,4700000,3,,,59.831874,30.171724
"Россия, Санкт-Петербург, Владимирский проспект, 10, подъезд 1",79.0,3/5,27464,8300000,3,5,1881,59.930534,30.348154
"Россия, Санкт-Петербург, улица Седова, 94",76.0,5/7,25977,7500000,3,7,1956,59.872137,30.439036
"Россия, Санкт-Петербург, Шуваловский проспект, 37к1",40.0,12/23,22684,4600000,1,24,2012,60.032456,30.246482
"Россия, Санкт-Петербург, Сестрорецк, улица Воскова, 3",59.2,5/5,27612,4850000,3,5,1967,60.092653,29.962704
"Россия, Санкт-Петербург, Пушкин, Школьная улица, 2",25.9,7/18,26169,2500000,0,5,1969,59.728855,30.401936
"Россия, Санкт-Петербург, Каменноостровский проспект, 65",100.5,3/6,24126,22950000,2,8,1910,59.973613,30.305564
"Россия, Санкт-Петербург, улица Партизана Германа, 19",69.3,1/8,23727,6550000,2,9,2001,59.837965,30.173818
"Россия, Санкт-Петербург, проспект Сизова, 25",37.9,19/24,24527,5350000,1,24,2005,60.01664,30.279208
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шоссе в Лаврики, 74к3",60.2,6/16,24818,5600000,2,17,2014,60.062378,30.458224
"Россия, Санкт-Петербург, проспект Маршала Блюхера, 14",48.0,4/12,24320,4530000,2,12,1975,59.980312,30.382155
"Россия, Санкт-Петербург, Московский проспект, 73к5",28.0,8/19,25590,6099000,0,19,2015,59.904126,30.312437
"Россия, Санкт-Петербург, улица Егорова, 25",137.0,9/10,26364,19198000,3,9,2010,59.910293,30.313865
"Россия, Санкт-Петербург, Невский проспект, 154",48.7,1/5,25033,7300000,2,,,59.927856,30.37433
"Россия, Санкт-Петербург, Сестрорецк, улица Всеволода Боброва, 33",180.0,1/4,26647,8500000,3,4,2007,60.052398,30.001763
"Россия, Санкт-Петербург, улица Тамбасова, 7с1",48.2,6/10,27146,4901220,1,11,2018,59.837793,30.156732
"Россия, Санкт-Петербург, Пушкин, Колпинское шоссе, 32",61.0,6/9,22881,4500000,2,9,2012,59.725961,30.451397
"Россия, Санкт-Петербург, 6-я линия Васильевского острова, 53",100.2,5/5,25399,10100000,3,5,1903,59.947293,30.274159
"Россия, Санкт-Петербург, улица Осипенко, 4к1",69.5,14/18,26967,6390000,2,17,2006,59.94613,30.482631
"Россия, Санкт-Петербург, Кронштадт, Кронштадтское шоссе, 28",32.1,3/9,23839,2550000,1,9,1989,60.008788,29.731784
"Россия, Санкт-Петербург, улица Егорова, 25",78.8,3/9,27314,16800000,2,9,2010,59.910293,30.313865
"Россия, Санкт-Петербург, Аптекарский проспект, 18",140.7,7/10,26507,24590000,3,10,2016,59.974342,30.32071
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",49.6,2/9,23475,5250000,2,9,1969,59.724437,30.416533
"Россия, Санкт-Петербург, Барочная улица, 4к2",72.0,2/8,23313,16009920,2,5,1899,59.96521,30.285703
"Россия, Санкт-Петербург, Рижский проспект, 62",82.0,3/5,25734,7000000,2,,,59.913,30.273189
"Россия, Санкт-Петербург, улица Рихарда Зорге, 4к2",32.0,5/15,24677,4800000,1,15,2007,59.851155,30.181956
"Россия, Санкт-Петербург, Кронверкская улица, 14",98.0,5/5,25234,10950000,4,6,1910,59.960584,30.311062
"Россия, Санкт-Петербург, Малая Посадская улица, 23",91.1,2/5,24529,8800000,5,5,1908,59.958327,30.331166
"Россия, Санкт-Петербург, 2-я Комсомольская улица, 46",41.0,1/3,25978,4000000,2,3,1959,59.829097,30.143787
"Россия, Санкт-Петербург, Сестрорецк, улица Всеволода Боброва, 27",119.5,3/4,23018,9180000,3,4,2013,60.053431,30.001107
"Россия, Санкт-Петербург, улица Орджоникидзе, 27",60.0,5/5,23728,5850000,3,5,1961,59.844045,30.335317
"Россия, Санкт-Петербург, Дунайский проспект, 7к7",92.0,3/23,24127,10700000,3,23,2013,59.826302,30.332478
"Россия, Санкт-Петербург, Смоленская улица, 13",34.0,6/12,24324,7100000,0,14,2014,59.904103,30.323612
"Россия, Санкт-Петербург, Уральская улица, 6",101.0,3/10,23610,11850000,3,12,2018,59.951101,30.265248
"Россия, Санкт-Петербург, улица Сикейроса, 21к1",53.3,1/9,27614,5100000,2,,,60.035203,30.34112
"Россия, Санкт-Петербург, проспект Энергетиков, 11к2",25.2,20/22,27465,4300000,0,23,2017,59.939293,30.437024
"Россия, Санкт-Петербург, Кушелевская дорога, 7к5",53.6,7/13,25034,7400000,2,22,2016,59.987996,30.378579
"Россия, Санкт-Петербург, Дегтярный переулок, 26",108.0,5/7,22685,29450000,3,8,2016,59.940339,30.38282
"Россия, Санкт-Петербург, улица Мира, 24",40.0,5/6,26170,5300000,2,6,1910,59.961552,30.322866
"Россия, Санкт-Петербург, Вязовая улица, 10",127.6,5/9,24819,36000000,3,10,2007,59.96716,30.273611
"Россия, Санкт-Петербург, Пушкинский район, Павловск, Берёзовая улица, 25",103.0,2/5,25591,12330000,3,5,2007,59.687075,30.426523
"Россия, Санкт-Петербург, Альпийский переулок, 20",45.0,5/5,26365,5000000,2,5,1965,59.853306,30.377879
"Россия, Санкт-Петербург, улица Тамбасова, 7с1",105.7,10/10,26968,10194300,4,11,2018,59.837793,30.156732
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шоссе в Лаврики, 55",26.0,15/17,27148,2268000,0,18,2016,60.059459,30.458035
"Россия, Ленинградская область, Всеволожский район, Мурино, Воронцовский бульвар, 10",53.0,19/22,23840,5400000,2,23,2016,60.056714,30.421968
"Россия, Санкт-Петербург, улица Достоевского, 32",17.0,1/5,22686,2295000,0,5,1916,59.923342,30.347381
"Россия, Санкт-Петербург, улица Грибалёвой, 7к4",30.9,9/13,24129,5050000,0,12,2018,59.983211,30.356032
"Россия, Санкт-Петербург, Петергоф, улица Жарновецкого, 2",45.0,5/5,22886,4280000,2,5,1971,59.871983,29.905069
"Россия, Санкт-Петербург, улица Танкиста Хрустицкого, 9",158.0,7/9,23476,14800000,4,9,2004,59.838186,30.250228
"Россия, Санкт-Петербург, Оборонная улица, 22",36.0,16/16,26648,4450000,1,18,2010,59.893051,30.259499
"Россия, Санкт-Петербург, Пушкинский район, Павловск, Детскосельская улица, 11",82.0,1/3,25400,6900000,4,3,1956,59.68786,30.431059
"Россия, Санкт-Петербург, Яхтенная улица",35.0,8/12,23314,4500000,1,12,1990,59.994562,30.219173
"Россия, Санкт-Петербург, Софийская улица, 72",51.9,8/9,24680,5100000,3,9,1967,59.843584,30.435497
"Россия, Санкт-Петербург, Светлановский проспект, 78",32.0,1/12,24329,3200000,1,12,1976,60.046441,30.403274
"Россия, Санкт-Петербург, Ломоносов, улица Ломоносова, 2",57.0,1/5,25736,3499999,3,5,1965,59.915918,29.774804
"Россия, Санкт-Петербург, Дальневосточный проспект, 25к1",47.0,3/15,25985,4959000,1,25,2018,59.904058,30.453328
"Россия, Санкт-Петербург, улица Маркина, 16А",51.2,2/6,24545,12700000,1,6,2005,59.957223,30.305007
"Россия, Санкт-Петербург, Кондратьевский проспект, 17Б",67.3,5/5,26511,5290000,2,3,1916,59.965836,30.383835
"Россия, Санкт-Петербург, Новоколомяжский проспект, 21",220.0,2/4,25235,29100000,5,,,60.031935,30.29156
"Россия, Санкт-Петербург, Конная улица, 5/3",27.0,2/5,23019,3500000,0,6,1903,59.928636,30.374959
"Россия, Ленинградская область, Всеволожский район, Мурино, Оборонная улица, 24",42.0,7/9,27315,2850000,1,10,1994,60.044212,30.464297
"Россия, Санкт-Петербург, Петергофское шоссе, 45",84.0,2/4,24130,12000000,3,20,2012,59.848077,30.152869
"Россия, Санкт-Петербург, улица Лёни Голикова, 98к1",42.0,3/10,27470,5150000,1,10,1997,59.835121,30.249842
"Россия, Санкт-Петербург, Каменноостровский проспект, 17",50.0,3/6,26174,8900000,2,6,1956,59.960683,30.316919
"Россия, Санкт-Петербург, улица Жукова, 1",183.0,14/14,24822,29990000,5,15,,59.962435,30.405062
"Россия, Санкт-Петербург, Богатырский проспект, 63",74.0,9/10,25035,8900000,3,10,2008,60.008698,30.202132
"Россия, Санкт-Петербург, Уральская улица, 6",55.0,4/10,23611,7070000,1,12,2018,59.951101,30.265248
"Россия, Санкт-Петербург, Полюстровский проспект, 47",82.0,5/5,23730,7200000,3,5,1953,59.969623,30.386853
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",87.4,3/32,27615,6500000,3,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, улица Тамбасова, 7с1",47.6,4/10,26969,4816250,1,11,2018,59.837793,30.156732
"Россия, Санкт-Петербург, Подольская улица, 31",50.6,4/4,23477,7300000,2,4,1988,59.914272,30.325741
"Россия, Санкт-Петербург, проспект Обуховской Обороны, 138к2",26.0,13/24,23613,3590000,0,36,2012,59.845785,30.484715
"Россия, Санкт-Петербург, Бухарестская улица, 33к1",52.0,7/9,25593,5000000,3,9,1969,59.864674,30.385712
"Россия, Санкт-Петербург, улица Маршала Казакова, 68к1",35.0,2/12,23315,3700000,1,25,2012,59.865817,30.179046
"Россия, Санкт-Петербург, Моховая улица, 28",349.0,4/5,25737,31000000,8,6,1913,59.941628,30.345575
"Россия, Санкт-Петербург, Шкиперский проток, 20",76.0,6/25,27151,9250000,2,25,2010,59.936544,30.219739
"Россия, Санкт-Петербург, проспект Юрия Гагарина, 7",113.7,17/22,22688,39990000,3,22,2013,59.873338,30.334284
"Россия, Санкт-Петербург, улица Ленсовета, 34к3",59.4,2/16,22891,8300000,2,16,2008,59.846961,30.332631
"Россия, Санкт-Петербург, набережная реки Фонтанки, 28",55.2,2/5,25986,8600000,2,5,1831,59.939086,30.343213
"Россия, Санкт-Петербург, проспект Стачек, 55",48.0,3/10,23843,5399000,2,10,1956,59.877226,30.257442
"Россия, Санкт-Петербург, проспект Народного Ополчения, 10",79.0,13/25,24333,10100000,2,,,59.850156,30.282154
"Россия, Санкт-Петербург, проспект Героев, 18",73.0,11/22,26371,9300000,2,23,2017,59.86673,30.167709
"Россия, Санкт-Петербург, Дачный проспект, 36к8",77.0,5/10,24681,9300000,3,10,1999,59.839954,30.265913
"Россия, Санкт-Петербург, Гражданский проспект, 32",31.0,1/5,23319,3500000,1,5,1965,60.009737,30.393006
"Россия, Санкт-Петербург, улица Савушкина, 36",100.0,3/14,26649,13900000,3,14,2004,59.984814,30.286215
"Россия, Санкт-Петербург, Петрозаводская улица, 13",115.0,3/10,25403,21800000,3,14,2008,59.965453,30.288487
"Россия, Санкт-Петербург, Бронницкая улица, 37",11.5,1/7,23478,1650000,0,7,1912,59.911263,30.325543
"Россия, Санкт-Петербург, улица Кропоткина, 17",73.5,2/5,23731,10300000,3,5,1908,59.958796,30.307397
"Россия, Санкт-Петербург, улица Тамбасова, 7с1",48.2,10/10,26971,4930740,1,11,2018,59.837793,30.156732
"Россия, Санкт-Петербург, Сестрорецк, улица Борисова, 8к1",18.0,5/5,27316,2000000,1,,1962,60.101557,29.968822
