adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 20", 70.0, 7/12, 3800000, 2, 12,,53.146467,50.062347, Куйбышевский
"Россия, Самара, Революционная улица, 4", 61.0, 9/22, 4550000, 2, 22,,53.217257,50.163866, Октябрьский
"Россия, Самара, 3-я просека, 250", 81.0, 9/17, 5700000, 2, 17,,53.233764,50.180044, Октябрьский
"Россия, Самара, Ново-Садовая улица, 181А", 66.0, 5/16, 5000000, 2, 16,,53.218864,50.163273, Октябрьский
"Россия, Самара, улица Лукачева, 10", 76.0, 14/22, 6890000, 2, 22,,53.216998,50.166444, Октябрьский
"Россия, Самара, 5-я просека, 6Б", 62.9, 1/4, 2850000, 2, 4,,53.246633,50.183575, Октябрьский
"Россия, Самара, улица Антонова-Овсеенко, 79", 60.0, 7/11, 4500000, 2, 11,,53.210678,50.217028, Советский
"Россия, Самара, улица Дыбенко, 120", 60.0, 2/13, 3870000, 2, 13,,53.206995,50.219606, Советский
"Россия, Самара, проспект Металлургов, 73", 56.0, 2/4, 3199000, 2, 4,,53.23226,50.275041, Кировский
"Россия, Самара, улица Маяковского", 67.2, 2/10, 3530000, 2, 10,,53.200382,50.118824, Ленинский
"Россия, Самара, поселок Кряж, улица Спутника, 7", 54.0, 1/2, 1250000, 3, 2,,53.136901,50.127655, Куйбышевский
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 1", 70.0, 3/5, 2500000, 3, 5,,53.105714,50.083853, Куйбышевский
"Россия, Самара, Партизанская улица, 188", 58.2, 1/5, 2600000, 3, 5,,53.188589,50.200346, Советский
"Россия, Самара, Радонежская улица, 1", 52.5, 8/15, 4120000, 2, 15,,53.205129,50.141174, Октябрьский
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 6", 56.0, 4/5, 2000000, 3, 5,,53.346683,50.211495, Красноглинский
"Россия, Самара, Садовая улица, 85", 64.0, 1/2, 3300000, 2, 2,,53.187472,50.104496, Самарский
"Россия, Самара, Ульяновская улица, 32", 34.4, 2/2, 1000000, 3, 2,,53.197728,50.114701, Ленинский
"Россия, Самара, улица Тухачевского", 71.0, 8/19, 3737000, 2, 19,,53.194103,50.151164, Железнодорожный
"Россия, Самара, улица Маяковского, 97", 57.7, 4/5, 3300000, 2, 5,,53.196115,50.123792, Ленинский
"Россия, Самара, улица Ерошевского, 18", 102.0, 8/20, 7250000, 2, 20,,53.215887,50.160982, Октябрьский
"Россия, Самара, Арцыбушевская улица, 39", 93.0, 6/17, 6265170, 2, 17,,53.192361,50.115294, Ленинский
"Россия, Самара, Партизанская улица, 158", 77.0, 2/10, 4290000, 2, 10,,53.187623,50.189351, Железнодорожный
"Россия, Самара, улица Ерошевского, 18", 77.0, 16/19, 6300000, 2, 19,,53.215887,50.160982, Октябрьский
"Россия, Самара, Садовая улица", 78.0, 11/16, 5338680, 2, 16,,53.194459,50.108961, Ленинский
"Россия, Самара, Ново-Садовая улица, 106литО", 77.0, 16/22, 5100000, 2, 22,,53.221915,50.152457, Октябрьский
"Россия, Самара, Арцыбушевская улица, 39", 92.0, 10/17, 6127150, 2, 17,,53.192361,50.115294, Ленинский
"Россия, Самара, поселок Кряж, Утевский переулок, 21", 58.0, 3/5, 2300000, 3, 5,,53.12831,50.108, Куйбышевский
"Россия, Самара, Алма-Атинская улица, 38", 55.0, 2/9, 3400000, 2, 9,,53.240183,50.276649, Кировский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 131", 68.0, 7/10, 3550000, 2, 10,,53.142627,50.041542, Куйбышевский
"Россия, Самара, улица Стара Загора, 113", 58.1, 4/5, 3150000, 3, 5,,53.231845,50.215878, Промышленный
"Россия, Самара, улица Гастелло, 22А", 66.0, 6/24, 4800000, 2, 24,,53.226929,50.191462, Октябрьский
"Россия, Самара, Владимирская улица", 68.0, 18/20, 3790600, 2, 20,,53.193402,50.139459, Железнодорожный
"Россия, Самара, 6-я просека, 142", 63.0, 2/16, 3790000, 2, 16,,53.247759,50.192298, Октябрьский
"Россия, Самара, Аэродромная улица, 102", 65.0, 1/16, 3035080, 2, 16,,53.194767,50.208162, Советский
"Россия, Самара, Московское шоссе, 322", 64.0, 2/9, 3000000, 2, 9,,53.261238,50.236791, Промышленный
"Россия, Самара, Новожелябовская улица", 75.9, 16/24, 4287780, 2, 24,,53.191449,50.133179, Железнодорожный
"Россия, Самара, улица Мичурина, 112", 64.0, 4/10, 4200000, 2, 10,,53.210554,50.153886, Октябрьский
"Россия, Самара, улица Советской Армии, 203", 66.0, 12/16, 3683000, 2, 16,,53.229765,50.193771, Октябрьский
"Россия, Самара, улица Стара Загора, 64", 45.8, 12/16, 4300000, 2, 16,,53.231737,50.208818, Промышленный
"Россия, Самара, Ленинская улица, 191", 56.0, 2/2, 2700000, 3, 2,,53.198014,50.114926, Ленинский
"Россия, Самара, поселок 113-й километр, Восковая улица, 3", 56.0, 2/2, 1250000, 3, 2,,53.100042,50.031301, Куйбышевский
"Россия, Самара, Революционная улица, 5", 67.0, 19/20, 5600000, 2, 20,,53.21627,50.164045, Октябрьский
"Россия, Самара, улица Георгия Димитрова, 65", 56.0, 7/9, 2700000, 3, 9,,53.256261,50.234905, Кировский
"Россия, Самара, улица Тухачевского, 22", 58.3, 5/9, 3900000, 2, 9,,53.187521,50.14201, Железнодорожный
"Россия, Самара, Красноармейская улица, 137", 72.0, 1/2, 2800000, 3, 2,,53.188168,50.127484, Железнодорожный
"Россия, Самара, Садовая улица, 329", 68.0, 12/16, 6500000, 2, 16,,53.202793,50.122561, Ленинский
"Россия, Самара, проспект Карла Маркса, 480", 75.0, 2/10, 3150000, 3, 10,,53.247689,50.259869, Кировский
"Россия, Самара, улица Георгия Димитрова, 26", 57.4, 5/5, 2450000, 3, 5,,53.249957,50.235623, Кировский
"Россия, Самара, Тверская улица", 71.0, 12/22, 3120000, 2, 22,,53.196266,50.151451, Железнодорожный
"Россия, Самара, улица Тухачевского, 42", 73.0, 10/22, 3200000, 2, 22,,53.190246,50.147597, Железнодорожный
"Россия, Самара, улица Победы", 74.5, 4/5, 3180000, 3, 5,,53.215014,50.253051, Промышленный
"Россия, Самара, 6-я просека", 78.0, 3/23, 4650000, 2, 23,,53.248174,50.190231, Промышленный
"Россия, Самара, 5-я просека, 6Б", 64.71, 17/25, 3300000, 2, 25,,53.246633,50.183575, Октябрьский
"Россия, Самара, улица Агибалова, 76", 51.1, 2/12, 3550000, 2, 12,,53.193628,50.12195, Ленинский
"Россия, Самара, Клиническая улица, 20", 45.0, 7/9, 3200000, 2, 9,,53.200787,50.137896, Ленинский
"Россия, Самара, улица Лейтенанта Шмидта", 62.64, 2/17, 3400000, 2, 17,,53.223172,50.15296, Октябрьский
"Россия, Самара, Ново-Вокзальная улица, 187", 42.0, 4/5, 3000000, 2, 5,,53.235866,50.224736, Промышленный
"Россия, Самара, Революционная улица, 142", 53.2, 5/5, 2500000, 3, 5,,53.194956,50.179353, Железнодорожный
"Россия, Самара, поселок Кряж, Оружейная улица, 6", 38.0, 1/1, 800000, 3, 1,,53.138327,50.133099, Куйбышевский
"Россия, Самара, 5-я просека, 103", 73.0, 2/9, 3900000, 2, 9,,53.244462,50.186809, Октябрьский
"Россия, Самара, Измайловский переулок, 14", 48.0, 9/9, 3100000, 2, 9,,53.18989,50.216597, Советский
"Россия, Самара, 6-я просека, 135", 64.0, 6/16, 3960000, 2, 16,,53.247344,50.19007, Промышленный
"Россия, Самара, Революционная улица, 101Б", 70.0, 16/26, 4600000, 2, 26,,53.20699,50.176451, Октябрьский
"Россия, Самара, улица Врубеля, 15", 92.4, 6/24, 5300000, 2, 24,,53.218993,50.167711, Октябрьский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 106", 60.0, 5/5, 2200000, 3, 5,,53.143664,50.04527, Куйбышевский
"Россия, Самара, 6-я просека, 56", 65.0, 3/4, 4000000, 2, 4,,53.250054,50.186566, Промышленный
"Россия, Самара, улица Строителей, 33", 69.11, 7/16, 3213000, 2, 16,,53.236491,50.276101, Кировский
"Россия, Самара, Аэродромная улица, 70", 59.0, 5/5, 2700000, 3, 5,,53.192382,50.19793, Советский
"Россия, Самара, Садовая улица, 82", 52.3, 2/5, 4000000, 2, 5,,53.188012,50.104173, Самарский
"Россия, Самара, Полевая улица, 86", 45.0, 2/5, 3750000, 2, 5,,53.201299,50.129155, Октябрьский
"Россия, Самара, Волжский проспект, 39А", 55.6, 5/6, 3599000, 2, 6,,53.208171,50.11842, Ленинский
"Россия, Самара, Московское шоссе, 17", 70.76, 4/26, 3679520, 2, 26,,53.203063,50.15641, Ленинский
"Россия, Самара, улица Мичурина, 150", 54.3, 15/22, 4100000, 2, 22,,53.217888,50.169597, Октябрьский
"Россия, Самара, Арцыбушевская улица, 204", 92.0, 4/25, 6150000, 2, 25,,53.201008,50.126613, Ленинский
"Россия, Самара, 5-я просека, 133", 64.71, 9/18, 3410000, 2, 18,,53.242241,50.17955, Октябрьский
"Россия, Самара, Молодогвардейская улица, 153", 80.0, 7/7, 6080000, 3, 7,,53.201564,50.109518, Ленинский
"Россия, Самара, Ново-Садовая улица, 140", 98.0, 7/19, 6300000, 2, 19,,53.220136,50.162366, Октябрьский
"Россия, Самара, Садовая улица, 329", 80.0, 9/14, 6600000, 2, 14,,53.202793,50.122561, Ленинский
"Россия, Самара, 5-я просека, 110Д", 58.2, 15/25, 4500000, 2, 25,,53.243303,50.186548, Октябрьский
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 7", 70.0, 7/9, 2700000, 3, 9,,53.391437,50.169741, Красноглинский
