price_per_m,latitude,longitude
98.0,60.031481,30.398549
123.6,60.041099,30.221608
126.0,59.85463,30.206642
95.0,60.056795,30.429325
90.0,59.740189,30.08651
122.0,59.829237,30.330717
114.0,59.86097,30.191748
63.0,59.668466,30.256382
99.5,59.83834,30.382766
174.0,59.848167,30.308179
121.1,60.027494,30.253974
99.7,60.040928,30.447184
85.0,59.860771,30.505583
114.0,59.985858,30.265715
153.6,59.983211,30.356032
186.3,59.958476,30.278633
111.0,59.875072,30.435461
108.6,60.051194,30.427457
106.0,59.962967,30.416749
132.0,60.030951,30.238361
111.0,59.920672,30.341793
140.0,59.940055,30.362374
316.0,59.93043,30.288047
163.7,59.953462,30.216784
93.0,60.02891,30.145557
162.5,59.942047,30.377349
195.5,59.926999,30.33352
65.0,59.978097,30.509859
122.0,59.756469,30.370962
113.3,60.02984,30.249465
117.0,59.83584,30.141936
160.5,60.091002,29.948215
105.0,59.836057,30.178067
105.5,60.042307,30.337724
107.3,59.947978,30.341371
106.0,60.028568,30.233744
96.0,60.018255,30.333628
182.8,59.926278,30.366839
123.0,59.921042,30.350848
172.0,59.961566,30.310936
173.3,59.934308,30.341416
127.0,59.912657,30.329208
97.0,60.051464,30.420423
111.7,59.837038,30.51489
77.0,59.938437,30.378454
140.0,59.949379,30.23846
83.0,59.824855,30.177141
105.0,59.859122,30.300013
200.0,59.923572,30.368348
105.0,59.94444,30.491588
91.0,59.955016,30.42425
100.6,60.082023,30.33847
110.0,60.069252,30.330484
102.0,60.032097,30.34527
102.0,59.921033,30.459087
100.0,59.920136,30.462365
193.8,60.014185,30.311386
96.0,60.009876,30.425993
106.0,59.87542,30.269713
106.0,60.051886,30.330556
102.0,60.02811,30.285568
99.0,59.84602,30.364377
108.0,60.07169,30.321806
138.0,59.852972,30.148108
101.0,59.930201,30.470109
81.0,59.786713,30.149913
93.3,60.038739,30.454757
114.2,59.875741,30.460497
168.0,59.927022,30.323809
120.0,59.998643,30.381831
89.0,59.96534,30.314287
142.0,59.929596,30.245018
253.5,59.944905,30.362643
192.0,59.838358,30.334194
63.0,59.756614,30.476038
119.8,59.922675,30.292826
116.0,59.861128,30.254459
115.9,60.076816,30.340931
326.0,59.969304,30.287984
102.7,59.837965,30.173818
90.0,59.849193,30.311493
168.0,60.032915,30.405718
114.0,60.031342,30.331858
104.8,60.0745,30.3352
141.7,59.984656,30.269605
222.3,59.934069,30.340895
102.0,59.83546,30.209283
116.5,60.005126,30.277465
131.0,59.843932,30.389153
148.6,59.840704,30.310406
128.0,59.98228,30.37531
167.0,59.943809,30.353786
121.0,59.834935,30.350265
162.0,59.93859,30.439665
85.0,59.862334,30.377555
143.5,59.849071,30.134328
130.0,60.033279,30.241506
146.0,59.90949,30.470989
105.7,60.048966,30.436188
99.5,59.840085,30.499933
98.5,60.063837,30.307568
86.0,59.909585,30.283412
69.0,59.746496,30.083627
149.0,59.944098,30.362994
103.0,59.954232,30.469866
100.2,59.806821,30.369282
129.0,59.941195,30.355017
87.0,59.736802,30.087337
212.2,59.962034,30.328265
103.0,59.841672,30.397202
440.2,59.94431,30.395432
214.0,59.930029,30.357065
124.5,59.914773,30.447139
422.8,59.967691,30.276109
131.8,59.989139,30.290203
153.0,59.982514,30.273944
95.0,60.029121,30.367701
90.0,59.857206,30.300642
104.5,59.856953,30.306229
100.0,60.014652,30.41762
79.0,59.879728,30.465078
130.0,59.892771,30.438084
112.0,59.972762,30.403723
139.5,60.014711,30.279379
109.3,59.904699,30.467764
95.6,59.787093,30.207423
115.7,60.057541,30.442243
142.4,59.855331,30.319839
124.0,59.874788,30.302043
144.5,60.012539,30.255591
94.6,59.865772,30.509653
103.0,60.014697,30.243814
111.0,59.959422,30.327151
90.0,59.875203,30.43803
120.0,60.043768,30.346096
129.0,59.940979,30.347624
94.0,60.033283,30.143239
104.0,59.829631,30.16867
165.9,59.853812,30.349699
109.0,60.081511,30.345477
111.3,59.923581,30.347866
141.5,59.945265,30.285218
105.0,60.027256,30.221949
165.7,59.955606,30.289098
110.0,59.957377,30.480772
153.0,59.830988,30.364799
99.3,59.999687,30.318626
173.0,59.946676,30.361413
109.0,59.904563,30.274438
172.0,59.962489,30.3284
115.5,59.868342,30.450472
102.5,59.937855,30.373172
106.0,59.85679,29.942501
97.0,59.829323,30.180744
97.0,59.962025,30.306445
124.0,59.93763,30.360065
143.9,59.905339,30.291569
114.7,60.081004,30.340985
93.2,60.019361,30.24951
120.5,59.832575,30.178947
117.0,59.924749,30.318042
101.0,59.911241,30.283313
81.3,59.965822,30.382002
155.7,59.836341,30.353516
91.3,60.035432,30.446277
105.5,59.6943,30.423971
142.0,59.973365,30.305466
85.0,59.926079,30.354846
98.0,59.858087,30.355888
117.0,59.886862,30.269928
134.0,59.927225,30.329064
98.4,60.037378,30.255322
123.0,59.980745,30.388506
154.7,59.904974,30.288964
130.0,60.057406,30.442099
126.0,59.983328,30.412689
107.4,60.055821,30.431841
89.0,59.826044,30.397875
109.0,60.042698,30.341443
118.0,59.85369,30.179854
103.0,59.85219,30.179001
138.7,59.862967,30.411925
122.0,59.93855,30.355672
141.0,60.009336,30.251082
147.4,59.999705,30.199078
107.0,60.007047,30.393707
125.0,59.920294,30.44589
110.8,59.868803,30.165805
119.3,60.01253,30.251522
114.0,59.920717,30.444336
94.0,59.873708,30.257981
95.2,59.810808,30.369803
160.5,59.929335,30.305475
131.0,59.866522,30.374366
96.0,59.878888,30.475616
114.0,59.905619,30.468959
66.0,60.052398,30.001763
221.0,59.957584,30.405511
116.3,59.978899,30.374393
84.0,59.825769,30.211915
158.0,59.85473,30.348836
134.5,59.930669,30.366443
112.1,59.830997,30.410874
109.0,59.940046,30.491677
77.2,59.738126,30.46462
182.0,59.905006,30.316686
140.0,59.94969,30.262796
103.2,60.055466,30.437141
85.0,60.043035,30.404056
103.5,59.930944,30.427942
148.5,59.929912,30.357792
128.0,59.839108,30.350795
101.0,59.859266,30.370135
118.7,60.058349,30.272228
133.4,59.925038,30.354082
210.5,60.012534,30.310784
122.0,60.018475,30.273791
93.0,60.036214,30.38838
102.1,59.810962,30.360434
204.0,59.964223,30.309966
98.0,59.893516,30.436386
171.0,59.729028,30.400247
84.7,60.07709,29.966262
131.0,59.911547,30.321105
96.0,59.889968,30.27274
111.5,59.986686,30.363964
145.0,59.945756,30.259292
103.0,59.841875,30.339125
74.4,60.062036,30.457757
98.0,59.874404,30.264916
125.0,59.906147,30.459679
135.0,59.962976,30.323944
110.0,59.828356,30.200102
99.0,59.831399,30.213415
168.0,59.906143,30.312392
80.0,59.95616,30.295961
124.4,59.787284,30.302789
115.0,59.99863,30.330717
102.0,59.913325,30.29377
131.0,60.028105,30.247138
286.0,59.928226,30.343276
125.0,59.86181,30.185496
126.7,59.856474,30.204477
142.7,60.03211,30.225857
87.0,60.062184,30.455951
78.0,59.983671,30.406625
128.3,60.020975,30.279504
267.0,59.950659,30.372372
98.0,59.844294,30.233924
157.0,59.93245,30.346366
190.0,59.940294,30.323863
40.0,59.978043,30.507245
131.0,59.853916,30.375696
125.0,59.891489,30.454236
120.3,60.029058,30.29403
129.5,59.689091,30.428876
116.0,60.081614,30.335155
187.0,59.927175,30.342593
101.0,59.844931,30.381454
88.0,59.841532,30.233385
94.0,59.938504,30.478715
100.0,59.708042,30.413506
141.0,60.000285,30.276396
338.5,59.932879,30.348594
98.0,60.037027,30.401334
99.0,60.038151,30.40084
192.3,59.935782,30.247973
94.0,60.024037,30.246626
132.3,59.851173,30.398289
161.1,59.939487,30.290024
72.0,59.737133,30.589073
209.0,59.974018,30.30649
117.5,60.069903,30.316389
108.0,59.919022,30.370638
107.9,60.009615,30.203435
113.0,59.918661,30.439512
140.0,59.936819,30.341982
112.0,59.950001,30.409266
240.4,59.96326,30.32972
105.0,59.92042,30.350597
147.0,59.836857,30.357819
111.0,60.078773,30.344695
117.0,59.850875,30.190993
115.0,60.059944,30.428795
86.5,60.060294,30.424403
198.2,59.961688,30.282496
110.4,59.871911,30.391695
190.0,59.92892,30.343671
158.0,59.898192,30.428328
84.0,60.041948,30.34359
103.0,59.891173,30.411161
683.7,59.974586,30.270306
239.0,59.974059,30.307181
84.5,59.831372,30.204926
96.0,59.919861,30.277977
155.2,60.012872,30.321995
99.0,60.047124,30.395297
101.6,59.864887,30.512366
207.0,59.928487,30.28661
85.0,59.885386,30.431041
138.5,60.011527,30.328121
90.0,60.03247,30.146922
137.5,59.842996,30.340751
87.5,60.002607,30.448432
89.0,59.923126,30.292458
119.0,60.009107,30.248971
148.0,59.927234,30.324222
179.9,59.964822,30.326271
105.0,60.077431,30.345189
92.0,59.860735,30.357837
110.0,60.017949,30.403993
99.0,59.952191,30.485901
146.9,59.826302,30.332478
111.0,59.861236,30.197497
111.2,60.065642,30.306067
98.0,60.021897,30.251522
123.7,59.961552,30.322866
223.5,59.926643,30.379756
101.2,59.893642,30.487788
111.0,59.903422,30.31815
85.0,60.082126,30.338784
101.0,59.941421,30.488596
216.0,59.949235,30.349501
134.0,59.938658,30.205582
292.0,59.941317,30.219811
116.0,59.959489,30.444192
118.2,60.058475,30.275965
113.0,59.872548,30.260667
93.3,59.864851,30.511108
106.3,59.934713,30.368851
118.5,59.864101,30.454056
103.0,59.740647,30.416659
124.0,59.864756,30.374726
91.0,59.861539,30.340248
137.6,59.842264,30.306355
99.5,59.956557,30.331508
105.0,59.906621,30.343994
119.0,60.013627,30.254136
91.5,59.732389,30.457811
63.0,59.751215,30.073592
124.0,59.95962,30.269632
107.5,59.829789,30.332676
107.5,60.053193,30.424609
110.0,59.879281,30.382056
86.0,59.987839,30.417926
122.0,59.942498,30.22804
169.0,59.939821,30.344812
97.5,60.043565,30.340069
76.3,59.756147,30.474484
82.0,59.8833,30.453625
68.0,59.953664,30.477412
125.0,60.02008,30.275174
184.3,59.974707,30.316335
108.4,60.03349,30.296339
156.0,59.912914,30.323773
137.0,59.942322,30.358322
138.0,59.996173,30.317584
152.0,59.98728,30.281633
129.5,60.080932,30.333035
108.2,60.041629,30.373495
130.0,59.864783,30.355996
113.5,59.964237,30.286673
129.8,59.994562,30.219173
96.3,60.039306,30.451208
112.0,59.856076,30.301432
93.3,59.913496,30.453751
128.0,59.927567,30.350777
126.0,59.910356,30.31806
64.5,60.139405,30.03483
134.0,59.962836,30.30136
89.0,59.860522,30.505826
127.0,59.942245,30.3579
127.9,59.980988,30.37425
147.0,59.934218,30.296761
116.0,59.838051,30.386853
142.5,60.001523,30.299429
73.0,59.735428,30.566768
266.0,59.966493,30.297228
119.0,59.932067,30.45914
120.0,59.868071,30.266793
154.4,59.840849,30.312383
122.0,59.937508,30.474529
129.6,60.012336,30.379226
119.0,59.954363,30.298369
104.3,59.837802,30.426702
80.0,59.742724,30.608656
149.0,60.003669,30.288802
118.0,59.8285,30.220368
288.7,59.973055,30.303292
138.5,59.832977,30.362823
117.4,60.070047,30.316245
110.0,59.830843,30.1768
124.0,60.06015,30.308565
148.0,59.868898,30.37601
93.0,59.832059,30.386943
106.0,59.830486,30.400067
101.0,59.928411,30.463111
98.5,59.952105,30.483476
93.0,59.95766,30.424564
319.0,59.96938,30.261017
114.3,60.077458,30.337895
149.5,60.000393,30.208034
123.0,60.012147,30.271303
113.5,59.931107,30.457353
96.2,59.90945,30.293482
139.0,59.937553,30.198575
94.6,60.049181,30.363865
114.2,59.891485,30.450463
67.0,60.013024,30.435084
155.0,60.017423,30.246374
85.0,59.972258,30.396375
194.7,59.965453,30.288487
128.0,59.960922,30.313523
107.5,59.87854,30.431122
95.0,59.860522,30.357155
135.0,59.855755,30.20781
468.0,59.933956,30.299285
121.0,59.835681,30.402026
91.0,59.726029,30.400714
111.0,60.035315,30.344488
173.0,59.932468,30.369668
123.0,59.912102,30.349205
132.0,59.874363,30.314772
117.0,59.699113,30.414611
108.0,59.859217,30.237589
106.5,60.019936,30.234014
74.0,59.870958,30.476208
100.0,59.738484,30.412159
82.9,59.865817,30.179046
120.0,59.921547,30.310667
126.2,59.861778,30.189601
169.2,59.953358,30.214709
89.5,59.910623,30.459967
107.0,60.010447,30.23617
93.0,59.865971,30.458116
122.0,59.942349,30.262876
121.4,60.032456,30.246482
125.0,59.881439,30.485596
352.7,59.973221,30.259571
140.0,59.928041,30.356714
97.3,59.85548,30.469678
82.0,59.873202,30.469471
111.0,59.892595,30.451406
166.0,59.959868,30.320962
182.0,59.934249,30.368132
93.5,59.897961,30.429262
117.0,59.940078,30.360236
119.3,60.042415,30.224716
99.3,60.069616,30.329756
484.0,59.933704,30.342638
129.0,59.953732,30.241973
106.5,59.841979,30.342871
132.0,60.006098,30.349654
115.0,59.839665,30.508099
104.0,59.957696,30.332631
439.0,59.939347,30.323414
95.0,59.905944,30.46595
99.0,59.830549,30.192826
130.0,59.923721,30.33688
142.3,59.923225,30.307756
152.0,59.937914,30.355556
107.0,60.011576,30.273072
175.0,60.045938,30.300219
125.0,60.006512,30.285568
121.7,59.840004,30.35419
282.0,59.941114,30.384419
130.0,59.84131,30.225336
189.0,59.9224,30.371276
187.0,59.95967,30.223396
108.0,59.973073,30.423378
86.0,59.738543,30.576326
115.0,59.964444,30.312158
98.0,59.978512,30.424304
318.5,59.971713,30.26099
129.0,60.006471,30.34324
100.0,59.870524,29.853838
119.0,60.005207,30.392144
166.0,59.913392,30.348926
97.0,59.862289,30.350283
144.8,59.844985,30.398756
103.0,59.913244,30.280546
159.7,60.033265,30.22804
116.0,59.937197,30.358655
95.0,59.883963,30.483772
108.0,59.923784,30.289242
123.3,59.919152,30.459042
96.0,59.883142,30.482497
103.0,59.9291,30.310227
106.4,59.93071,30.259598
99.0,59.829997,30.166344
92.5,59.898458,30.474843
120.0,60.009368,30.244308
111.0,59.853867,30.18334
333.0,59.948429,30.304199
109.5,59.944639,30.418186
94.1,60.047658,30.464333
139.0,59.92874,30.240446
107.0,60.019801,30.2321
104.7,59.930715,30.384463
120.8,59.992389,30.214924
128.4,59.825601,30.337284
173.7,59.949055,30.26744
87.0,59.872954,30.364503
120.7,60.051917,30.335559
106.5,59.863224,30.503311
89.0,59.705564,30.365159
90.3,59.753323,30.372947
92.5,59.863093,30.169721
114.8,60.052322,30.438587
71.3,59.759619,30.474277
121.5,60.032479,30.243626
96.0,59.958381,30.342081
116.0,60.030551,30.241586
114.0,59.963593,30.411997
264.3,59.959197,30.32504
204.2,59.904654,30.319012
148.7,59.98395,30.370567
94.0,59.874815,30.370791
82.3,60.055111,30.440159
105.0,59.829405,30.179531
130.0,59.984859,30.278813
104.0,59.968628,30.302654
117.3,59.964377,30.487033
110.6,59.868035,30.386107
105.0,59.827664,30.552916
106.5,59.937197,30.347776
105.0,59.862989,30.503733
186.7,59.974342,30.32071
93.3,59.834985,30.252474
93.0,59.853812,30.469992
92.0,60.00827,29.718075
122.5,59.91973,30.294183
59.5,59.984013,30.503517
94.0,59.861309,30.196491
145.0,59.925362,30.334823
115.0,59.928212,30.411251
66.2,59.731318,30.104
112.7,60.063936,30.428445
92.0,59.968434,30.302357
97.6,59.866689,30.175012
110.0,59.87481,30.299222
138.6,59.851842,30.137993
106.0,59.856786,30.193419
101.5,59.953795,30.480089
100.2,60.079792,30.348809
95.0,59.736439,30.398369
133.0,60.012624,30.247722
119.0,59.92984,30.376163
86.0,59.847019,30.198665
114.5,60.05145,30.43096
128.0,59.92497,30.38246
129.0,59.863676,30.37177
