price_per_m,floors,latitude,longitude
39.0,95,53.216243,50.272769
54.0,9,53.233532,50.279677
48.0,9,53.373756,50.186476
58.0,10,53.206547,50.188866
65.0,5,53.201725,50.208081
61.0,17,53.262278,50.222786
50.0,5,53.211611,50.255772
57.8,10,53.207184,50.186746
56.2,5,53.24659,50.225382
42.0,5,53.298259,50.278904
59.7,10,53.234432,50.223541
50.5,5,53.203748,50.227925
82.5,5,53.181904,50.101208
35.0,2,53.347935,50.215043
76.2,9,53.210382,50.14218
52.2,20,53.193494,50.118079
75.0,5,53.211665,50.227709
58.0,19,53.241756,50.183027
51.0,9,53.092213,50.161979
45.0,5,53.217834,50.271556
48.5,4,53.224417,50.263327
62.2,5,53.22715,50.247194
53.0,9,53.253131,50.240061
80.8,24,53.217187,50.148972
46.8,3,53.313438,50.308566
51.2,12,53.2628,50.218403
66.8,12,53.261771,50.226811
129.0,5,53.1873,50.092746
54.7,5,53.203263,50.226892
75.3,10,53.185368,50.109715
52.5,3,53.214992,50.198855
49.6,9,53.239563,50.277314
64.2,10,53.19372,50.199259
52.0,2,53.187116,50.082011
54.9,14,53.239488,50.275922
62.2,17,53.247608,50.246879
77.6,7,53.19864,50.150975
61.3,5,53.224627,50.266651
50.5,9,53.301262,50.27788
40.0,5,53.388001,50.168726
69.4,6,53.183733,50.099484
47.8,5,53.30166,50.270217
57.2,9,53.243093,50.233952
42.2,3,53.327138,50.318196
65.0,6,53.215429,50.160479
57.4,9,53.230665,50.267531
83.4,16,53.191832,50.114935
61.5,5,53.244478,50.236989
73.5,16,53.21145,50.212572
52.3,12,53.244192,50.246466
82.0,25,53.218993,50.167711
51.5,9,53.213477,50.226281
83.8,14,53.203522,50.115941
51.0,9,53.260155,50.239989
46.0,9,53.295024,50.281204
54.9,5,53.211401,50.244669
47.6,3,53.318462,50.311908
69.4,9,53.237731,50.223559
58.0,9,53.233381,50.271412
75.0,5,53.202179,50.126343
78.3,5,53.187278,50.102205
57.5,9,53.215294,50.269454
61.0,9,53.231888,50.270074
51.7,3,53.114454,50.158188
37.9,9,53.213828,50.266714
79.7,16,53.209826,50.162626
56.2,9,53.194729,50.207201
60.0,3,53.311356,50.307228
53.0,10,53.215515,50.230449
43.5,22,53.187165,50.134671
40.0,6,53.237402,50.289639
67.6,9,53.244408,50.21949
70.0,10,53.217376,50.245756
49.0,16,53.22528,50.21533
53.0,5,53.213369,50.209662
48.8,5,53.342339,50.227493
59.1,9,53.263387,50.232102
39.0,2,53.243594,50.309501
48.0,3,53.321308,50.309743
67.0,20,53.206763,50.212905
54.2,9,53.248761,50.210408
55.0,9,53.250825,50.230126
54.0,3,53.185719,50.08909
44.0,3,53.320899,50.310722
48.0,3,53.321749,50.30915
58.0,5,53.223134,50.275176
50.9,24,53.214043,50.185398
75.0,4,53.254321,50.20093
38.8,10,53.14941,50.089979
80.5,10,53.233462,50.219804
39.3,1,53.374723,50.183979
76.1,16,53.18179,50.094893
53.2,16,53.393376,50.171528
46.8,5,53.243616,50.247059
97.0,9,53.19925,50.165061
59.2,10,53.200382,50.118824
67.8,22,53.224266,50.151757
63.0,9,53.261804,50.234878
50.1,9,53.188908,50.218331
49.0,3,53.323465,50.313911
73.5,16,53.218864,50.163273
43.2,3,53.319829,50.310489
59.3,3,53.324019,50.312312
64.0,5,53.22625,50.24484
49.6,9,53.225808,50.24422
51.0,16,53.228843,50.262061
57.8,5,53.244198,50.248307
55.8,22,53.203042,50.182227
77.0,17,53.1968,50.1224
40.3,4,53.115979,50.079855
51.8,9,53.250653,50.256976
63.0,4,53.2382,50.176523
52.5,9,53.247301,50.250427
56.7,5,53.254866,50.234761
62.0,5,53.21235,50.236045
53.7,25,53.208419,50.185057
45.3,3,53.31113,50.31101
62.0,3,53.289367,50.222373
66.0,12,53.220837,50.200517
75.6,18,53.206952,50.207946
54.8,9,53.208877,50.279218
62.5,16,53.247328,50.191354
63.9,18,53.219646,50.246439
61.4,9,53.235025,50.273209
58.0,10,53.149885,50.088695
41.0,10,53.305206,50.287052
56.0,10,53.112006,50.147579
55.7,5,53.234206,50.247005
62.4,10,53.198311,50.158162
41.5,9,53.103681,50.031257
53.5,3,53.28779,50.220729
46.4,3,53.312787,50.311154
53.8,12,53.261012,50.217136
48.7,5,53.230864,50.223011
47.0,5,53.117378,50.159671
63.8,16,53.246283,50.189621
75.3,11,53.211363,50.145082
57.5,5,53.209567,50.251335
67.0,8,53.213337,50.161773
59.5,9,53.245523,50.245451
70.0,9,53.237795,50.211584
46.0,17,53.223226,50.218627
57.0,25,53.205339,50.193546
62.0,9,53.250162,50.201263
55.8,10,53.156527,50.089395
51.0,5,53.20234,50.24996
42.9,10,53.147493,50.061539
70.0,9,53.211849,50.139899
58.0,5,53.212231,50.224834
54.5,5,53.190969,50.176568
64.9,10,53.207038,50.223882
66.2,16,53.217279,50.246232
72.9,16,53.237036,50.180377
72.0,9,53.195225,50.19705
44.0,5,53.122096,50.093123
82.7,9,53.192102,50.115195
45.5,3,53.320017,50.310866
52.7,5,53.238275,50.28539
52.8,5,53.117524,50.156284
56.2,9,53.231328,50.258593
51.0,5,53.21324,50.239567
81.8,9,53.213682,50.134617
72.5,25,53.195053,50.106841
44.0,16,53.148125,50.077475
70.2,9,53.198699,50.134356
57.0,5,53.232239,50.21533
61.0,9,53.247867,50.198307
55.0,2,53.182789,50.093123
62.5,9,53.254903,50.222131
64.4,9,53.220994,50.19934
45.3,9,53.120118,50.077574
62.0,5,53.215116,50.212222
57.7,7,53.114222,50.148145
65.5,12,53.199735,50.151855
40.3,16,53.148973,50.079415
52.3,5,53.346968,50.22761
62.1,9,53.240458,50.212366
47.2,3,53.315272,50.308728
59.0,25,53.1899,50.15164
62.7,9,53.195015,50.218528
64.8,5,53.21145,50.152915
79.0,18,53.221678,50.196547
52.0,10,53.228018,50.274907
50.0,4,53.346919,50.222759
48.2,3,53.322055,50.311109
57.9,17,53.244559,50.192926
57.0,5,53.190386,50.202996
65.7,5,53.183209,50.097795
59.6,9,53.198662,50.137195
70.7,17,53.230056,50.181949
52.0,9,53.238927,50.276919
61.3,19,53.263899,50.244651
54.5,9,53.094181,50.166839
39.8,10,53.312964,50.292612
46.0,3,53.319511,50.30977
67.0,9,53.24153,50.233638
73.0,9,53.250189,50.201263
51.8,5,53.230083,50.190492
75.7,9,53.191762,50.144283
49.7,9,53.112368,50.146133
61.0,10,53.236804,50.253805
42.0,3,53.316983,50.308575
37.0,5,53.116157,50.16065
60.7,10,53.234643,50.258872
56.5,9,53.1136,50.146187
57.0,5,53.258529,50.241399
77.0,3,53.190613,50.087051
40.0,5,53.262337,50.21896
59.0,9,53.244133,50.185012
45.5,5,53.346005,50.229721
56.0,25,53.206121,50.202529
49.0,2,53.215267,50.248757
56.0,16,53.224158,50.200571
52.6,5,53.230336,50.219211
63.3,5,53.196439,50.162375
44.8,3,53.313169,50.31198
52.1,5,53.200237,50.165618
46.0,3,53.310694,50.310399
55.3,5,53.234998,50.231239
46.5,5,53.154837,50.090186
49.3,5,53.224465,50.26551
68.7,14,53.206914,50.206608
54.8,10,53.220632,50.219463
53.0,9,53.210344,50.255548
41.2,5,53.392737,50.174313
65.0,16,53.218357,50.243295
57.9,9,53.18887,50.103292
53.0,5,53.204029,50.230117
53.8,9,53.262358,50.23521
50.0,9,53.093532,50.162572
60.0,9,53.203354,50.164288
49.0,10,53.249785,50.211252
74.8,5,53.242031,50.184015
53.0,5,53.194524,50.174161
51.8,5,53.214604,50.253239
61.0,5,53.219096,50.207479
51.5,5,53.24978,50.259222
54.0,17,53.224277,50.152457
70.6,25,53.203985,50.122013
58.0,9,53.239046,50.224933
73.0,16,53.188589,50.116282
63.3,5,53.253513,50.237402
48.8,5,53.253422,50.233297
54.8,9,53.250259,50.265375
41.4,3,53.319102,50.313408
53.6,9,53.233252,50.210821
53.5,9,53.210916,50.280368
44.0,2,53.198327,50.222445
45.0,5,53.344505,50.212752
54.4,9,53.243362,50.260543
59.0,9,53.238927,50.228041
50.3,9,53.342828,50.223541
83.5,22,53.222039,50.153454
51.7,5,53.232772,50.18936
76.1,17,53.21146,50.164953
49.0,4,53.235257,50.27956
51.3,9,53.249801,50.252026
51.7,3,53.314713,50.311513
47.0,5,53.38952,50.16674
50.0,3,53.316364,50.307066
48.0,5,53.229845,50.271331
55.7,9,53.254769,50.237447
62.3,9,53.251779,50.227592
74.0,17,53.196191,50.122427
58.0,5,53.198581,50.164001
67.5,17,53.249979,50.224978
56.0,9,53.247964,50.225239
45.7,5,53.252958,50.244409
71.2,9,53.237186,50.223981
57.0,5,53.211045,50.172714
59.3,9,53.242683,50.218429
56.5,5,53.20747,50.237609
57.8,10,53.187623,50.189351
49.8,5,53.195975,50.198244
40.0,4,53.332897,50.315645
44.0,5,53.298173,50.280296
56.4,9,53.204546,50.223963
30.5,2,53.172594,50.190097
58.8,5,53.202934,50.157865
44.7,3,53.224228,50.264774
74.9,16,53.268186,50.218241
41.8,5,53.392071,50.16904
45.2,5,53.234971,50.280943
78.7,24,53.218546,50.167324
42.5,9,53.213903,50.227089
43.0,5,53.371263,50.189171
55.0,10,53.229808,50.247436
67.6,10,53.224115,50.174214
40.3,3,53.322835,50.307488
92.5,16,53.191384,50.114602
64.5,5,53.198764,50.177484
58.5,5,53.213154,50.161153
45.9,5,53.222428,50.228329
54.0,10,53.25048,50.202475
48.0,5,53.187915,50.192298
64.3,5,53.233247,50.189944
44.0,5,53.210651,50.156383
79.6,4,53.188433,50.092531
38.2,5,53.123285,50.094965
53.0,5,53.213569,50.189899
61.8,24,53.217645,50.191992
45.0,5,53.120151,50.081877
48.8,5,53.247554,50.229658
44.0,5,53.278993,50.270909
56.2,5,53.228083,50.210381
51.5,5,53.243513,50.240663
38.0,5,53.230994,50.294247
48.0,2,53.186652,50.088704
47.2,5,53.215596,50.257156
41.0,3,53.31836,50.307147
58.0,5,53.250981,50.265241
57.0,9,53.237176,50.226496
55.0,5,53.200129,50.196735
77.0,6,53.186328,50.083835
39.3,9,53.214388,50.267594
19.0,1,53.192506,50.102232
55.0,4,53.185093,50.088803
58.2,5,53.212307,50.156769
40.0,5,53.119556,50.085012
68.0,12,53.196946,50.145774
51.0,9,53.251191,50.232371
48.0,5,53.37403,50.184904
51.7,5,53.242597,50.216902
53.8,5,53.230832,50.27329
59.6,9,53.245798,50.233288
33.0,2,53.203786,50.210587
90.0,17,53.195678,50.171564
34.0,3,53.115627,50.071429
65.3,4,53.206763,50.184599
87.0,16,53.214938,50.13247
40.0,5,53.148346,50.14059
30.5,5,53.302166,50.281042
51.0,5,53.24972,50.256141
50.5,9,53.093511,50.161018
78.0,25,53.217635,50.139234
65.7,10,53.188805,50.143519
67.0,1,53.183706,50.084688
52.7,5,53.229371,50.212294
64.0,9,53.200787,50.137896
60.5,16,53.24784,50.190151
59.0,5,53.191562,50.171097
54.6,5,53.209605,50.189899
70.3,5,53.213213,50.162617
41.7,5,53.120767,50.091372
53.3,9,53.241492,50.236027
48.0,12,53.246191,50.238157
47.9,5,53.34135,50.227529
39.4,4,53.347414,50.223739
55.6,5,53.226315,50.189585
60.4,9,53.249812,50.238408
57.0,9,53.246019,50.260327
68.0,5,53.190445,50.130484
62.0,9,53.24819,50.227754
66.3,7,53.181423,50.101649
39.8,16,53.202049,50.283998
52.0,5,53.199487,50.175373
41.2,5,53.120421,50.087752
48.5,5,53.211304,50.222714
49.0,4,53.206046,50.231365
57.7,5,53.212776,50.155565
60.5,5,53.249693,50.235075
29.0,5,53.297538,50.299458
46.0,2,53.186868,50.100939
53.0,5,53.191017,50.196942
52.0,9,53.223425,50.22814
84.8,6,53.182519,50.098989
44.9,5,53.137603,50.078113
32.0,4,53.474905,49.991668
58.4,9,53.237618,50.228625
83.0,14,53.208149,50.121322
56.0,5,53.193893,50.174547
82.0,16,53.193709,50.111045
48.3,12,53.252463,50.263507
55.5,5,53.234632,50.244939
54.8,9,53.114568,50.146295
46.0,5,53.209848,50.241193
42.2,16,53.146947,50.078113
55.1,5,53.19885,50.170477
45.0,2,53.223996,50.266759
56.0,5,53.197302,50.177969
66.2,14,53.197184,50.151289
50.7,5,53.20097,50.211665
59.7,5,53.194362,50.191759
55.0,5,53.205803,50.242343
44.3,9,53.246353,50.268259
58.7,5,53.199875,50.190564
52.2,5,53.196121,50.181994
39.0,5,53.247899,50.310552
51.0,5,53.195112,50.18026
58.5,9,53.235085,50.22196
52.0,3,53.198057,50.219588
56.0,5,53.191978,50.175499
47.5,3,53.217958,50.263821
43.0,2,53.216966,50.196493
51.0,5,53.193542,50.18512
44.5,19,53.220223,50.160955
35.0,5,53.30279,50.282012
51.3,9,53.251515,50.24219
55.8,5,53.144711,50.047992
26.3,3,53.101075,50.032299
25.7,2,53.237591,50.307327
69.1,16,53.216303,50.244687
91.0,16,53.201979,50.127098
60.0,5,53.244693,50.243672
47.7,5,53.340597,50.22567
61.7,5,53.19543,50.207479
56.0,9,53.241013,50.233755
32.0,2,53.112233,50.08052
46.6,12,53.254418,50.231886
121.0,16,53.199163,50.117621
61.2,10,53.22943,50.246699
60.0,5,53.213811,50.200697
51.0,5,53.218562,50.270891
48.8,5,53.224913,50.265142
49.3,5,53.242732,50.238201
58.2,5,53.200927,50.210192
50.4,16,53.10926,50.14174
41.0,3,53.215467,50.264351
66.5,16,53.196666,50.120585
50.0,5,53.225398,50.290322
50.3,5,53.229473,50.274978
56.5,5,53.215898,50.208
51.0,5,53.219193,50.206572
50.0,5,53.20425,50.238992
85.5,9,53.195473,50.115393
60.8,5,53.240452,50.219364
43.7,4,53.217877,50.258872
48.6,5,53.231074,50.218564
51.8,9,53.109687,50.142549
69.3,16,53.252436,50.228616
58.6,9,53.242867,50.226757
67.0,5,53.232357,50.184347
59.0,5,53.207378,50.181563
29.0,3,53.200452,50.251299
37.0,4,53.262364,50.217792
62.2,5,53.213461,50.15323
35.0,5,53.12101,50.085155
42.8,3,53.320329,50.311594
46.0,5,53.253443,50.375177
57.5,12,53.195312,50.141399
64.5,9,53.237515,50.282929
62.9,16,53.223996,50.15075
49.5,3,53.321372,50.314028
55.5,5,53.252678,50.239306
56.9,5,53.214006,50.172139
63.0,16,53.24146,50.18954
52.4,5,53.196968,50.167702
107.0,5,53.208462,50.116731
57.0,9,53.212879,50.201101
63.0,9,53.197232,50.137905
48.0,5,53.20878,50.246565
57.0,5,53.209109,50.238974
60.0,9,53.236265,50.274565
50.2,4,53.19515,50.211566
73.0,12,53.201218,50.118618
19.0,16,53.276635,50.266687
63.0,5,53.214108,50.239899
52.5,5,53.191422,50.203949
51.0,5,53.201715,50.200068
76.1,22,53.221037,50.151936
23.0,2,53.222131,50.250212
63.3,10,53.255668,50.205682
35.0,5,53.387904,50.167854
54.3,5,53.193137,50.132236
52.5,4,53.23226,50.275041
45.0,5,53.303021,50.270478
56.2,5,53.206062,50.234554
36.0,5,53.119643,50.089674
56.7,5,53.214674,50.160488
40.1,5,53.236529,50.285543
43.7,9,53.391437,50.169741
45.4,5,53.121334,50.088928
56.6,9,53.214027,50.224763
77.0,9,53.199994,50.109266
56.6,5,53.209794,50.165537
57.0,5,53.202292,50.156931
21.0,1,53.171957,50.184886
46.8,5,53.342608,50.217405
44.8,5,53.235284,50.288265
63.5,3,53.267066,50.197256
46.5,3,53.317236,50.304524
37.0,4,53.303452,50.287294
45.5,3,53.323588,50.313516
54.3,5,53.187203,50.124088
51.0,5,53.192317,50.187842
51.0,5,53.216486,50.238049
58.0,5,53.206429,50.241552
57.8,9,53.260096,50.233018
84.9,10,53.201283,50.125607
55.2,5,53.225441,50.266202
96.0,17,53.195225,50.108368
56.2,5,53.242457,50.175984
65.4,4,53.187926,50.101631
52.5,9,53.187267,50.177987
51.7,5,53.209762,50.233027
55.7,9,53.254138,50.242801
60.0,14,53.258749,50.23892
47.0,5,53.176242,50.190914
48.2,5,53.245965,50.247831
57.0,9,53.250372,50.260884
49.3,5,53.212134,50.24369
51.0,5,53.193208,50.191687
54.4,9,53.243373,50.203041
44.2,5,53.188999,50.198092
37.0,5,53.176712,50.204056
37.7,10,53.107941,50.082416
43.2,4,53.297672,50.289908
63.2,4,53.184666,50.089836
57.3,4,53.187408,50.113479
67.2,5,53.235866,50.224736
55.4,5,53.20418,50.227844
41.7,5,53.121437,50.094498
47.0,5,53.240819,50.230736
112.4,9,53.194173,50.088695
35.0,5,53.394138,50.174511
56.0,9,53.243465,50.201667
46.0,2,53.207842,50.154532
50.0,5,53.18901,50.19334
46.8,9,53.342258,50.215474
48.0,2,53.217451,50.236683
56.0,5,53.221392,50.267927
48.8,9,53.254876,50.220819
109.0,6,53.190704,50.096115
72.8,6,53.181391,50.07769
48.5,5,53.192274,50.186449
55.5,2,53.18471,50.080511
56.5,5,53.243707,50.215744
54.7,4,53.186404,50.09642
73.2,10,53.196622,50.111755
54.4,5,53.247937,50.235111
45.0,5,53.123491,50.09156
78.3,22,53.217613,50.168977
61.2,2,53.228951,50.236045
51.7,16,53.235052,50.193654
41.0,5,53.248702,50.310911
31.3,5,53.186512,50.187096
71.3,24,53.242985,50.182084
51.0,5,53.20014,50.205314
48.1,8,53.195214,50.163381
59.0,5,53.227657,50.27682
36.0,5,53.117276,50.071384
54.5,5,53.199638,50.18494
56.8,5,53.202599,50.159545
58.8,9,53.20275,50.189019
59.6,5,53.201682,50.210336
56.8,5,53.202249,50.208027
42.0,3,53.320786,50.308342
64.0,5,53.178989,50.082496
45.0,9,53.190672,50.17319
49.5,5,53.212825,50.254093
49.0,5,53.188384,50.175643
49.0,3,53.189922,50.090159
55.8,9,53.227296,50.248316
36.0,4,53.304792,50.287761
44.5,2,53.18281,50.096295
41.0,5,53.200889,50.250823
54.0,5,53.191999,50.174349
50.0,4,53.205679,50.193384
38.2,10,53.303974,50.2883
82.1,23,53.218869,50.169678
59.0,5,53.189021,50.131104
60.0,2,53.1888,50.089369
66.5,22,53.202567,50.182102
88.1,25,53.213121,50.147975
57.7,9,53.187343,50.180754
50.4,3,53.221905,50.231617
84.0,14,53.185001,50.106032
45.3,5,53.120108,50.090294
45.5,5,53.22984,50.237204
67.3,16,53.181342,50.076451
44.5,5,53.201914,50.213246
57.0,9,53.256018,50.226263
53.0,5,53.205674,50.240717
41.0,2,53.203705,50.175247
49.7,5,53.19508,50.172714
53.1,5,53.196606,50.192693
66.0,5,53.200479,50.226883
22.0,2,53.100621,50.030304
53.0,5,53.346027,50.231608
47.6,5,53.207324,50.246358
43.0,3,53.228773,50.284294
40.5,5,53.279801,50.270172
31.0,5,53.301875,50.281042
47.8,9,53.235963,50.24625
49.0,4,53.219597,50.157353
50.0,9,53.250248,50.253149
58.4,5,53.220756,50.227089
43.6,9,53.194125,50.218888
45.8,5,53.187877,50.198262
82.0,14,53.208041,50.122579
65.8,22,53.205992,50.138803
53.0,5,53.194848,50.209428
59.0,10,53.224611,50.172714
36.4,9,53.120205,50.08591
39.0,16,53.148125,50.076487
65.0,5,53.199444,50.173954
64.2,16,53.241816,50.197831
67.2,24,53.257338,50.22134
56.7,5,53.255286,50.242927
46.4,3,53.325965,50.315816
73.4,4,53.250054,50.186566
56.0,5,53.2173,50.270424
37.5,2,53.188141,50.095639
75.9,21,53.217888,50.169597
57.1,9,53.234497,50.210668
47.0,3,53.317871,50.306042
31.2,2,53.133416,50.104101
64.8,9,53.239569,50.195558
43.0,5,53.215224,50.243061
96.8,16,53.213903,50.13114
56.7,12,53.259557,50.234941
52.0,5,53.196914,50.205763
51.0,5,53.210819,50.249673
50.6,5,53.246692,50.246897
42.0,3,53.318624,50.312303
53.0,3,53.223048,50.244786
38.6,5,53.234271,50.298622
53.0,5,53.191098,50.192073
39.0,4,53.233268,50.286378
38.3,2,53.302354,50.274035
66.6,17,53.192361,50.115294
43.7,9,53.381395,50.175966
79.2,24,53.242231,50.187518
57.0,5,53.224881,50.27567
59.0,5,53.188325,50.13503
56.0,9,53.245728,50.265789
87.9,16,53.202723,50.124187
47.5,5,53.143745,50.04836
45.8,3,53.315848,50.305943
74.0,5,53.201299,50.129155
38.3,5,53.294653,50.289351
84.0,12,53.243874,50.202215
39.5,5,53.124771,50.093501
50.0,5,53.200674,50.180799
89.0,14,53.2257,50.174717
42.7,5,53.230465,50.27567
45.0,5,53.187677,50.175688
57.0,12,53.192868,50.1428
60.3,5,53.235629,50.242828
42.0,2,53.135885,50.120531
48.7,5,53.190931,50.210165
62.0,5,53.21153,50.160335
66.0,5,53.236491,50.184734
56.0,5,53.196132,50.1792
52.3,9,53.261238,50.236791
51.0,5,53.230212,50.275158
68.2,16,53.191255,50.149879
58.7,5,53.191028,50.20597
51.0,5,53.195063,50.121205
48.0,3,53.316822,50.308207
59.5,5,53.195457,50.208135
54.5,5,53.2315,50.183126
43.5,3,53.314153,50.304767
43.0,5,53.349268,50.225347
77.0,4,53.189042,50.090258
53.5,5,53.228767,50.208422
40.5,5,53.123015,50.087096
25.4,4,53.10114,50.033745
50.7,5,53.296644,50.282165
47.9,9,53.242522,50.242648
39.0,2,53.135053,50.12452
33.5,4,53.113595,50.077807
70.0,25,53.204557,50.122759
42.0,3,53.318027,50.30641
83.0,1,53.189641,50.098451
57.4,5,53.198732,50.166435
50.2,9,53.109882,50.141426
91.9,6,53.188006,50.084536
48.0,12,53.146467,50.062347
46.3,9,53.340043,50.225697
50.0,5,53.193035,50.174277
48.0,5,53.143685,50.045953
62.0,9,53.237213,50.216795
46.0,3,53.321706,50.305027
56.0,9,53.245717,50.25562
49.0,12,53.251746,50.245074
46.2,5,53.209363,50.246466
62.4,15,53.210635,50.165025
52.0,5,53.240614,50.23168
58.0,5,53.209934,50.172175
52.0,5,53.187877,50.180368
58.0,9,53.187397,50.17867
87.0,19,53.220724,50.153957
40.0,2,53.225808,50.246861
78.1,9,53.192226,50.110829
25.4,5,53.102946,50.032873
25.0,3,53.19672,50.291355
29.0,2,53.180527,50.087482
52.4,9,53.253686,50.230979
52.0,5,53.199589,50.183099
58.0,5,53.230444,50.190842
62.6,9,53.236949,50.222598
98.3,5,53.208845,50.117486
36.5,5,53.17152,50.190546
97.0,2,53.194519,50.094714
24.7,2,53.179901,50.083592
43.8,5,53.116195,50.070549
91.6,17,53.194599,50.112734
47.8,3,53.327493,50.315439
44.3,5,53.298146,50.280952
43.8,3,53.306707,50.313911
30.0,2,53.142443,50.133647
45.4,5,53.252786,50.265609
51.2,5,53.234788,50.2224
52.0,5,53.21104,50.230422
51.5,5,53.196509,50.181266
54.0,5,53.196525,50.195945
47.6,5,53.228767,50.27346
45.2,18,53.106871,50.080924
49.6,5,53.212663,50.254964
66.0,9,53.249376,50.250886
56.2,5,53.215408,50.209707
50.2,9,53.261103,50.235794
48.4,9,53.247571,50.264738
79.0,9,53.215192,50.167226
54.0,9,53.246003,50.256141
51.0,5,53.212016,50.233207
54.0,5,53.210926,50.223164
43.0,5,53.22543,50.2633
36.0,5,53.124501,50.095172
48.0,3,53.189614,50.09439
43.0,2,53.216621,50.195657
50.8,5,53.173959,50.190851
51.0,5,53.345672,50.217882
28.0,5,53.186782,50.187662
56.3,5,53.192598,50.193223
97.3,7,53.190942,50.100624
33.7,2,53.133697,50.121995
55.0,5,53.242726,50.217549
40.0,5,53.346263,50.228877
92.3,16,53.198689,50.118573
29.6,2,53.136901,50.127655
43.0,5,53.211989,50.247544
51.0,5,53.189873,50.208575
48.0,5,53.280081,50.273146
49.0,2,53.216427,50.194516
41.5,5,53.196229,50.290977
53.3,5,53.213693,50.244561
46.0,5,53.188357,50.174682
52.0,5,53.231441,50.218142
54.5,5,53.194082,50.208458
61.8,5,53.206267,50.190231
63.0,17,53.199255,50.123208
51.0,12,53.248314,50.249448
60.8,9,53.187327,50.17938
40.5,2,53.21592,50.199089
40.0,5,53.12154,50.092504
41.2,5,53.249693,50.261046
60.0,5,53.225619,50.294822
54.0,5,53.248158,50.228877
57.5,9,53.209988,50.253724
44.3,3,53.323551,50.316714
52.0,5,53.2364,50.244247
45.1,3,53.314562,50.311145
89.5,16,53.188465,50.116561
40.2,5,53.143415,50.043285
46.0,2,53.22067,50.254057
80.2,18,53.216998,50.166444
52.0,5,53.235322,50.281833
50.0,5,53.210813,50.227817
46.2,10,53.249122,50.263076
54.0,5,53.22694,50.208737
40.5,2,53.21998,50.25986
47.0,5,53.120335,50.09395
51.0,9,53.236206,50.214369
69.5,9,53.207065,50.14386
55.3,5,53.195495,50.196169
58.0,10,53.211072,50.15323
53.0,8,53.23633,50.24767
52.4,9,53.249306,50.236351
81.2,9,53.209265,50.139989
50.2,5,53.243422,50.247921
53.5,5,53.117076,50.158727
51.2,5,53.237709,50.234698
36.0,2,53.266759,50.243169
60.3,9,53.254381,50.224448
47.3,3,53.325836,50.316202
74.3,16,53.181466,50.093995
26.7,2,53.140979,50.132326
43.9,3,53.319678,50.310121
51.2,5,53.211919,50.23671
64.7,9,53.201364,50.133997
85.6,17,53.214119,50.145873
45.0,5,53.340839,50.227476
98.5,9,53.198753,50.102331
55.0,5,53.226131,50.205009
46.0,5,53.206035,50.242864
39.3,5,53.145241,50.04554
34.3,5,53.388962,50.16621
46.0,2,53.228492,50.257434
47.4,5,53.215559,50.272733
54.6,5,53.239078,50.223047
71.0,4,53.181456,50.090824
67.0,16,53.21496,50.140635
45.0,2,53.219861,50.193986
52.5,5,53.194745,50.208818
57.0,5,53.208667,50.170217
56.0,5,53.191395,50.20076
31.0,2,53.180533,50.099798
48.8,9,53.243971,50.255808
44.2,5,53.177667,50.077017
45.0,5,53.199368,50.169992
69.0,9,53.207712,50.131014
52.0,5,53.221732,50.269526
56.0,5,53.213774,50.240717
51.3,5,53.248228,50.229703
51.5,5,53.211148,50.235039
60.7,5,53.19502,50.121843
51.2,9,53.223301,50.196609
44.0,5,53.171466,50.077358
48.0,5,53.236297,50.283171
53.0,5,53.248783,50.228086
40.0,2,53.223802,50.232084
42.0,3,53.326304,50.31507
59.0,5,53.20021,50.206985
85.6,16,53.190413,50.119992
62.5,5,53.214146,50.189432
52.8,5,53.188611,50.192226
38.0,2,53.347258,50.209896
39.0,2,53.229306,50.235785
57.0,5,53.211094,50.161899
52.3,5,53.244381,50.236027
55.0,5,53.196914,50.164638
53.0,5,53.192603,50.174601
102.2,12,53.192204,50.087958
47.5,5,53.185843,50.20155
59.4,5,53.194055,50.209851
55.0,24,53.206671,50.165609
77.0,24,53.214636,50.168878
37.0,2,53.180436,50.203275
48.6,25,53.207486,50.186593
76.2,16,53.198386,50.127754
24.0,10,53.104643,50.031643
54.7,5,53.255517,50.243537
55.5,5,53.211201,50.169435
66.0,13,53.210037,50.205278
52.5,5,53.25458,50.244687
38.0,3,53.224072,50.273811
38.0,5,53.297904,50.283773
27.0,2,53.222821,50.265331
68.5,5,53.235435,50.18229
35.0,4,53.115622,50.07257
55.0,5,53.208591,50.245882
37.5,3,53.483303,49.850453
52.2,5,53.23157,50.27364
41.0,3,53.309408,50.309231
28.7,2,53.318193,50.28901
51.0,5,53.188077,50.197166
82.5,12,53.19187,50.138596
50.0,13,53.244332,50.233171
100.6,17,53.194956,50.11232
51.0,5,53.218805,50.231356
45.0,5,53.296929,50.284015
56.0,5,53.229107,50.272275
56.2,9,53.237359,50.215555
94.3,12,53.201235,50.110829
57.0,5,53.201537,50.229973
48.3,5,53.245426,50.238291
81.4,25,53.205393,50.192711
82.6,10,53.203112,50.123397
52.0,5,53.218184,50.205629
50.0,2,53.225614,50.253329
56.8,5,53.195166,50.173469
63.0,16,53.223123,50.191857
59.0,5,53.207863,50.166408
32.0,2,53.187672,50.104568
37.0,5,53.23136,50.292747
38.0,5,53.393456,50.172391
55.0,5,53.19618,50.183332
33.0,2,53.183879,50.086844
49.5,5,53.210344,50.248613
41.5,5,53.303624,50.272903
46.0,5,53.207081,50.240196
55.2,5,53.186706,50.19316
