price,longitude,latitude,rooms,area,floor,floors_total,year
3744140,30.219227000000004,60.02744000000001,1,33.4,9,24,0
5460000,30.340985,60.08100400000001,2,54.6,4,28,0
5100000,30.205582,59.938658,1,40.0,13,18,0
12490000,30.297426,59.96510600000001,2,60.0,2,5,0
4900000,30.429218,59.834402000000004,2,50.7,12,12,0
4900000,30.423639,59.695384999999995,1,45.0,1,5,0
17000000,30.216667,59.951912,2,86.0,11,15,0
5330000,30.255322,60.037378000000004,2,58.0,20,25,0
10500000,30.316263,59.976152,2,71.0,5,13,0
4500000,30.410757,60.0093,1,40.0,2,12,0
5300000,30.338012,59.89220699999999,2,45.0,4,4,0
14500000,30.243949,59.983211,2,72.0,3,7,0
3890268,30.293626,60.01015500000001,2,57.5,5,20,0
4950000,30.369704,59.98799200000001,1,39.9,15,19,0
5200000,30.251387,59.99970500000001,1,45.5,7,7,0
5800000,30.171859,59.86744399999999,2,61.5,20,20,0
12500000,30.319839,59.85533100000001,2,84.0,14,17,0
5170000,30.255322,60.037378000000004,2,54.0,4,25,0
4390000,30.221770000000006,60.007893,1,40.0,6,12,0
11100000,30.45004,59.917696,2,69.4,6,17,0
14200000,30.380861,59.927987,2,71.5,7,7,0
3500000,30.427286,60.06469499999999,1,36.0,10,18,0
5361578,30.443483,60.00469399999999,2,56.3,9,19,0
19999999,30.276109,59.967691,2,58.0,3,6,0
5990000,30.347147,59.833339,2,54.8,5,5,0
4100000,30.238487,59.85208100000001,1,40.0,13,21,0
5328000,30.238487,59.85208100000001,2,56.0,13,21,0
13350000,30.2814,59.940234999999994,2,68.0,5,5,0
4000000,30.451298,59.88271700000001,1,32.6,15,23,0
10000000,30.332478,59.826302,2,66.0,4,9,0
5328000,30.238487,59.85208100000001,2,56.0,10,21,0
4600000,30.196293,59.85693000000001,1,48.4,8,13,0
11500000,30.383502000000004,59.937445,2,78.2,4,5,0
4450000,30.340805,59.855045999999994,2,44.7,2,5,0
5100000,30.371555,59.829418000000004,1,37.0,8,25,0
19990000,30.405511,59.957584,2,70.0,7,10,0
4000000,30.350543,60.081951000000004,1,41.4,19,27,0
4636726,30.423244,60.06046,2,57.2,2,19,0
4240000,30.253408,59.939262,2,52.7,2,4,0
4550000,30.238487,59.85208100000001,1,46.0,8,21,0
5190000,30.312607(,59.844099,2,49.0,5,5,0
3550244,30.4271(87,60.053858,1,31.8,18,18,0
3550000,30.143966(,60.030581999999995,1,43.5,3,5,0
3750000,30.396824(,59.997685,1,31.0,9,9,0
3000000,30.58065(6,59.73583100000001,1,37.0,1,14,0
4399000,30.47624(4,59.899315,1,39.4,3,16,0
3634820,30.16743(9,59.85876,1,39.9,1,22,0
4150000,30.20938(2,60.003228,1,32.0,3,17,0
4100000,30.3158(68,59.939094999999995,1,32.7,10,18,0
3500000,30.386745,59.97599,1,34.3,12,16,0
5850000,30.42672,59.902799,1,41.0,10,19,0
5688000,30.155995,59.859217,1,43.6,16,23,0
4930000,30.337419,59.82459300000001,1,36.0,2,18,0
5650000,30.249824,60.0011,1,44.4,7,14,0
4500000,30.244012,60.006232999999995,1,39.0,12,12,0
3465431,30.315868,59.939094999999995,1,34.8,15,17,0
3800000,30.327627000000003,59.828812,1,38.0,7,22,0
4050019,30.451298,59.88271700000001,1,37.9,8,15,0
4947762,30.323513,59.981339,1,39.0,14,14,0
3200000,30.597607,59.749012,1,38.0,7,16,0
8990000,30.26037,59.928879,2,62.7,4,10,0
6170000,30.265877000000003,60.001073,2,55.6,7,25,0
9000000,30.434545,59.934321,2,65.0,2,23,0
8490000,30.297435,59.950551000000004,2,80.8,2,5,0
7700000,30.380843,59.97414000000001,2,64.4,10,16,0
9850000,30.203004,59.996726,2,64.4,9,15,0
6637377,30.22353,59.846613,2,57.0,7,8,0
6300000,30.238487,59.85208100000001,2,67.0,21,21,0
6723715,30.275264,59.89617,2,58.6,6,9,0
8190000,30.213963,59.85304,2,63.0,3,10,0
7000000,30.305582,59.95255600000001,2,44.0,3,6,0
6300000,30.238487,59.85208100000001,2,67.0,13,21,0
6450000,30.299941,59.96416899999999,2,38.0,6,7,0
6900000,30.246383,60.023123999999996,2,55.0,2,12,0
6210000,30.238487,59.85208100000001,2,67.0,4,21,0
7900000,30.242036,60.03354,2,67.4,10,24,0
6300000,30.363084000000004,60.04620300000001,2,62.5,11,20,0
7499250,30.312634000000006,59.903142,2,60.6,7,10,0
8770000,30.349366,59.841843999999995,2,84.2,8,10,0
6309680,30.289673,60.011311,2,60.7,6,24,0
6500000,30.221168,60.038766,2,56.0,18,25,0
9000000,30.196985,59.99434599999999,2,54.0,20,22,0
8000000,30.326244,59.847972999999996,2,56.4,3,5,0
7200000,30.350543,60.081951000000004,2,70.0,3,26,0
7537000,30.191972,59.86176,2,58.0,18,26,0
6871251,30.323513,59.981339,2,63.9,2,14,0
7300000,30.315572,59.852538,2,55.1,1,5,0
7850000,30.451406,59.89259499999999,2,68.2,6,25,0
6600000,30.414674,59.839496999999994,2,59.0,7,10,0
6050000,30.260568,59.947338,2,51.0,3,5,0
6798830,30.22353,59.846613,2,58.7,6,7,0
13994000,30.350831,59.946788,1,68.4,2,3,0
6589000,30.232028000000003,60.03534200000001,2,70.0,15,19,0
11400000,30.315266,59.879353,1,47.4,11,11,0
10500000,30.338101,59.935069999999996,1,41.0,2,4,0
8600000,30.351792,59.92968199999999,2,73.6,4,5,0
12958000,30.27221,59.959233,1,76.0,6,10,0
6995070,30.22353,59.846613,2,61.4,3,9,0
14000000,30.346752,59.925943999999994,1,74.0,3,4,0
10500000,30.246482,60.032456,1,73.9,2,18,0
11700000,30.23051,60.029926,1,73.3,2,5,0
6989679,30.22353,59.846613,2,60.7,8,9,0
12920000,30.339691,59.969547,1,63.6,8,9,0
18400000,30.287697,59.962751000000004,1,75.0,4,10,0
10000000,30.390204,59.853368999999994,1,67.0,5,11,0
7032653,30.22353,59.846613,2,61.8,5,9,0
11000000,30.316254,59.982234999999996,1,46.0,7,15,0
20000000,30.276109,59.967691,1,73.0,2,8,0
15899000,30.353184,59.939767,1,58.3,4,9,0
12500000,30.267485,59.96271899999999,1,52.0,6,10,0
14000000,30.267485,59.96271899999999,1,62.6,7,10,0
6320000,30.25242,60.036793,2,70.0,15,17,0
15264000,30.267485,59.96271899999999,1,62.8,8,10,0
4950000,30.37336,60.051949,3,53.1,5,5,0
6654394,30.275264,59.89617,2,58.6,4,9,0
14400000,30.225857,60.032109999999996,1,100.8,1,5,0
15288000,30.276818,59.953908,1,54.6,1,6,0
5570000,30.347857,59.75501800000001,3,69.2,2,4,0
8500000,30.33308,59.822711,2,73.0,23,24,0
11900000,30.225857,60.032109999999996,1,73.9,3,5,0
5350000,30.080563,59.746591,3,77.7,3,9,0
6040000,30.25242,60.036793,2,62.0,7,17,0
5400000,30.471986,59.954255,3,70.0,4,4,0
10000000,30.318653,59.960088,1,41.3,4,5,0
13992000,30.267485,59.96271899999999,1,63.6,5,10,0
7680000,30.378103000000007,59.982055,2,65.0,13,24,0
5000000,30.137364,59.839479000000004,3,58.1,4,5,0
5850000,30.340347,60.058066000000004,3,59.1,3,9,0
7300000,30.605494,59.733881000000004,2,64.1,4,5,0
16805368,30.347588,60.002315,1,71.5,5,20,0
4600000,29.908617,59.884013,3,57.0,2,5,0
9500000,30.198818,60.00664200000001,2,65.0,7,7,0
11632500,30.276818,59.953908,1,42.3,1,6,0
5990000,30.403921,59.828849,3,64.0,1,9,0
8300000,30.327573,59.82148100000001,2,59.0,2,25,0
15030000,30.27504,59.959093,1,50.1,3,6,0
5050000,30.47213,59.904302,3,70.0,7,19,0
8000000,30.230016,60.031583999999995,2,57.2,15,23,0
15376000,30.27504,59.959093,1,49.6,2,6,0
7441650,30.379226,60.012336,2,60.1,2,18,0
11742500,30.276818,59.953908,1,42.7,1,6,0
5200000,30.432972,59.994625,3,56.4,3,5,0
5800000,30.285254,60.014185,3,60.0,9,10,0
11500000,30.334284000000004,59.873338000000004,1,46.5,16,22,0
6300000,30.338317,60.073758999999995,2,60.0,11,26,0
5400000,30.382649,59.803667000000004,3,76.0,14,25,0
13000000,30.291290000000004,59.957129,1,44.0,5,7,0
6650000,30.232882,59.857726,2,66.2,1,10,0
4000000,29.853883000000003,59.86866800000001,3,56.0,1,5,0
19900000,30.263559000000004,59.971833999999994,1,61.3,2,7,0
7100000,30.201953000000003,59.990970999999995,2,51.0,7,16,0
10000000,30.322956,59.904902,1,63.0,3,12,0
5600000,30.12556,59.845356,3,65.0,1,9,0
11800000,30.365231,59.939965,1,39.3,2,5,0
5250000,30.337778000000004,60.044109,3,63.0,1,9,0
10775000,30.289377,59.955142,1,57.6,1,3,0
5530000,30.09376,59.835595,3,55.6,4,4,0
12250000,30.38282,59.940339,1,55.1,2,7,0
4989000,30.095619,59.822399,3,78.0,2,3,0
16100000,30.275147,59.97378000000001,1,45.9,3,7,0
5150000,30.583279,59.748059999999995,3,82.6,1,4,0
11170500,30.23175,59.93989300000001,1,68.5,9,10,0
5299000,30.181911,59.829432,3,60.0,4,5,0
10882000,30.39651,59.944292000000004,1,51.3,6,8,0
4390000,30.179540000000006,59.839728,3,56.2,4,5,0
15907000,30.27504,59.959093,1,49.0,3,6,0
5800000,30.251297,59.84593,3,60.0,2,9,0
3950000,29.986842,60.035922,3,48.2,1,1,0
10004000,30.365644,59.93291899999999,1,43.9,7,9,0
5600000,30.462581,59.96017,3,56.6,9,9,0
10141000,30.365644,59.93291899999999,1,45.3,9,9,0
6000000,30.45685,60.06654,3,111.0,14,18,0
10500000,30.310784,60.012533999999995,1,51.0,6,10,0
5150000,30.399672,59.877213,3,51.9,8,9,0
10490000,30.300606,59.951186,1,72.0,6,6,0
5800000,30.440159,60.055111,3,85.6,3,12,0
10500000,30.391174,59.939811999999996,1,47.2,4,10,0
5800000,30.335317,59.844044999999994,3,56.0,5,5,0
12855700,30.271339,59.957007,1,75.4,2,10,0
4500000,30.416201,59.890631000000006,3,57.3,1,5,0
13880450,30.271339,59.957007,1,76.9,5,10,0
10090500,30.271339,59.957007,1,65.1,3,10,0
4300000,30.315868,59.939094999999995,3,78.9,16,27,0
11650000,30.332496000000006,59.834247999999995,1,55.2,13,15,0
5800000,30.291057,60.011221,3,60.0,8,9,0
10500000,30.39651,59.944292000000004,1,55.7,3,8,0
5990000,30.573747,59.7413,3,71.8,1,9,0
13695500,30.267485,59.96271899999999,1,62.9,4,10,0
3938019,30.315868,59.939094999999995,3,60.3,9,18,0
11950000,30.319839,59.85533100000001,1,44.0,4,18,0
4089787,30.315868,59.939094999999995,3,57.5,5,17,0
11650000,30.334284000000004,59.873338000000004,1,60.0,6,18,0
5144133,30.315868,59.939094999999995,3,63.9,2,17,0
3525896,30.315868,59.939094999999995,3,52.3,1,17,0
5490000,30.233376,60.015538,3,57.0,4,10,0
4086463,30.315868,59.939094999999995,3,58.8,1,17,0
4822410,30.315868,59.939094999999995,3,55.4,2,17,0
4854261,30.315868,59.939094999999995,3,57.6,16,17,0
3927505,30.315868,59.939094999999995,3,59.8,15,18,0
5600282,30.41762,59.96094,3,50.1,1,17,0
5364621,30.32636,59.825134999999996,3,58.8,1,15,0
5655328,30.41338,59.892812,3,58.3,1,20,0
4600000,30.388479,60.049393,3,55.0,3,5,0
5450000,30.457676,59.729463,3,80.0,1,5,0
4800000,30.084435,59.74134100000001,3,64.0,5,5,0
3610880,30.315868,59.939094999999995,3,69.4,9,11,0
6000000,30.204926,59.831371999999995,3,70.0,9,9,0
5100000,30.428355,59.957075,3,54.0,1,9,0
4200000,30.560659,59.740602,3,66.9,1,9,0
6900000,30.436745,59.914529,1,43.0,4,9,0
6200000,30.276585,59.945161,1,49.0,1,5,0
6000000,30.329756,60.069616,1,42.8,15,25,0
6000000,30.218221000000003,59.998045,1,32.2,11,22,0
7000000,30.37601,59.868898,1,47.2,9,25,0
6000000,30.315868,59.939094999999995,1,41.0,16,16,0
6468147,30.42672,59.902799,1,44.0,12,19,0
6100000,30.435443,59.894175,1,45.0,12,12,0
6500000,30.199141,59.985152,1,39.4,4,12,0
6600000,30.200264,59.985453,1,38.8,9,12,0
6450000,30.299384000000003,60.03365600000001,1,41.8,6,7,0
8689000,30.306822,59.912513,1,48.0,2,7,0
9000000,30.242557,59.957443999999995,1,52.6,8,11,0
9600000,30.214709000000006,59.953357999999994,1,64.0,15,16,0
6400000,30.323962,60.048166,1,45.0,4,7,0
8600000,30.350184,59.929876,1,72.0,2,4,0
7250000,30.225803000000006,59.939437,1,44.0,8,16,0
6650000,30.237607,59.98359,1,42.1,9,12,0
6950000,30.405062,59.962435,1,54.0,3,14,0
9150000,30.321501,60.013479000000004,1,52.4,8,8,0
8300000,30.322956,59.904902,1,44.7,8,14,0
8200000,30.405062,59.962435,1,61.0,5,14,0
7420000,30.225147,59.982905,1,40.2,10,14,0
7080000,30.405062,59.962435,1,53.0,7,14,0
6652000,30.320072,59.885426,1,47.1,4,17,0
8109000,30.225147,59.982905,1,51.4,13,13,0
7280000,30.405062,59.962435,1,56.0,4,14,0
7154000,30.320072,59.885426,1,48.8,10,17,0
6080000,30.311314000000007,59.840863,1,39.2,4,22,0
7500000,30.263029,59.868545999999995,1,46.4,7,7,0
6714279,30.338434000000003,59.976643,1,38.6,9,9,0
6350000,30.426819,59.902889,1,44.3,8,19,0
6450000,30.255591,60.012539000000004,1,41.8,9,19,0
6400000,30.282154,59.85015600000001,1,40.3,11,25,0
6199000,30.308646000000003,59.842061,1,42.3,3,6,0
9400000,30.321995,60.012871999999994,1,65.6,1,8,0
7500000,30.196868,60.003439,1,51.0,5,10,0
6718279,30.338434000000003,59.976643,1,41.9,9,12,0
6900000,30.404622,59.931688,1,44.0,10,13,0
9900000,30.38352,59.9303,1,49.0,5,9,0
6153000,30.401846000000006,59.834515,1,44.0,13,26,0
7000000,30.356032,59.983211,1,46.2,7,13,0
6200000,30.299887,59.911665,1,50.0,2,4,0
6000000,30.298746,59.926864,1,33.0,2,4,0
11840000,30.319839,59.85533100000001,3,90.0,5,7,0
8300000,30.331166,60.001977000000004,1,53.2,2,5,0
14500000,30.403112,60.02877900000001,3,91.2,15,16,0
7670000,30.216146,59.983531000000006,1,43.0,4,16,0
14000000,30.324240000000003,60.041093999999994,3,105.7,6,9,0
11700000,30.322579,60.026662,3,106.0,6,24,0
6000000,30.350543,60.081951000000004,1,39.0,10,25,0
11750000,30.465186,59.91958100000001,3,104.0,20,21,0
14350000,30.225147,59.982905,3,87.0,3,13,0
6400000,30.320216,59.90821800000001,1,40.0,4,6,0
11834785,30.334382,59.987749,3,83.8,8,8,0
11800000,30.313074,59.885548,3,111.0,3,18,0
6190000,30.454478,59.926427000000004,1,48.6,6,15,0
10900000,30.409994,60.041112,3,86.0,12,25,0
10231200,30.155995,59.859217,3,78.2,12,22,0
9465858,30.231373,59.9407,1,61.3,2,8,0
19300000,30.310784,60.012533999999995,3,76.1,3,10,0
12500000,30.225614,60.035351,3,76.6,15,20,0
6240000,30.312634000000006,59.903142,1,38.0,8,14,0
18770000,30.308511,60.017112,3,106.3,23,24,0
13900000,30.312544,59.870651,3,79.2,3,12,0
14250000,30.371456,59.922201,3,85.4,2,9,0
14000000,30.314871000000004,60.05224499999999,3,100.0,7,15,0
12700000,30.465186,59.91958100000001,3,110.0,13,25,0
15150000,30.199527000000003,59.99567800000001,3,83.0,7,25,0
17500000,30.446896,59.917362,3,125.0,15,16,0
10200000,30.324555,59.861484999999995,3,73.0,2,7,0
15000000,30.393797,59.70365200000001,3,81.0,3,3,0
13990000,30.4686,59.86666700000001,3,79.1,8,24,0
10550000,30.335784000000004,60.028096,3,104.6,1,25,0
14500000,30.360002,59.947945999999995,3,105.0,3,7,0
10999000,30.379891,59.844655,3,78.0,13,16,0
12200000,30.352771,59.944233,3,96.0,2,5,0
13300000,30.257091,59.840117000000006,3,90.0,15,18,0
12500000,30.220449,60.023304,3,105.0,10,21,0
14000000,30.368051,59.929628,3,99.3,2,4,0
10500000,30.344093,59.926995,3,98.0,4,5,0
10748430,30.334167,60.011968,3,69.3,9,10,0
10216242,30.275264,59.89617,3,91.0,3,9,0
14890000,30.308223,59.968911999999996,3,125.0,5,5,0
11800000,30.322291,60.029413,3,99.0,8,16,0
11650000,30.356714,59.983670999999994,3,88.3,8,13,0
10053219,30.155995,59.859217,3,75.3,6,23,0
11500000,30.255322,60.037378000000004,3,110.0,16,17,0
16500000,30.388281,60.01365,3,105.0,7,17,0
13400000,30.263433000000006,60.005486,3,100.4,3,18,0
10300000,30.242413,60.021145999999995,3,84.1,5,16,0
10461110,30.275264,59.89617,3,91.2,7,7,0
13257000,30.349366,59.841843999999995,3,93.0,10,12,0
13899000,30.40393,60.004946,3,87.5,11,19,0
10000000,30.178947,59.832575,3,89.6,3,11,0
13500000,30.333448,60.039386,3,111.4,5,16,0
11000000,30.412886,59.840084999999995,3,83.0,2,10,0
14000000,30.38237,59.941403,3,79.7,5,5,0
16299360,30.266757,59.942034,3,107.8,2,8,0
15550920,30.266757,59.942034,3,96.8,2,8,0
10274646,30.275264,59.89617,3,91.5,4,9,0
6739956,30.443483,60.00469399999999,3,73.4,5,19,0
9950000,30.216029,59.943394999999995,3,76.0,9,10,0
8500000,30.29597,59.919739,3,74.5,5,5,0
7200122,30.265877000000003,60.001073,3,75.5,2,25,0
7921806,30.352852,59.889787,3,59.7,1,4,0
7782113,30.352852,59.889787,3,59.7,1,4,0
6800000,30.287517,60.014801,3,69.0,4,12,0
6802380,30.323513,59.981339,3,58.1,2,14,0
8650000,30.39386,59.873803,3,74.4,2,9,0
7400000,30.267036,59.93729200000001,3,72.0,4,5,0
9770000,30.329765,60.071707999999994,3,78.0,3,21,0
8200000,30.363084000000004,60.04620300000001,3,70.0,23,28,0
7790000,30.154998,59.79431999999999,3,97.3,5,16,0
6400000,30.375867,60.03925600000001,3,60.0,4,9,0
7300000,30.404433,59.875226,3,77.0,3,9,0
6390000,30.163667,59.858095999999996,3,75.2,4,15,0
8700000,30.274321,59.89362,3,80.3,4,5,0
8650000,30.414602,59.839665000000004,3,74.5,3,10,0
6499000,30.416722,59.839773,3,70.0,9,16,0
7600000,30.270638,59.887264,3,83.0,3,5,0
7500000,30.477511,59.738702,3,80.0,1,9,0
9000000,30.202788,59.99981800000001,3,84.6,12,17,0
6022276,30.443483,60.00469399999999,3,73.4,4,19,0
6040000,30.365545,60.055524,3,75.0,5,17,0
9300000,30.483018,59.93699399999999,3,73.1,11,13,0
6250000,30.454406,60.03284300000001,3,80.0,16,18,0
8500000,30.362248,60.044738,3,72.0,22,22,0
6800000,30.385461,59.806328,3,83.6,2,10,0
6100000,30.333861,59.990646999999996,3,63.0,1,5,0
7500000,30.231498,59.959615,3,65.2,10,14,0
8900000,30.226989,60.005418999999996,3,74.0,9,10,0
7300000,30.326522,60.011269999999996,3,73.5,4,7,0
8500000,30.339206,60.072776,3,82.0,2,22,0
6700000,30.175569,59.86175600000001,3,80.5,11,17,0
7450000,30.341713,60.07989499999999,3,76.5,6,27,0
7500000,30.373711,59.869399,3,63.0,1,9,0
8070000,30.421088,59.944224,3,79.0,10,17,0
6700000,30.380161,60.051163,3,69.0,4,9,0
6500000,30.282011,59.920361,3,86.0,1,4,0
8940000,30.374321,59.875375,3,72.0,9,10,0
6090000,30.497067,59.947297,3,58.0,4,9,0
7490000,30.32645,60.04304000000001,3,63.0,10,12,0
7500000,30.263146000000006,59.871012,3,87.9,1,6,0
9425520,30.151423,59.857232999999994,3,95.0,6,12,0
9500637,30.303615,59.841933999999995,3,80.3,5,12,0
6500000,30.459464,59.90940500000001,3,62.0,2,9,0
7589000,30.297713,60.003209999999996,3,85.0,8,23,0
7600000,30.40914,59.716751,3,74.0,2,3,0
23960000,30.262293,60.00650699999999,3,120.0,11,17,0
51336000,30.270845,59.969416,3,166.0,3,6,0
21800000,30.28511,59.940763000000004,3,158.0,2,4,0
33990000,30.262805,59.973028,3,108.0,4,7,0
28000000,30.312661,59.967687,3,105.0,5,10,0
25000000,30.401235,59.86659399999999,3,153.5,2,17,0
22500000,30.28564,59.92191700000001,3,127.9,4,6,0
27000000,30.356481,59.94544499999999,3,120.0,2,4,0
26018170,30.231373,59.9407,3,163.0,2,8,0
21400000,30.255609000000003,59.96145799999999,3,124.3,2,8,0
26730000,30.252312,59.94866700000001,3,121.7,13,13,0
21000000,30.405511,59.957584,3,99.0,5,10,0
37000000,30.148772,59.995012,3,105.0,6,7,0
20500000,30.200111,59.85768,3,153.0,10,24,0
25900000,30.216146,59.983531000000006,3,114.7,9,25,0
27000000,30.264035,59.94946899999999,3,83.2,4,10,0
35002500,30.276818,59.953908,3,107.7,2,6,0
41710000,30.28873,59.967736,3,133.2,9,9,0
21600000,30.319354,59.858254,3,142.4,3,8,0
22770000,30.319354,59.858254,3,150.0,24,24,0
22300000,30.319354,59.858254,3,141.5,5,8,0
23200000,30.319354,59.858254,3,156.8,6,8,0
46802000,30.263559000000004,59.971833999999994,3,119.0,5,7,0
25000000,30.318806,60.044734,3,130.2,5,6,0
30500000,30.276818,59.953908,3,78.0,5,6,0
22900000,30.305582,59.95255600000001,3,91.5,5,5,0
40600000,30.261017,59.96938000000001,3,130.0,2,9,0
22900000,30.223396,59.959669999999996,3,122.0,2,16,0
22990000,30.27221,59.959233,3,104.0,4,9,0
50000000,30.265527,59.958728,3,126.7,9,9,0
46000000,30.338874,59.930372,3,122.0,2,4,0
24500000,30.32972,59.96326,3,98.0,2,9,0
35000000,30.297390000000004,59.961251000000004,3,219.0,8,9,0
45000000,30.293599,59.960003,3,170.0,8,10,0
33100000,30.273081,59.957935,3,124.0,5,8,0
27500000,30.307181,59.974059,3,115.0,3,5,0
99900000,30.286691,59.92995300000001,3,280.0,4,4,0
30000000,30.332496000000006,59.834247999999995,3,139.5,10,14,0
37000000,30.31603,59.936404,3,122.8,3,5,0
47000000,30.276109,59.967691,3,97.0,4,7,0
24900000,30.290742,59.944972,3,91.9,4,7,0
26500000,30.218069,59.94115,3,135.0,10,16,0
28000000,30.300219,60.045938,3,126.8,4,4,0
38045000,30.276818,59.953908,3,108.7,3,6,0
20800000,30.311314000000007,59.840863,3,115.0,11,19,0
