area,floor,price,rooms,floors_total,year,latitude,longitude
71.3,5,8800000,3,5,1930,59.895582999999995,30.274168
26.5,11,5200000,0,14,0,59.85533100000001,30.319839
33.0,1,3190000,1,8,0,59.835246999999995,30.154567
25.0,8,2600000,0,12,2014,59.759618999999994,30.474277
45.0,4,6000000,2,5,1961,59.857179,30.301423
33.0,4,3250000,1,14,2007,60.047205000000005,30.463138
138.8,4,17500000,3,23,0,59.85533100000001,30.319839
60.2,4,5950000,3,9,1974,60.039535,30.347183
40.0,5,4280000,1,5,2016,59.700388000000004,30.404146
115.0,6,8500000,4,6,2005,59.756147,30.474484000000004
41.6,4,4500000,2,5,1971,59.841979,30.342871000000002
102.6,13,7400000,4,18,2015,60.03115699999999,30.45702
53.6,11,4650000,2,27,2013,60.040928,30.447184000000004
128.0,10,9490000,3,12,1986,59.927193,30.468079
82.0,3,12500000,3,3,1870,59.95649399999999,30.325902000000003
52.0,12,5700000,2,12,1990,60.018893000000006,30.235028999999997
81.6,5,6950000,3,5,2012,59.858557,29.947433
35.3,5,3300000,1,19,2017,60.059219999999996,30.429514
61.0,13,6290000,2,17,2019,59.82028199999999,30.3382
105.0,17,12900000,3,25,2004,60.025992,30.320324
38.0,11,4499000,1,16,2005,60.012291000000005,30.431526
31.0,5,3100000,1,5,1967,59.874526,29.887766999999997
34.2,14,3700000,1,22,2015,60.056794999999994,30.429325
54.8,1,4350000,2,3,2016,60.262265,29.789571999999996
114.0,6,39700000,3,12,2013,59.94079,30.390590000000003
54.2,5,6999000,3,5,1917,59.939487,30.290024
32.2,6,4550000,1,22,1975,59.844628,30.320081
115.0,2,9995000,4,8,2009,59.859488,30.170512
30.0,1,2900000,0,12,2016,59.839565,30.114708
60.8,1,6390000,2,5,1903,59.954758999999996,30.304109000000004
35.0,7,5000000,1,22,2017,59.82719300000001,30.337391999999998
36.0,15,3670000,0,20,2011,59.858367,30.196257
36.0,5,5999000,1,14,0,59.851783,30.365626000000002
44.4,4,4490000,2,5,1961,59.961859,30.419659000000003
78.1,5,8300000,3,5,1957,59.868464,30.26717
44.9,4,4800000,2,5,1972,59.914899,30.508952
80.0,2,12800000,4,5,1876,59.925038,30.354082000000002
47.0,2,4070000,2,9,1967,59.83385500000001,30.147847
74.2,6,7350000,4,10,1987,60.010839000000004,30.248198
36.0,8,4250000,1,21,0,60.049981,30.436548
79.4,1,8300000,3,5,1910,59.959619999999994,30.269632
65.5,5,9550000,2,10,2018,59.951101,30.265248
211.1,5,76900000,4,6,1901,59.929033,30.348755
42.0,7,5330000,1,17,2018,59.936039,30.204845000000002
75.0,3,6800000,3,25,2015,60.082023,30.33847
57.7,1,8990000,2,6,1777,59.94463399999999,30.345539000000002
62.2,11,7980000,2,12,2008,60.034263,30.412166999999997
65.0,3,8000000,3,16,1989,59.92411800000001,30.473558
84.6,6,5890000,3,12,2018,60.055111,30.440159
325.0,5,52000000,5,5,1908,59.942791,30.378714000000002
41.5,15,4400000,1,22,2017,59.864095999999996,30.170862
20.0,1,2500000,0,10,1995,59.919527,30.460317
36.5,11,4300000,1,17,1989,60.019275,30.247668
55.3,5,5650000,3,5,1964,60.100001,29.978021000000002
100.0,3,16600000,3,5,1828,59.942088,30.329145
47.0,5,5100000,2,6,1907,59.920671999999996,30.278434999999998
83.0,2,8800000,3,4,0,59.925187,30.307837
25.5,14,2590000,0,15,2016,60.055820999999995,30.431841
99.0,3,11500000,3,5,1898,59.963931,30.296725
50.6,9,5500000,2,9,1977,59.84989399999999,30.206946999999996
35.0,10,3650000,1,25,2015,59.806821,30.369282000000002
46.0,2,7900000,2,4,0,59.928447,30.350453
194.0,2,14600000,7,8,1984,59.942399,30.417162
30.0,5,3200000,1,9,1984,59.82504,30.205384000000002
38.0,2,4800000,1,5,1925,59.904252,30.32495
39.0,6,4600000,1,17,2007,59.89213,30.483359000000004
42.2,2,6800000,2,5,1967,59.98554300000001,30.294686
148.0,5,16000000,5,6,1912,59.961566000000005,30.301208000000003
64.2,3,5600000,3,16,1984,59.852532999999994,30.203839000000002
356.4,10,125000000,5,10,2017,59.96271899999999,30.267484999999997
66.0,8,5500000,2,9,2010,60.052402,30.451890999999996
100.0,1,8300000,3,16,2013,59.932044999999995,30.460712
33.1,11,3100000,1,11,1983,60.008418999999996,29.721128999999998
40.0,22,4900000,1,24,2011,60.063464,30.211843
28.4,9,2100000,0,22,2015,60.056794999999994,30.429325
218.0,12,84700000,5,18,2008,59.957354,30.343914
53.8,19,4650000,2,27,2013,60.040928,30.447184000000004
38.0,14,3750000,1,17,0,59.861787,30.169308
31.6,1,3970000,1,5,1960,59.88878100000001,30.275067
44.8,4,5495000,2,9,0,59.85364499999999,30.396698999999998
78.0,10,9400000,2,24,2002,59.998774,30.298315000000002
66.9,11,9500000,2,22,0,59.840849,30.312383
44.0,2,5250000,1,12,2017,59.83975,30.111825
123.6,4,10800000,3,4,1798,59.921808999999996,30.28643
46.0,4,4700000,2,5,1960,59.86959399999999,30.438488
35.0,15,4699000,1,18,2010,59.859361,30.19182
65.0,8,7200000,2,9,2001,59.860025,30.239304999999998
31.0,3,3600000,1,5,1962,59.998819,30.318590000000004
54.6,2,4625000,3,5,0,59.831371999999995,30.147856
62.7,4,6200000,3,9,1990,60.200796,29.706819
34.0,14,3600000,1,15,2009,60.047658,30.464333
81.0,4,7850000,4,4,1901,59.963593,30.304738
92.0,6,12900000,3,10,1998,60.018228,30.248773
25.0,1,2400000,0,9,0,60.044504,30.338236
41.9,16,3590000,1,19,2017,60.06654,30.45685
25.6,12,3350000,0,25,2014,59.863806999999994,30.179854
57.0,13,6890000,2,25,2014,59.909856000000005,30.455727000000003
87.7,3,12130000,2,10,2017,59.959233,30.272209999999998
32.0,2,3700000,1,5,1963,60.015565,30.360353000000003
87.0,6,12200000,2,7,1914,59.961363,30.300784999999998
59.5,3,5500000,3,5,1971,59.837576,30.364081
46.5,3,5700000,2,9,1973,59.838682999999996,30.379011
62.1,2,8550000,2,25,2008,60.051917,30.335559000000003
81.1,12,9600000,2,16,2014,59.956182999999996,30.40676
34.0,5,3320000,1,9,1992,59.984692,30.518734999999996
48.0,4,7000000,2,5,1958,59.866643999999994,30.258295
21.0,2,2450000,0,4,1859,59.930629,30.384904
43.6,4,5850000,1,4,2001,60.019104000000006,30.273215999999998
35.3,16,4500000,1,17,2009,59.915585,30.44704
40.0,8,4100000,1,21,2017,60.053952,30.327196
47.0,4,5300000,2,6,1946,59.875659,30.259984000000003
50.0,3,4850000,2,12,1978,60.070828000000006,30.321357
103.0,4,15900000,4,10,2007,59.828803,30.405528999999998
35.8,16,3930000,1,26,2015,59.868803,30.165805
86.6,20,13800000,3,24,2009,60.010115,30.404315999999998
37.8,6,4000000,1,12,2018,59.866689,30.175012
129.0,5,28500000,3,6,1910,59.945094,30.340302
65.0,2,13500000,2,7,1953,59.864652,30.321410999999998
57.0,6,5300000,3,10,1983,59.951137,30.495693
83.0,1,9700000,3,5,0,59.93511899999999,30.233834
28.0,14,3100000,0,17,2018,60.059794999999994,30.425031
63.9,9,10990000,2,24,2016,59.82509,30.333071
106.1,4,10500000,2,16,2009,59.95986800000001,30.320961999999998
47.1,1,7500000,0,11,2015,59.92041999999999,30.370063000000002
63.0,23,6450000,2,24,2015,59.806821,30.369282000000002
55.0,2,3800000,2,3,1985,59.65498100000001,30.405161
48.0,8,6700000,1,24,2017,59.909147,30.458359
32.0,4,4450000,1,12,1987,59.865013,30.379990000000003
38.0,11,4100000,1,12,2017,59.841975,30.113127000000002
26.5,18,3000000,0,24,2015,60.049643999999994,30.42858
80.5,1,10600000,3,5,1958,59.799856000000005,30.400021999999996
43.0,2,5450000,2,9,1967,59.842743000000006,30.248683000000003
48.5,3,6450000,2,9,1968,59.854358999999995,30.385793
59.0,2,7350000,2,2,1917,59.88399999999999,29.904609999999998
35.1,5,4200000,1,12,1970,59.879389,30.427304
16.0,2,2160000,0,4,0,59.91435799999999,30.319381
65.7,2,14300000,2,11,2009,59.95986800000001,30.320961999999998
266.0,5,125000000,5,5,2015,59.944309999999994,30.395432
56.0,5,5500000,3,5,1965,59.987875,30.287615999999996
108.0,4,9350000,4,6,0,59.920717,30.311304999999997
33.0,10,3350000,1,15,2018,60.05945,30.426496000000004
37.0,20,3990000,1,22,2017,60.053952,30.327196
46.7,8,6100000,1,11,2008,59.852484,30.231903000000003
34.0,12,3650000,1,15,0,59.848348,30.199015000000003
35.0,19,3800000,1,24,2018,59.831087,30.545037
158.0,4,19500000,5,12,2004,59.83281899999999,30.206031
70.0,7,7100000,3,8,1983,60.086973,29.955087
114.0,3,25300000,3,6,2008,60.096363000000004,29.960423
333.0,1,22000000,5,3,1995,59.856289000000004,30.393959000000002
60.0,22,8500000,2,23,2012,59.894918999999994,30.413334999999996
58.2,1,6099000,2,25,2011,60.071389,30.326459000000003
84.2,1,8250000,3,5,1980,59.787284,30.302789
91.1,3,11400000,3,5,1928,59.874341,30.323629999999998
19.8,1,2660000,0,6,1907,59.942322,30.358321999999998
52.0,1,5300000,2,9,1973,59.88193199999999,30.464602000000003
80.0,7,7300000,4,8,1912,59.92570500000001,30.352519
134.3,3,11900000,5,5,0,59.919734,30.289448999999998
76.0,2,6000000,4,9,0,59.89364200000001,30.487788000000002
38.1,4,4950000,1,12,1999,60.035504,30.334957
75.0,1,6950000,3,5,1959,59.893588,30.420684
24.0,4,3280000,0,17,2015,59.851928,30.137292
66.5,5,6800000,3,9,1981,59.948776,30.47823
225.0,4,34900000,5,6,1887,59.937169999999995,30.35755
26.8,14,2900000,0,21,2015,60.048512,30.435478999999997
176.8,4,14399000,5,4,1926,59.899708,30.283044
44.0,4,3500000,2,5,1965,59.678362,30.427815999999996
56.0,4,5900000,3,4,1970,60.102709999999995,29.970924
61.8,4,7700000,2,4,1917,59.916591000000004,30.298296999999998
50.0,10,8450000,1,13,2017,59.983067000000005,30.268590000000003
143.0,9,20800000,3,9,2001,59.958476,30.278633000000003
74.5,5,4800000,2,17,2012,59.76144,30.630126
55.0,12,5900000,2,12,1981,60.052335,30.327052000000002
24.0,5,2890000,0,12,2017,59.83975,30.111825
38.6,11,4350000,1,21,2017,59.939094999999995,30.315868
65.0,9,10500000,2,10,2015,59.94946899999999,30.264034999999996
107.6,17,16990000,3,24,2014,59.999705000000006,30.199078000000004
338.0,3,39990000,5,5,1995,59.856289000000004,30.393959000000002
55.0,15,8500000,2,24,2018,60.033265,30.228040000000004
164.1,11,32000000,3,14,2005,60.013245,30.328984000000002
56.0,10,5000000,2,16,2006,59.792101,30.080806
44.0,2,4850000,2,5,1962,59.998858999999996,30.316190999999996
27.0,5,3500000,0,6,1913,59.956309,30.301171999999998
47.0,8,15000000,1,10,2015,59.96326,30.329720000000002
172.6,6,40450384,4,8,2017,59.944292000000004,30.39651
55.0,15,8150000,2,25,2018,60.033265,30.228040000000004
72.0,7,7190000,3,9,1985,60.063837,30.307568
53.6,8,6555000,1,14,0,59.852814,30.360919
47.0,10,5170000,1,21,2018,60.03534200000001,30.232028000000003
42.0,8,4750000,1,18,1995,60.030676,30.296923
165.3,6,38664080,4,8,2017,59.944292000000004,30.39651
51.4,8,5800000,1,9,2006,59.950596,30.476746999999996
71.2,15,12990000,2,16,2002,59.98465600000001,30.269605
45.0,5,3200000,2,7,0,59.866689,30.45181
33.2,7,4250000,1,18,2019,59.82028199999999,30.3382
144.0,4,16900000,4,4,1917,59.931837,30.294857
53.0,7,6500000,2,12,1989,59.994562,30.219172999999998
88.1,6,11200000,3,10,2002,59.844416,30.275748999999998
110.0,4,16900000,2,5,1916,59.936882,30.337346999999998
17.0,1,2610000,0,7,1907,59.94225,30.358358000000003
74.0,17,7100000,2,17,2006,59.94864499999999,30.481140000000003
41.0,18,4090000,1,22,2017,59.86438100000001,30.17
80.0,1,5940000,2,9,2011,60.106781999999995,30.268742
31.0,5,3850000,1,5,1964,59.846861,30.356858000000003
63.5,25,8000000,2,25,2009,60.028928,30.330502000000003
25.6,3,3880000,0,18,0,59.840849,30.312383
101.0,3,22900000,3,16,2007,59.983067000000005,30.268590000000003
25.0,15,3950000,0,17,2004,59.873166000000005,30.312634000000003
51.0,9,4790000,2,9,1968,60.021317,30.393553999999998
24.1,2,3550000,0,10,2015,59.850405,30.134983000000002
26.3,7,3700000,0,23,2018,60.033265,30.228040000000004
63.0,11,6600000,2,17,2006,59.946247,30.503490000000003
55.0,16,5080000,2,18,2015,60.035212,30.447848999999998
37.8,4,4300000,2,5,0,59.918822999999996,30.281641999999998
125.0,3,10990000,5,6,1860,59.938852000000004,30.349564
73.0,5,6200000,3,12,1985,59.853324,30.206884000000002
25.0,4,2950000,0,18,2018,59.813179000000005,30.370989
76.5,7,13500000,3,22,2013,59.999705000000006,30.199078000000004
115.0,4,11900000,5,6,1903,59.93628199999999,30.381040999999996
31.3,5,3100000,1,5,1961,59.859556000000005,30.295908
32.0,2,2400000,1,4,1963,59.734244,30.083627000000003
41.0,5,4600000,2,5,1960,59.847941000000006,30.333251
92.5,2,9950000,2,4,0,59.910726000000004,30.318788
34.0,10,4390000,0,25,2016,59.987465,30.371761
54.0,17,6399000,2,17,2010,59.881187,30.47725
93.0,5,10999000,5,6,1914,59.958633,30.322596
36.0,3,3950000,1,25,2016,59.869725,30.161825
154.0,3,15900000,5,8,1957,59.872602,30.265751
43.6,6,5100000,1,10,0,59.84573100000001,30.320539
116.0,3,10800000,5,5,0,59.96860600000001,30.380152000000002
32.0,12,6200000,1,12,0,59.863513,30.329234999999997
70.0,3,8250000,2,5,1875,59.937729000000004,30.347865999999996
59.7,7,5199000,3,9,1968,59.827813,30.14906
24.0,5,2970000,0,5,2013,59.874734,29.86212
61.0,3,15500000,2,6,2009,59.955096999999995,30.306642
138.0,4,49999000,3,5,1885,59.937012,30.314476000000003
50.1,2,3300000,2,5,1975,59.664817000000006,30.412247999999998
54.2,12,6650000,1,23,2018,59.868984,30.155707
30.0,1,3819741,1,17,1963,59.966552,30.401271
66.6,13,7390000,3,13,1996,59.833479000000004,30.198279
105.0,2,16500000,3,7,1868,59.925619,30.312455
25.0,3,3000000,0,27,2013,60.040928,30.447184000000004
77.2,1,6000000,2,3,1946,59.929885,30.38803
58.1,7,6300000,3,12,1969,59.919004,30.415446000000003
132.0,3,27000000,4,5,1864,59.936034,30.327285999999997
130.1,2,16000000,3,18,2015,59.851625,30.148063
54.0,3,7099000,2,14,0,59.856537,30.354020000000002
34.3,9,4400000,1,9,1967,59.874277,30.387967
147.0,5,16080000,4,7,0,59.978665,30.3526
72.0,1,10500000,3,7,0,59.856170999999996,30.324788
44.5,1,4450000,1,12,2016,59.838249,30.114439
65.0,5,6800000,2,25,2015,60.05205600000001,30.449052000000002
65.6,9,6800000,3,9,0,59.83243,30.412266
37.0,8,5200000,1,25,2007,60.041112,30.409994
42.1,1,3500000,1,17,2016,60.059459,30.458035
35.0,3,6900000,1,22,2005,59.98485,30.260029
33.0,10,2870000,1,12,1979,59.735872,30.590348
38.7,6,5850000,1,18,2011,59.940366000000004,30.223467
59.6,7,6300000,3,9,1969,59.828419,30.216523
30.2,2,3200000,1,5,1962,59.999687,30.318626000000002
39.0,11,6900000,1,22,0,59.840849,30.312383
41.9,3,3900000,1,12,1965,59.989139,30.290203
38.0,3,4700000,1,17,2009,59.857585,30.470657
41.6,11,6000000,1,14,1979,59.844985,30.398756
55.0,2,5850000,2,12,1989,60.015997,30.238640000000004
65.7,2,9855000,2,10,2017,59.959233,30.272209999999998
56.0,3,7500000,2,4,1917,59.939776,30.292099
57.4,3,15000000,2,6,0,59.863364000000004,30.321599
90.0,2,12980000,3,5,1828,59.92796,30.30163
32.0,6,3500000,1,22,2015,60.048120999999995,30.434724
136.8,3,12300000,4,18,2007,59.977665,30.422831
78.8,2,9600000,3,16,1988,60.040882999999994,30.341254
185.1,2,89800000,3,5,1798,59.937675,30.342458
47.6,2,5200000,1,17,2019,59.82028199999999,30.3382
107.0,4,31500000,3,13,2017,59.983067000000005,30.268590000000003
94.0,2,14000000,3,10,2006,59.909490000000005,30.470989000000003
45.8,1,3753000,2,9,1982,59.93938299999999,30.49969
27.6,2,2625817,0,23,2013,59.864851,30.511782
41.7,5,2741469,2,5,1964,60.100632999999995,29.978218
31.4,5,3320000,1,5,1964,60.099212,29.978425
35.0,10,3800000,1,27,2017,60.079639,30.33608
30.6,1,2150000,1,3,1975,59.655753000000004,30.404514000000002
74.8,2,7200000,3,26,2012,60.074513,30.331777000000002
32.1,7,3400000,1,9,1972,59.827225,30.174527
42.1,4,4299000,1,16,2009,59.792101,30.080806
23.4,11,4990000,0,12,2015,59.983067000000005,30.268590000000003
53.0,2,7900000,2,25,2016,59.987465,30.371761
24.0,4,3300000,0,17,2015,59.850405,30.134983000000002
70.0,3,9100000,2,9,1997,59.828885,30.329109000000003
97.0,11,12800000,3,25,2011,60.054554,30.310568
69.0,4,11500000,3,5,1929,59.928613,30.372066999999998
146.5,9,20900000,5,17,2001,59.947649,30.241272
40.0,3,3970000,1,12,1989,59.842752000000004,30.486719
135.0,6,20000000,3,6,0,59.959949,30.316227
27.3,15,2570000,0,25,2018,60.049535999999996,30.433161
81.4,10,11500000,3,19,2017,60.035351,30.225614
39.1,2,3950000,1,14,1999,60.009615000000004,30.203435
70.0,5,12200000,3,6,1983,59.973001000000004,30.308475
40.0,3,5800000,1,16,2003,60.009741000000005,30.255888
56.8,20,7000000,2,22,2012,59.914773,30.447139
57.5,11,4750000,2,19,2018,60.034124,30.232360999999997
90.0,2,15000000,3,2,1917,59.909224,30.426801
60.0,7,9000000,1,10,0,59.928879,30.26037
26.1,24,3300000,0,24,2016,60.029112,30.248790999999997
57.8,2,5061377,2,24,2013,59.864489,30.512527000000002
40.8,7,5900000,1,22,0,59.840849,30.312383
62.0,23,8900000,2,25,2016,59.862967000000005,30.411925
151.0,16,19900000,5,17,2001,59.947649,30.241272
39.4,11,4650000,1,19,2016,60.052322,30.438587
37.1,16,3476795,1,23,2013,59.864887,30.512365999999997
90.0,3,14500000,3,3,1994,59.717890000000004,30.412608000000002
55.0,1,6199999,3,5,1960,59.87536600000001,30.307388
57.5,5,5800000,3,9,0,59.940568999999996,30.491893
18.7,1,1650000,0,9,1978,59.913495999999995,30.453751
37.3,15,3587347,1,23,2013,59.864887,30.512365999999997
50.2,2,4750000,2,14,1985,60.064384999999994,30.30605
59.0,18,5600000,2,26,2017,60.079792000000005,30.348809000000003
45.4,8,4900000,2,9,1970,59.882166000000005,30.489359999999998
24.7,5,3545000,0,5,2015,59.853356000000005,30.154782
55.0,7,5700000,2,16,1990,59.837947,30.512572
63.2,1,6300000,2,4,1926,59.899026,30.279072999999997
97.7,2,11300000,4,3,1766,59.948248,30.344093
62.1,5,11000000,2,7,0,59.953908,30.328623999999998
48.0,5,7290000,1,24,2011,59.853812,30.349698999999998
24.6,18,2436369,0,23,2013,59.864887,30.512365999999997
47.0,6,4800000,2,9,0,60.054055000000005,30.331634
59.4,4,7600000,2,4,1838,59.926161,30.346760999999997
63.4,4,8200000,2,16,2004,59.83281899999999,30.206031
29.0,3,2900000,1,6,2007,59.757262,30.466552000000004
55.0,1,6399999,3,5,1960,59.87536600000001,30.307388
42.7,9,5680000,1,17,2010,60.023947,30.222821000000003
32.7,3,3210000,0,19,2015,59.863649,30.515078000000003
94.0,4,10770000,3,5,1857,59.937197,30.347776
61.3,8,5600000,3,9,0,59.876698,30.458223999999998
46.0,3,5500000,2,5,1964,59.833339,30.347146999999996
56.0,2,5999000,2,4,1957,59.70391600000001,30.416999999999998
36.0,23,3700000,1,25,2014,59.804038,30.377025
69.0,8,8702556,2,16,2014,59.956182999999996,30.40676
101.6,4,15500000,3,4,1881,59.922837,30.356167
43.7,9,5850000,1,26,2015,59.841544999999996,30.503724
180.0,1,10403000,3,4,2007,60.053295999999996,30.006488
32.0,4,4500000,1,12,1978,59.77678100000001,30.326082
56.7,2,4990000,3,5,0,59.843584,30.435496999999998
45.6,5,4750000,2,9,1972,60.031638,30.333510999999998
92.0,3,7350000,3,5,1902,59.902356999999995,30.273144
63.0,4,5300000,2,4,1954,59.888659,30.423064
111.4,7,22900000,3,24,2011,59.838041000000004,30.350426000000002
124.6,2,21240000,3,10,2017,59.959233,30.272209999999998
63.0,16,6800000,2,24,2018,60.027494,30.253974
34.0,2,4200000,1,15,2008,59.842612,30.493357
30.0,9,3650000,1,9,1968,59.874277,30.387967
107.5,1,6767000,1,4,2007,60.053295999999996,30.006488
29.0,4,2650000,1,5,1973,59.86998199999999,29.912416999999998
40.0,10,5200000,1,18,2016,59.940217000000004,30.203812
36.1,5,4940000,1,5,2015,59.853356000000005,30.154782
50.0,7,6850000,2,13,1996,60.025066,30.240534999999998
53.0,5,8850000,2,5,1959,59.989603,30.295351
20.0,5,2930000,0,7,1917,59.905976,30.293454999999998
41.0,17,3790000,1,19,2017,60.036429000000005,30.237372999999998
85.0,4,11450000,3,5,2004,59.734356999999996,30.411610999999997
110.9,3,15380000,2,8,2014,59.85533100000001,30.319839
129.0,1,7979000,2,4,2007,60.052398,30.001763
59.9,5,5200000,3,5,1968,59.988271,30.418231
31.0,2,3400000,1,5,1969,60.099126,29.979305
29.1,1,3190000,1,9,0,59.914899,30.508952
188.7,8,27400000,4,8,2014,59.85533100000001,30.319839
27.2,1,3150000,1,9,1964,59.84786,30.264862
43.7,3,4800000,1,5,2016,59.688618999999996,30.407415000000004
105.7,7,23900000,3,16,2012,59.963539000000004,30.273171
39.6,9,3250000,1,9,2017,59.774204000000005,30.602269
48.0,1,6000000,2,9,0,60.016128,30.40225
47.0,2,4700000,2,9,1974,60.04211,30.333447999999997
71.1,7,7335000,3,9,2017,60.058147,30.274203999999997
87.0,4,8250000,4,6,0,59.929136,30.356391
50.0,6,5600000,2,9,1975,59.82556999999999,30.405510999999997
198.5,1,11413000,3,4,2007,60.053295999999996,30.006488
116.4,3,16400000,3,4,1877,59.929736,30.359688000000002
44.4,3,6700000,1,9,2018,60.031535,30.292593
34.2,2,3335000,1,9,2017,60.058475,30.275965000000003
36.0,16,5550000,1,16,0,59.832001,30.351989
47.0,1,4950000,2,12,0,59.837802,30.426702000000002
70.1,8,9200000,2,28,2015,59.841544999999996,30.503724
146.8,1,8200000,2,4,2015,60.054145,30.005788
42.7,1,4400000,2,5,1959,59.893370999999995,30.411161
25.4,6,3250000,0,18,2018,59.82459300000001,30.337419
144.7,2,19005000,2,8,2014,59.85533100000001,30.319839
82.0,2,10600000,3,10,2017,59.959233,30.272209999999998
113.0,5,10850000,3,5,1882,59.921705,30.307640000000003
87.0,1,9500000,3,7,0,59.925858,30.301639
75.1,9,6300000,3,9,1973,59.840745,30.38087
139.9,2,18375000,3,8,2014,59.85533100000001,30.319839
30.4,1,3450000,1,5,1964,59.862605,30.457811
34.0,7,4250000,1,9,1966,59.860437,30.369335999999997
17.0,2,2390000,0,6,1873,59.913230000000006,30.311978000000003
62.0,3,13000000,2,8,1975,59.982811,30.310370000000002
127.5,1,7370000,2,4,2013,60.053431,30.001107
156.8,4,22190000,3,8,2014,59.85533100000001,30.319839
55.0,2,5350000,2,12,1989,60.023812,30.249959000000004
152.4,9,27505000,3,10,2017,59.959233,30.272209999999998
154.0,4,38000000,3,8,2006,59.967659999999995,30.285406
129.1,1,7878000,2,4,2007,60.051625,30.002239000000003
69.0,2,6840000,3,7,1957,59.86914599999999,30.257523
31.0,5,3900000,1,9,1971,60.034263,30.412166999999997
90.0,4,12500000,3,7,1912,59.960841,30.298423
33.6,2,3300000,1,5,0,59.973136,30.404155
41.3,4,4500000,1,19,2015,60.051778000000006,30.429209000000004
35.4,9,4350000,1,12,1998,60.032537,30.296815000000002
35.8,6,3030000,1,8,2001,59.848094999999994,30.107118
175.5,1,9950000,3,4,2007,60.052398,30.001763
67.8,12,9550000,2,13,2018,59.983670999999994,30.356714
43.0,14,3999000,1,14,2017,59.810961999999996,30.360434
52.6,13,6000000,2,14,1986,60.065642000000004,30.306067
55.8,5,5260000,3,5,1963,59.86166600000001,30.344012
61.0,5,6000000,2,7,1913,59.90370600000001,30.274221999999998
136.0,1,10500000,4,2,2014,60.055425,30.007198
109.2,12,20085000,3,23,2018,60.033265,30.228040000000004
88.0,10,12000000,3,20,2005,59.957723,30.222192
29.2,5,2950000,1,5,1969,59.876391000000005,29.888090000000002
79.2,6,5800000,3,9,2013,59.738126,30.46462
48.9,4,5900000,1,13,2009,60.00904,30.294434000000003
119.6,1,7878000,2,4,2007,60.053295999999996,30.006488
63.4,7,6545000,2,9,2017,60.058147,30.274203999999997
34.7,3,3900000,1,14,1983,60.044689,30.365536
24.4,4,3150000,0,20,2017,60.039413,30.224294
201.0,4,34900000,4,4,1953,59.860816,30.327681
36.1,3,4250000,1,12,1978,59.77678100000001,30.326082
211.6,3,15750000,5,3,2014,60.051396,30.002346999999997
336.0,2,260000000,5,3,2002,59.977539,30.282244
37.5,12,5000000,1,25,2017,59.862967000000005,30.411925
29.0,2,2750000,1,5,1965,59.87341,29.897011
60.0,20,6800000,2,25,2009,59.997009999999996,30.208088
36.0,20,3470000,1,24,2018,59.831087,30.545037
174.4,1,10400000,3,4,2013,60.053431,30.001107
97.7,1,9700000,3,8,2006,59.89986999999999,30.283896999999996
58.2,2,6750000,2,4,2015,60.053633,30.006120000000003
57.7,2,6800000,2,5,1936,59.981334,30.347677
44.7,4,4650000,2,9,1978,60.95156600000001,28.535299
104.0,7,10300000,3,7,1913,59.925461999999996,30.341416
23.0,3,2905000,0,17,2019,59.82028199999999,30.3382
38.5,6,4500000,1,9,1981,59.882166000000005,30.489359999999998
26.9,14,3400000,0,23,2013,59.863513,30.505943
79.4,4,6445000,4,5,1917,59.909346,30.323908000000003
86.8,1,6650000,4,9,1988,59.836378,30.504441999999997
85.0,3,9700000,3,3,1917,59.724437,30.416533
168.8,1,11700000,2,4,2015,60.054145,30.005788
62.5,4,8880000,2,20,2010,59.997009999999996,30.208088
73.0,1,6700000,3,5,1901,59.944621,30.383017
84.0,5,15990000,3,6,0,59.96416899999999,30.303489000000003
96.4,1,8120000,3,4,2018,59.753322999999995,30.372946999999996
45.0,4,4450000,2,5,1962,59.856953000000004,30.306229
19.0,7,1990000,0,7,0,59.941051,30.414071999999997
68.2,4,6800000,2,4,1956,59.704756,30.415473
99.4,5,12000000,2,5,1873,59.924366000000006,30.3473
62.0,4,5700000,3,9,1971,59.872191,30.360514000000002
58.6,9,4480000,3,9,1972,59.914899,30.508952
125.1,10,19354365,3,11,2012,59.963539000000004,30.273171
62.0,6,8900000,2,16,2008,60.034263,30.412166999999997
102.0,5,14900000,3,7,1953,59.877618999999996,30.320881
28.0,12,3350000,0,20,2016,60.035526000000004,30.238739000000002
45.5,3,4270000,2,5,1962,59.885693,30.487221999999996
71.3,2,7300000,3,5,1904,59.912617000000004,30.344336
63.9,6,6900000,2,17,2010,59.859705000000005,30.506428000000003
57.0,1,7220000,2,5,2018,59.724437,30.416533
37.1,5,6000000,1,6,1900,59.944098,30.362994
65.0,4,5700000,3,5,0,59.861123,30.501307
92.7,22,17880000,3,23,2012,59.993418999999996,30.222883000000003
110.0,9,31997000,3,9,2016,59.94079,30.383871000000003
33.1,1,3490000,1,14,1976,59.84120600000001,30.395396
25.1,3,3200000,0,23,2017,59.822711,30.33308
36.0,14,5590000,1,24,2009,60.031000000000006,30.238577000000003
57.5,3,4750000,3,9,0,59.955980000000004,30.474042999999998
42.0,3,4690000,2,6,1975,59.852633,30.256337
71.4,9,6800000,3,9,1980,60.055362,30.319937
22.9,3,2875000,0,17,2019,59.82028199999999,30.3382
130.0,4,33000000,5,6,0,59.949163,30.356975
133.8,1,10071000,5,2,1950,59.888948,30.264826
79.8,6,8100000,3,16,1988,60.012547999999995,30.250704
