adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Санкт-Петербург, Ленинский проспект, 109, подъезд 2, Дачное, Санкт-Петербург",40.4,4/22,23509,5250000,1,25,2006,59.852606,30.288407
"Санкт-Петербург, 9-я Советская улица, 5, Смольнинское, Санкт-Петербург",112.0,8/8,27203,15900000,2,6,1906,59.938189,30.37195
"территория Детскосельский, посёлок Шушары, Пушкинский район, Санкт-Петербург, Центральная улица, 14к4, Пушкин, Санкт-Петербург",42.0,2/9,26279,3300000,1,9,2013,59.727159,30.467468
"Санкт-Петербург, Маршала Тухачевского ул. 1, Полюстрово, Санкт-Петербург",41.7,2/5,25293,4100000,2,5,1965,59.960899,30.431832
"Санкт-Петербург, Введенская улица, 14, Введенский, Санкт-Петербург",28.0,3/6,24400,3700000,0,6,1912,59.955953,30.305106
"Куйбышева ул, 5, Посадский, Санкт-Петербург",187.0,2/6,23511,25000000,7,6,1913,59.954592,30.327888
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",87.1,3/10,27205,14850600,2,12,2017,59.959233,30.27221
"Пушкин, Санкт-Петербург, улица Генерала Хазова, 32, Пушкин, Санкт-Петербург",52.0,2/5,26281,5600000,3,5,1970,59.739804,30.415779
"ул Гатчинская, 31-33, Петровский округ, Санкт-Петербург",95.1,2/7,25294,8290000,4,,1910,59.963242,30.297183
"Санкт-Петербург, улица Крыленко, 1к1с8, Народный, Санкт-Петербург",24.8,12/25,24401,3500000,0,16,2017,59.891665,30.454047
"Санкт-Петербург, улица Рентгена, 19, Посадский, Санкт-Петербург",154.5,5/9,23514,28550000,5,9,2018,59.964822,30.326271
"Ломоносов, Санкт-Петербург, Владимирская улица, 25, Ломоносов, Санкт-Петербург",43.0,5/5,26283,2999000,2,5,1971,59.908028,29.768965
"Санкт-Петербург, 21-я линия Васильевского острова, 16к7, № 7, Санкт-Петербург",72.5,2/5,27207,7290000,3,,,59.931359,30.26726
"Ленинградская область, Ломоносовский район, Аннинское городское поселение, деревня Куттузи, Уланская улица, 5, Красное Село, Санкт-Петербург",25.0,12/12,25303,2250000,0,12,2016,59.74592,30.06531
"Санкт-Петербург, улица Шаврова, 11, Юнтолово, Санкт-Петербург",49.0,7/10,24403,5500000,2,10,1989,60.023353,30.235388
"Санкт-Петербург, Авангардная улица, 11, Урицк, Санкт-Петербург",57.8,4/5,23515,4400000,3,5,1969,59.839203,30.178165
"Санкт-Петербург, улица Белинского, 11, Литейный округ, Санкт-Петербург",98.0,6/6,26286,11000000,3,6,1912,59.938076,30.347022
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Галицкая улица, 19к6, Пушкин, Санкт-Петербург",72.5,3/4,27209,6100000,3,4,2010,59.736548,30.455475
"Санкт-Петербург, Комендантский проспект, 69, Коломяги, Санкт-Петербург",38.0,6/24,23516,5000000,1,27,2017,60.039413,30.224294
"Котельникова аллея, 1, Комендантский аэродром, Санкт-Петербург",54.0,13/15,25308,5800000,2,9,1977,60.01289,30.293275
"Санкт-Петербург, Новочеркасский проспект, 51, Малая Охта, Санкт-Петербург",43.0,2/7,24404,5300000,2,7,1964,59.924316,30.415949
"Санкт-Петербург, 5-й Предпортовый проезд, 2, Пулковский меридиан, Санкт-Петербург",116.0,7/22,27212,18500000,3,,,59.840849,30.312383
"Санкт-Петербург, Бестужевская улица, 7к3, Пискарёвка, Санкт-Петербург",37.4,1/22,26287,4249000,1,25,2017,59.985404,30.387257
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",47.9,12/17,27213,5340000,1,18,2019,59.820282,30.3382
"Санкт-Петербург, Большая Пороховская улица, 34, Большая Охта, Санкт-Петербург",41.2,6/7,25315,4450000,2,7,1964,59.953516,30.425705
"Санкт-Петербург, Кузнецовская улица, 14, Новоизмайловское, Санкт-Петербург",43.0,1/5,23517,5900000,2,5,1960,59.872331,30.303696
"Россия, Санкт-Петербург, Калининский р-н, метро Гражданский проспект, Просвещения просп., 99, № 21, Санкт-Петербург",44.0,17/20,24405,6100000,1,25,2008,60.051917,30.335559
"ул Псковская, 1/13, Коломна, Санкт-Петербург",114.8,3/4,26289,9800000,5,,,59.920533,30.282478
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",76.6,3/10,27214,13826300,2,12,2017,59.959233,30.27221
"Санкт-Петербург, улица Рентгена, 19, Посадский, Санкт-Петербург",107.2,8/9,23520,21950000,4,9,2018,59.964822,30.326271
"Санкт-Петербург, Ленинский проспект, 82к1, Южно-Приморский округ, Санкт-Петербург",28.3,7/14,24406,3490000,0,20,2011,59.858367,30.196257
"Павловск г, Пионерская (Динамо) ул, 13, Павловск, Санкт-Петербург",30.6,3/3,25317,2390000,1,3,1975,59.655753,30.404514
"Санкт-Петербург, Средний проспект Васильевского острова, 99/18, Гавань, Санкт-Петербург",85.0,5/5,26290,9500000,3,5,1956,59.932324,30.23908
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",76.7,2/10,27217,13460800,2,12,2017,59.959233,30.27221
"26-я линия В.О., д. 7, № 7, Санкт-Петербург",87.0,5/10,23521,13250000,3,,,59.928879,30.26037
"Санкт-Петербург, Комендантский проспект, 35к2, Юнтолово, Санкт-Петербург",55.0,8/9,24410,6300000,2,9,1989,60.023416,30.243967
"ул восьмая Советская, 10, Смольнинское, Санкт-Петербург",85.0,3/6,26291,7750000,3,6,1897,59.937414,30.372255
"г. Санкт-Петербург, Шушары, Переведенская улица, 4к2с2, Шушары, Санкт-Петербург",89.3,4/4,25320,9376000,2,4,2018,59.806903,30.387994
"Санкт-Петербург, Детская улица, 34, подъезд 1, Гавань, Санкт-Петербург",44.5,6/6,27219,4800000,2,6,1901,59.933595,30.247336
"Санкт-Петербург, Малодетскосельский проспект, 36, Семёновский, Санкт-Петербург",76.9,2/6,23522,11000000,2,5,1977,59.911547,30.321105
"Санкт-Петербург, улица Маршала Захарова, 12к1, Южно-Приморский округ, Санкт-Петербург",95.4,9/10,24413,7500000,3,14,2010,59.859352,30.159148
"Санкт-Петербург, проспект Обуховской Обороны, 79, Невская застава, Санкт-Петербург",101.0,2/5,25321,7925000,4,5,1951,59.901071,30.426091
"ул. Заводская, д. 15, лит. К, Рыбацкое, Санкт-Петербург",25.0,10/24,26293,2450000,0,25,2018,59.831087,30.545037
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",88.8,16/25,27221,9046000,3,29,2017,60.053952,30.327196
"Петропавловская ул, 6, Аптекарский остров, Санкт-Петербург",95.3,1/6,23524,12500000,4,7,1910,59.966831,30.314575
"ул. Жукова, д. 1, Финляндский округ, Санкт-Петербург",181.6,14/14,27223,27315000,5,15,,59.962435,30.405062
"Санкт-Петербург, Дивенская улица, 9/3, Посадский, Санкт-Петербург",58.9,3/4,25323,8650000,2,4,1930,59.960543,30.323459
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",74.0,6/11,26296,13070000,2,14,2012,59.963539,30.273171
"Россия, Санкт-Петербург, Выборгский р-н, метро Проспект Просвещения, Композиторов ул., 18, Шувалово-Озерки, Санкт-Петербург",69.0,2/25,24424,9600000,2,25,2010,60.056481,30.312176
"Санкт-Петербург, улица Софьи Ковалевской, 13к2, Гражданка, Санкт-Петербург",31.4,8/9,23528,3400000,1,,,60.015651,30.416408
"Санкт-Петербург, Невский проспект, 74-76, Литейный округ, Санкт-Петербург",285.0,4/5,27224,34000000,9,,1862,59.933023,30.347336
"Россия г Санкт-Петербург, наб Обводного канала, д. 147-149, Измайловское округ, Санкт-Петербург",81.9,1/4,25325,7700000,3,4,1863,59.909278,30.312517
"Санкт-Петербург, набережная Лейтенанта Шмидта, 21, № 7, Санкт-Петербург",177.9,3/4,26297,55350000,4,,2015,59.936517,30.283834
"посёлок Мурино, Всеволожский район, Ленинградская область, Охтинская аллея, 6, Санкт-Петербург",38.0,17/22,24427,3990000,1,22,2015,60.048121,30.434724
