area,floor,floors_total,latitude,longitude,price,rooms,year
37.0,2,2,53.385009,50.171852,1250000,1,0
77.0,9,12,53.201186,50.144875,4150000,3,1979
32.0,3,5,53.210624,50.174331,2000000,1,1966
31.0,5,5,53.215343,50.212707,1850000,1,1968
24.9,4,5,53.222703,50.232641,1550000,1,1972
75.0,6,24,53.18970600000001,50.148199,5200000,2,1985
47.0,5,9,53.235085,50.22196,2500000,2,1971
28.2,5,9,53.208187,50.281312,1550000,1,1982
46.0,2,3,53.324944,50.31445,2250000,2,2013
41.0,4,4,53.51779000000001,50.13821,1350000,2,1964
33.0,4,9,53.24153,50.233638,2450000,1,1974
50.0,2,3,53.184181,50.084554,3470000,2,1
29.0,1,9,53.252554,50.249664,1650000,1,1979
38.0,2,4,53.134356,50.25023,2249000,1,1959
73.9,4,10,53.21908000000001,50.244822,4150000,3,2002
48.0,4,5,53.14524100000001,50.04554,1590000,2,1969
46.5,3,5,53.211692000000006,50.171834,2350000,2,1967
44.0,1,5,53.212307,50.156769,2400000,2,1969
67.6,8,10,53.267437,50.217899,5600000,2,1
56.0,1,10,53.142049,50.040294,2350000,1,2011
50.0,1,4,53.213175,50.155107,2700000,2,1936
56.0,12,13,53.13424300000001,50.250508,3560000,2,0
31.0,2,2,53.078886,50.230988,777000,1,1965
44.3,1,3,53.31965600000001,50.305764,2000000,2,2010
45.6,1,3,53.32259300000001,50.31511500000001,1800000,2,2014
32.0,4,5,53.19501500000001,50.171196,1900000,1,1967
44.6,1,5,53.24370699999999,50.215744,2500000,2,1967
62.5,5,16,53.150091,50.075382,3900000,2,2017
36.0,21,24,53.19210699999999,50.134069,2850000,1,2017
62.0,2,9,53.190974,50.14356400000001,4300000,3,1984
30.0,5,9,53.20085200000001,50.109985,3000000,1,1982
74.0,4,13,53.189269,50.11674,5690000,2,2025
43.7,9,14,53.239488,50.275922,2490000,1,2004
78.0,1,9,53.198462,50.216678,5100000,3,1996
38.1,1,10,53.239116,50.27571500000001,2000000,1,2002
30.0,4,9,53.339834,50.227314,1350000,1,1996
35.0,6,9,53.19795,50.155988,1990000,2,1990
45.6,23,24,53.21899300000001,50.167711,2920000,1,2015
21.6,8,9,53.209352,50.143788,1950000,1,1975
74.5,4,5,53.217381,50.267343,3200000,3,1955
54.0,12,15,53.195473,50.115393,4290000,1,2006
22.0,9,9,53.207944,50.281707,1350000,1,1982
66.0,6,16,53.18179,50.094893,5000000,2,1
42.0,7,12,53.24805,50.188426,3000000,1,2004
56.0,11,12,53.21202099999999,50.217217,3770000,2,2000
63.0,1,9,53.25628199999999,50.244759,3100000,3,1972
40.0,3,10,53.26169599999999,50.222562,3200000,1,2012
57.5,1,2,53.24849200000001,50.077268,2500000,3,1953
63.0,9,10,53.190812,50.147148,3950000,3,1986
50.0,8,9,53.193413,50.206473,2800000,2,1981
57.0,1,9,53.109401,50.077978,2250000,3,1974
50.0,2,4,53.189345,50.112419,3600000,2,1948
49.2,5,11,53.24280200000001,50.181131,3700000,2,2016
38.0,6,10,53.141287,50.04309600000001,1900000,1,2002
38.0,2,5,53.37426600000001,50.183889,1300000,1,1977
36.7,3,3,53.322104,50.310318,1590000,1,2010
30.4,1,5,53.196941,50.166417,1850000,1,1965
24.0,8,9,53.197615,50.135659,1910000,1,1978
46.0,5,9,53.250259,50.265375,2680000,2,1975
74.0,2,10,53.233403,50.25367,4560000,2,2007
28.5,5,9,53.19024,50.142279,2200000,1,1988
76.4,4,9,53.180247,50.192998,2903200,1,0
63.5,1,3,53.149864,50.141372,1750000,3,2010
70.0,1,12,53.192868,50.1428,3350000,3,1984
62.0,6,9,53.23989200000001,50.22938900000001,3350000,3,1973
53.8,2,5,53.11625400000001,50.150894,2800000,2,2016
37.0,6,9,53.111773,50.144256,2095000,1,2017
65.0,1,5,53.257721,50.240887,3550000,3,1970
29.0,2,3,53.373547,50.370954,1350000,1,2015
33.0,9,9,53.239046,50.224933,2249000,1,1976
106.1,3,10,53.23103100000001,50.248586,7248000,4,1994
47.0,5,9,53.125274,50.093869,2350000,2,1975
37.8,8,10,53.142049,50.040294,1650000,1,2011
70.0,11,25,53.218125,50.166426,6200000,2,2016
88.6,4,18,53.251348,50.248218,4100000,4,1989
29.9,2,3,53.314395,50.310785,1350000,1,2013
56.0,2,5,53.346274,50.230566,2699000,3,1968
33.0,2,5,53.30215,50.283854,1550000,1,1989
74.0,24,26,53.212571,50.181823,4001400,2,1969
66.0,3,4,53.091201,50.120837,2200000,3,1954
83.0,3,16,53.216303,50.244687,5650000,3,2010
72.0,3,25,53.18970600000001,50.148199,3250000,2,1985
89.0,14,18,53.222724,50.195235,7000000,2,2013
77.0,2,4,53.299669,50.289037,2750000,3,1958
74.6,7,17,53.208176,50.207874,4700000,2,2012
80.2,17,22,53.242985,50.182084,5970000,2,2009
33.9,5,5,53.21418900000001,50.198137,1950000,1,1968
52.0,5,5,53.34450500000001,50.212752,2070000,2,1984
33.3,2,5,53.215559,50.272733,1450000,1,1976
12.6,1,5,53.217624,50.231365,850000,1,1969
33.0,6,9,53.34280699999999,50.221807,1780000,1,1980
144.0,16,16,53.198554,50.178975,8500000,4,2010
42.6,1,2,53.31819300000001,50.28901,1520000,2,1967
34.0,5,5,53.237515,50.278284,1450000,1,1960
41.9,2,5,53.209109,50.238974,2400000,2,1960
55.0,8,12,53.213607,50.136557,4560000,2,1972
55.0,2,2,53.203748,50.176918,1680000,3,1957
42.1,1,16,53.147374,50.078957,1726100,1,0
27.0,9,9,53.23296600000001,50.323299,1100000,1,1995
44.0,4,5,53.188611,50.192226,2900000,2,1964
44.0,5,16,53.246207,50.190788,3180000,1,2005
38.0,3,9,53.093878,50.164863,2000000,1,2017
57.0,1,9,53.246488,50.256545,3100000,3,1972
42.0,3,15,53.20512900000001,50.141174,3000000,1,2005
39.0,15,19,53.241606,50.18556,2670000,1,0
64.2,3,9,53.25548000000001,50.233916,3550000,3,1971
67.5,6,9,53.235726,50.230548,3250000,3,1969
45.0,2,16,53.195295,50.152053,2370000,1,2017
37.0,5,9,53.249306,50.236351,2180000,1,1971
53.0,2,4,53.116022,50.081445,1650000,2,1957
108.0,20,20,53.223236,50.194013,7100000,3,2012
40.0,1,10,53.347097,50.211405,2350000,1,2009
54.0,2,5,53.121437,50.094498,2700000,2,1986
105.6,2,3,53.189517,50.106203,4500000,4,1951
49.9,3,9,53.214663,50.214073,3100000,2,1987
31.0,1,5,53.25551700000001,50.243537,2000000,1,1971
37.0,2,3,53.250459,50.388292,2000000,1,2013
55.0,2,3,53.319102,50.313408,2700000,2,2012
32.0,2,9,53.20865600000001,50.278365,1600000,1,1981
41.0,3,6,53.136053,50.129703000000006,1900000,1,2015
35.0,4,16,53.256148,50.24069,1560000,1,1975
57.0,2,13,53.243233,50.187294,4400000,2,2015
30.0,3,3,53.22867,50.178904,2300000,1,1941
39.3,19,23,53.192247,50.134751,2635110,1,2017
37.0,2,3,53.28779,50.220729,2100000,1,2015
70.9,3,10,53.234136,50.215043,4600000,3,1974
70.0,1,10,53.187332,50.138947,4050000,3,1989
46.0,4,9,53.210252,50.173316,3400000,2,1971
30.7,5,5,53.211611,50.224134,1700000,1,1962
33.0,2,5,53.517314,50.137707,850000,1,1960
46.1,2,5,53.19935699999999,50.249996,2490000,2,1983
86.1,4,6,53.20190899999999,50.113704,7190000,4,1959
83.0,2,9,53.202011,50.135542,4600000,3,1972
51.0,2,2,53.133697,50.121995,1990000,2,1960
170.0,5,9,53.20241600000001,50.120163,15800000,4,2002
34.1,1,1,53.147201,50.06824,680000,2,1970
44.0,2,4,53.226449,50.259995,2500000,2,1958
64.0,4,9,53.191875,50.150418,3600000,3,1986
45.0,5,5,53.19119,50.123954,2550000,2,1961
33.0,4,5,53.21431800000001,50.196636,1900000,1,1965
44.2,13,17,53.208176,50.207874,2880000,1,2012
70.1,16,16,53.146947,50.078113,2804000,2,0
70.0,2,9,53.21599499999999,50.222319,3730000,3,1987
43.6,1,5,53.48689200000001,49.851755,1350000,2,1966
42.0,3,5,53.253001,50.232542,2330000,2,1969
43.0,5,9,53.246353000000006,50.268259,2350000,2,1974
30.0,4,9,53.209967000000006,50.13839,2650000,1,1974
49.0,8,10,53.24496800000001,50.186935,3180000,1,2009
30.0,5,9,53.093586,50.165438,1600000,1,2017
64.5,1,9,53.22450300000001,50.213156,2750000,3,1972
22.0,3,5,53.235095,50.054667,960000,1,1935
53.0,6,10,53.188805,50.143519,2990000,1,2009
50.0,2,3,53.32466899999999,50.315241,2050000,2,2013
33.1,2,3,53.116119,50.159248,2000000,1,2013
58.2,15,25,53.243303,50.186548,4450000,2,2015
30.0,4,5,53.135728,50.079038,1400000,1,0
56.0,4,5,53.200237,50.165618,2600000,3,1960
50.0,2,2,53.19730799999999,50.220756,2050000,2,1946
35.0,7,9,53.195565,50.161162,1900000,2,1978
30.3,3,5,53.244866,50.250284,1750000,1,1971
30.8,3,5,53.226002,50.296116,1350000,1,1974
55.0,4,5,53.189291,50.112563,3100000,2,1948
46.0,3,5,53.196617,50.193474,2450000,2,1963
40.0,12,17,53.186339,50.134868,2700000,1,2016
13.0,4,5,53.213871,50.29662800000001,750000,1,1973
54.0,3,10,53.24566899999999,50.209222,3150000,2,1992
32.7,7,9,53.212814,50.137312,2600000,1,1972
185.0,16,17,53.235095,50.054667,10999000,4,1
40.8,1,5,53.23008299999999,50.190492,2149000,2,1962
36.2,1,8,53.195214,50.163381,2050000,1,1977
61.0,3,5,53.134356,50.25023,2598000,3,1967
44.0,3,5,53.209794,50.165537,2700000,2,1963
94.3,22,24,53.204002,50.182362,6000000,3,2013
54.5,7,9,53.200339,50.139773,3750000,3,1978
80.0,12,16,53.256234,50.198469,5700000,3,2014
47.0,5,5,53.243513,50.240663,2400000,2,1968
43.0,4,5,53.211752,50.234824,2500000,2,1967
50.0,3,3,53.32654599999999,50.314235,2430000,2,2014
50.7,10,10,53.231101,50.248622,3100000,2,1994
68.0,2,10,53.20783100000001,50.168286,4300000,3,1959
14.7,1,5,53.515424,50.141345,480000,1,1966
68.5,1,10,53.18944200000001,50.137976,4100000,3,1
45.0,5,5,53.247484,50.075301,3100000,2,1972
25.0,2,9,53.193413,50.206473,1400000,1,1981
63.0,6,10,53.43275500000001,50.246511,2200000,2,2015
48.0,8,9,53.235095,50.054667,3700000,2,1970
59.0,3,5,53.24169200000001,50.214728,3420000,3,1967
63.0,7,9,53.202281000000006,50.222939,4750000,3,1993
57.3,3,3,53.445322,49.800524,2590000,2,2012
26.0,13,18,53.296031000000006,50.29979,1300000,1,1974
43.0,2,6,53.237402,50.289639,1750000,1,1963
44.3,20,27,53.215769,50.261701,2525100,1,0
59.0,5,5,53.19371999999999,50.135883,3188000,3,1974
43.7,9,27,53.215769,50.261701,2490900,1,0
45.0,6,10,53.349333,50.211809,2690000,1,2008
92.0,11,22,53.21899300000001,50.167711,11500000,2,2015
47.0,4,5,53.245652,50.25332,2100000,2,1971
71.0,15,16,53.155626,50.076064,6078000,3,2014
44.4,1,9,53.239046,50.224933,2800000,2,1976
47.0,3,3,53.31953299999999,50.309231,1900000,2,2011
47.0,2,3,53.318398,50.306635,2500000,2,2011
75.0,5,6,53.18199,50.078274,5090000,2,2002
50.6,15,16,53.193947,50.177898,3100000,1,0
33.2,5,5,53.115827,50.15729,1595000,1,2014
60.0,3,5,53.155566,50.089333,2800000,3,1999
20.5,1,9,53.207701,50.283171,1250000,1,1980
65.0,2,2,53.189738,50.21474600000001,2700000,3,1955
80.0,5,9,53.23596800000001,50.251559,4250000,4,1988
52.8,14,17,53.237036,50.180377,3670000,1,1
43.0,2,5,53.209934,50.172175,2500000,2,1962
128.7,8,10,53.239881,50.060515,11500000,3,2006
63.2,2,2,53.20051700000001,50.220576,2900000,2,1950
30.0,1,3,53.318123,50.311181,1380000,1,2012
45.0,5,5,53.12101,50.085155,1700000,2,1962
34.0,1,3,53.323728,50.313112,1500000,1,2013
48.0,5,5,53.120108,50.090294,2200000,2,1979
76.6,8,12,53.231985,50.258818,3900000,4,1978
77.0,16,17,53.22462700000001,50.201748,4600000,2,2017
17.0,2,5,53.20415799999999,50.231374,1300000,1,1962
26.0,6,9,53.223301,50.196609,1460000,1,1989
68.0,1,5,53.17152,50.19054600000001,2500000,2,2009
56.3,2,5,53.344489,50.213668,2550000,2,1983
36.0,3,3,53.318188,50.30673400000001,1590000,1,2011
32.6,4,5,53.225625,50.208332,2200000,1,1966
43.0,4,5,53.203079,50.105978,4450000,2,1960
40.4,14,14,53.24559300000001,50.190213,2950000,1,1
58.0,4,5,53.209848,50.241193,2840000,2,1959
30.3,3,3,53.188233,50.28557,1150000,1,1974
30.0,1,5,53.243244,50.239019,1450000,1,1969
56.0,2,13,53.243233,50.187294,4150000,2,2015
38.0,3,3,53.31829499999999,50.31154,1610000,1,2012
48.2,3,5,53.12174,50.09183,1900000,2,1976
90.0,3,10,53.257575,50.236998,4820000,4,0
26.0,8,9,53.214469,50.222957,1400000,1,1987
37.5,13,24,53.186339,50.134868,1795000,1,2016
92.0,5,7,53.18199,50.078274,6050000,3,2002
94.0,11,18,53.261012,50.232551,5135000,3,1997
39.0,4,5,53.186566000000006,50.195576,2100000,2,1969
41.6,1,24,53.191335,50.1345,2769000,1,2015
74.0,5,5,53.236286,50.278545,4100000,3,1958
52.0,1,2,53.243863,50.310408,2050000,3,1956
53.8,6,7,53.160766,50.374575,3000000,2,1982
35.0,6,9,53.19795,50.155988,2100000,2,1990
89.9,5,5,53.22342,50.270469,3960000,4,1983
30.0,1,4,53.215052,50.156383,1000000,1,1954
35.0,1,3,53.295794,50.285588,1590000,1,2014
61.0,9,9,53.251488,50.253338,3090000,3,1978
40.0,9,9,53.23296600000001,50.323299,1300000,1,1995
23.1,5,5,53.25126700000001,50.236495,1050000,2,1970
43.0,5,5,53.195538,50.10178300000001,1700000,2,1966
56.0,5,5,53.232115,50.217235,3200000,3,1966
42.0,11,17,53.197291,50.153724,2660000,1,2012
52.0,5,5,53.200889,50.250823,2150000,2,1985
33.2,1,2,53.136884,50.233054,1350000,1,1984
46.0,1,5,53.223959,50.256815,2400000,2,1969
76.8,3,6,53.186296,50.097382,6600000,3,1935
92.0,7,16,53.23020699999999,50.245729,6000000,3,2007
60.0,4,9,53.203354,50.164288,3470000,3,1971
42.2,3,5,53.187203,50.124088,2300000,2,1962
27.0,2,3,53.150614,50.141947,950000,1,2010
43.0,1,9,53.248761,50.210408,2240000,1,1986
56.0,5,5,53.218238,50.271421,2500000,3,1966
22.0,6,9,53.249252,50.226568,1550000,1,1977
61.0,2,3,53.187828,50.126074,2770000,2,1957
63.0,1,4,53.343801,50.216498,2600000,2,1956
43.0,1,4,53.144857,50.040455,1650000,2,1965
30.0,4,5,53.137689,50.078741,1400000,1,0
88.0,9,10,53.22419100000001,50.198631,6395000,3,2005
79.7,7,10,53.233403,50.25367,5400000,3,2007
29.0,9,9,53.238949,50.213588,1850000,1,1976
80.0,3,5,53.249182,50.254982,2700000,4,1972
23.0,3,9,53.200862,50.225832,1550000,1,1981
56.0,1,3,53.20790600000001,50.158171,2800000,0,1957
31.0,2,4,53.117578,50.085066,1300000,1,1956
76.0,2,12,53.191934,50.139548,4700000,3,1991
53.0,2,9,53.214329000000006,50.159123,3800000,2,1986
63.0,2,9,53.214027,50.224763,3100000,3,1992
45.0,2,10,53.218449,50.22355,2797000,1,1990
41.9,8,21,53.217257,50.163866,3600000,1,1913
61.0,2,9,53.261238,50.236791,4000000,3,1980
18.6,5,5,53.20429300000001,50.230988,1150000,1,1969
46.0,8,9,53.18565400000001,50.195513,2950000,1,2013
43.0,7,18,53.206752,50.186746,2870000,1,2008
29.0,8,9,53.143113,50.04978,1220000,1,1988
50.0,20,24,53.218249,50.165662,3770000,1,2016
31.0,1,3,53.318462,50.311908,1380000,1,2012
93.0,3,4,53.25005400000001,50.186566,6350000,3,2017
61.0,9,9,53.24395,50.259788,2490000,3,1973
51.0,12,25,53.189863,50.148181,2130000,1,1985
50.0,2,2,53.190645,50.096411,2500000,1,1900
35.0,6,9,53.191298,50.196088,1900000,2,0
43.7,2,5,53.23928299999999,50.279353,2100000,2,1960
30.7,4,9,53.22929,50.210731,1840000,1,1977
56.6,1,9,53.245722,50.194624,3500000,2,1991
31.0,4,5,53.14524100000001,50.04554,1550000,1,1969
18.0,4,5,53.25229,50.234698,1000050,1,1969
33.0,2,5,53.21730600000001,50.269103,1600000,1,1965
162.0,2,14,53.259886,50.207713,9950000,4,2010
38.0,2,3,53.319274,50.313777,1550000,1,2012
90.0,4,10,53.195128,50.181266,6000000,3,1
70.0,4,9,53.21599499999999,50.222319,3300000,3,1987
42.0,3,5,53.243632,50.248433,2900000,2,1960
54.0,17,22,53.218184,50.170244,3630000,1,2013
50.9,4,5,53.119313,50.091722,2250000,2,1981
39.0,3,3,53.287774,50.221807,2300000,1,2014
45.0,5,5,53.212409,50.192306,2150000,2,1966
68.0,1,9,53.341726,50.215348,3099000,3,1986
56.1,3,10,53.14121700000001,50.045926,3180000,2,1999
30.8,9,9,53.24440799999999,50.21949,1900000,1,1979
61.0,9,10,53.14056899999999,50.022606,3850000,1,1
64.0,2,4,53.213882,50.249601,2299000,3,1950
46.0,5,5,53.160766,50.374575,2600000,2,1965
62.0,3,5,53.125652,50.090393,2400000,3,1978
32.0,3,5,53.195678,50.169911,1869000,1,1968
128.0,7,18,53.259886,50.207713,8500000,3,2010
59.6,4,4,53.195177,50.094291,4600000,3,1917
102.0,18,23,53.224266,50.151757,6000000,2,2015
60.0,5,9,53.24629399999999,50.265088,2680000,3,1973
35.0,2,3,53.32768100000001,50.315088,1550000,1,2014
44.3,4,5,53.25445600000001,50.264756,2250000,2,1973
32.0,5,5,53.214,50.20897,1970000,1,1968
45.0,5,16,53.246191,50.189585,2950000,1,2005
32.0,5,5,53.296585,50.283863,1350000,1,0
49.2,4,16,53.153325,50.074501,2350000,1,2016
82.0,4,10,53.134356,50.25023,5300000,3,2000
44.0,5,5,53.24596500000001,50.247831,2150000,2,1969
73.8,6,16,53.252764,50.212069,7000000,2,2014
56.0,10,10,53.236761,50.262627,3400000,2,2005
43.0,10,16,53.244941,50.189396,3350000,1,2006
31.0,1,3,53.295794,50.285588,1350000,1,2014
60.0,2,9,53.250545,50.259545,2800000,3,1975
34.0,3,6,53.190882,50.095199,3700000,1,1900
47.0,2,3,53.322738,50.314693,2210000,2,2013
52.0,9,10,53.27644100000001,50.26419,4050000,2,2011
85.2,2,9,53.300718,50.27717,3650000,4,1984
38.0,7,9,53.37375600000001,50.186476,1650000,1,1974
100.0,9,9,53.19130799999999,50.102358,6100000,3,1
57.0,3,5,53.24254300000001,50.23982700000001,3000000,3,1968
28.5,4,9,53.234632,50.274107,1700000,1,1982
90.0,16,20,53.261437,50.213641,6000000,2,2007
69.0,6,10,53.23008299999999,50.248334,5400000,2,2006
33.4,7,9,53.256148,50.24069,1800000,2,1975
31.2,1,9,53.11036800000001,50.139333,1400000,1,2017
33.0,2,5,53.217063,50.239306,2000000,1,1981
44.0,5,5,53.21145,50.152915,2950000,2,1960
67.0,2,10,53.221403,50.253194,4200000,2,1952
70.0,5,10,53.233376,50.251416,4800000,2,2005
44.5,3,5,53.25370699999999,50.232829,2450000,2,1970
44.2,1,5,53.20338100000001,50.112437,3890000,2,1962
48.0,8,8,53.209265,50.127933,3800000,2,1976
61.0,6,9,53.24819,50.227754,3900000,3,1971
50.6,1,5,53.242457,50.175984,2650000,2,1990
46.6,9,26,53.212571,50.181823,2351440,1,1969
122.0,14,14,53.232869,50.225086,5800000,3,2000
43.0,5,5,53.39118000000001,50.167441,1600000,2,1960
33.0,4,5,53.245297,50.23742,2150000,1,1969
54.0,1,5,53.292274,50.289971,2000000,2,1993
33.0,15,24,53.235095,50.054667,2900000,0,0
42.7,3,5,53.12338199999999,50.092162,1900000,2,1975
70.0,3,4,53.345376,50.216866,2550000,2,1946
80.0,5,9,53.23596800000001,50.251559,3850000,3,1988
82.8,4,4,53.187861,50.106526,6500000,3,1994
47.0,6,10,53.276856,50.262222,2850000,1,2009
70.0,20,24,53.218546,50.167324,5790000,2,2015
37.0,3,3,53.29905,50.323748,1380000,1,0
44.5,1,5,53.20866700000001,50.237447,2350000,2,1959
43.0,3,5,53.202599,50.159545,2500000,2,1962
60.0,1,5,53.222309,50.27496,2500000,3,1970
50.0,8,16,53.209826,50.162626,3830000,1,2009
44.0,5,5,53.188325,50.13503,2750000,2,1
31.0,3,5,53.191201,50.19925900000001,1800000,1,1964
100.0,4,9,53.187521,50.14201,7000000,3,2006
39.8,4,16,53.199174,50.179137,3500000,1,2010
33.0,4,9,53.11334100000001,50.142486,2000000,1,2015
122.4,2,9,53.19174,50.089575,12000000,2,1998
51.4,3,5,53.197545,50.216238,3250000,2,1981
25.0,5,5,53.22625,50.24484,1400000,1,1970
51.0,2,2,53.44248,49.806247,960000,2,1993
45.0,5,5,53.202928,50.114818,2750000,2,1960
32.0,4,9,53.11334100000001,50.142486,1800000,1,2015
45.0,1,5,53.24540500000001,50.23751,2200000,2,1969
36.0,4,9,53.12032900000001,50.079002,1550000,1,1977
66.4,16,27,53.215769,50.261701,3518140,2,0
60.0,3,16,53.267066,50.218744,3550000,1,2007
35.0,2,5,53.29651,50.284204,1550000,1,1985
38.2,2,9,53.094981,50.167738,1950000,1,2017
34.0,5,9,53.160766,50.374575,1995000,1,1982
48.0,9,9,53.236901,50.287735,2800000,2,1986
81.4,20,20,53.21627,50.164045,6300000,3,2009
100.0,14,24,53.260328,50.223757,7500000,3,2015
38.5,3,11,53.148114,50.061449,1900000,1,2002
77.0,3,5,53.197545,50.216238,4550000,4,1981
46.5,2,3,53.191136,50.101954,3100000,2,1
33.0,6,9,53.238356,50.224251,2250000,1,1981
47.0,9,21,53.239881,50.060515,2550000,1,2014
39.0,2,2,53.190828,50.10870900000001,1590000,2,1917
32.0,22,24,53.19210699999999,50.134069,3150000,1,2017
40.0,7,10,53.263872,50.214935,2300000,1,1993
84.0,3,10,53.21833,50.24431,5590000,3,2007
70.0,8,24,53.191335,50.1345,4243467,2,2015
61.3,8,9,53.233775,50.259141,2999999,3,1987
41.5,19,22,53.203419,50.183961,3300000,1,2014
61.0,2,9,53.255539,50.220244,3330000,2,1981
99.4,8,15,53.19816,50.15314,5099000,3,0
80.8,12,12,53.25479,50.247571,3480000,3,0
54.0,12,12,53.192868,50.1428,3200000,2,1984
44.0,6,6,53.136053,50.129703000000006,2150000,1,2015
42.0,1,4,53.246261,50.062689,2550000,2,1931
94.0,3,4,53.23613,50.182353000000006,3150000,4,1933
45.0,15,24,53.204002,50.182362,3500000,1,2013
56.5,2,4,53.11490300000001,50.077232,2450000,2,1957
101.4,6,10,53.197076,50.155709,6990000,3,2000
44.0,4,5,53.296897,50.285929,1750000,2,0
83.2,4,4,53.18644200000001,50.0936,6000000,4,1917
28.8,3,9,53.239569,50.195558,2100000,1,1987
55.7,4,13,53.134356,50.25023,3600000,2,2000
35.0,1,2,53.347924,50.209042,1450000,2,1955
64.0,4,5,53.217953,50.224906,3500000,4,1968
67.0,9,10,53.188082,50.190618,3850000,3,1988
80.8,9,14,53.193121,50.141426,6300000,2,2001
42.3,7,17,53.225145,50.152143,2700000,1,1926
36.0,2,3,53.32537900000001,50.313238,1500000,1,2014
66.0,5,15,53.244295,50.058709,7400000,2,2011
48.8,9,9,53.190672,50.17319000000001,2150000,2,1978
73.0,1,4,53.298915,50.288812,2850000,3,1958
49.2,6,9,53.245798,50.233288,2950000,2,1975
36.4,1,3,53.319355,50.309384,1650000,1,2011
74.0,3,4,53.182427,50.083386,4500000,3,1
30.0,1,5,53.25164399999999,50.37682,1450000,1,1984
91.6,2,10,53.147088,50.05879,3755600,3,1995
53.0,8,9,53.248099,50.214001,3200000,2,1986
75.0,1,9,53.235095,50.054667,4200000,3,1971
49.0,1,12,53.195312,50.141399,2950000,2,1979
32.0,1,5,53.21418900000001,50.198137,1850000,1,1968
74.9,11,12,53.20748,50.21690200000001,4550000,3,1994
35.0,1,2,53.228217,50.237959,1350000,1,1958
30.0,3,4,53.23469100000001,50.287896,1600000,1,1963
87.0,8,10,53.218449,50.22355,5100000,3,1990
38.0,8,9,53.194125,50.21092,2040000,1,1987
44.1,4,5,53.109795,50.080394,1800000,2,1969
52.7,6,9,53.201747,50.148442,4000000,2,1982
61.0,1,3,53.188794,50.284788,1700000,3,1974
54.0,12,12,53.19760400000001,50.14413,3450000,2,0
83.0,20,25,53.242231,50.187518,6699999,3,2015
47.0,3,4,53.1886,50.126828,2800000,2,1950
157.4,16,17,53.235095,50.054667,11200000,5,1
73.8,3,10,53.266479,50.21380300000001,4500000,3,1995
68.0,3,9,53.192571,50.105484,4600000,2,2002
57.0,5,5,53.34843000000001,50.222436,2550000,3,1
60.0,4,13,53.18837900000001,50.142791,3850000,2,0
35.0,4,5,53.117524,50.156284,1800000,1,2014
63.2,3,5,53.228002,50.296951,2900000,4,1976
62.0,3,5,53.188589,50.200346,3100000,3,1964
33.0,4,5,53.22636800000001,50.205548,2100000,1,1966
58.0,4,10,53.235586,50.067827,3690000,2,2004
34.8,6,9,53.189161,50.244014,1600000,2,1984
44.6,1,2,53.21977,50.230763,1950000,3,1955
150.0,4,9,53.195473,50.115393,10500000,4,2006
74.0,1,5,53.160766,50.374575,3250000,3,1958
32.0,4,5,53.341834,50.227467,1500000,1,1972
31.0,2,3,53.32537900000001,50.313238,1300000,1,2014
25.0,6,9,53.199978,50.286585,950000,1,1945
32.0,5,5,53.347795,50.221403,1450000,1,1968
37.0,8,9,53.264351,50.214109,2450000,1,1992
39.2,4,19,53.205501,50.1906,3000000,1,2012
37.0,3,5,53.25164399999999,50.37682,1730000,2,1984
43.0,7,9,53.250545,50.259545,2550000,2,1975
43.3,4,5,53.214599,50.190429,2650000,2,1962
44.0,4,5,53.209789,50.234024,2657000,2,1961
58.0,5,5,53.245523,50.24370800000001,2500000,3,1968
31.6,3,5,53.240533,50.23274,1950000,1,1968
200.0,2,10,53.224088,50.176083,17000000,4,2010
44.0,5,5,53.18887,50.201622,2398000,2,1964
43.0,7,16,53.151079,50.075499,2550000,1,2017
62.4,3,5,53.211622,50.156482,3550000,3,1969
62.0,4,9,53.206574,50.121259,5600000,3,0
30.0,4,9,53.235429,50.053454,2800000,1,1967
32.0,1,2,53.226864,50.252565,1400000,1,1941
26.0,2,5,53.251946,50.235282,1150000,0,1969
46.0,4,5,53.231473,50.185443,2150000,2,1961
47.0,3,3,53.445472,49.79737100000001,2560000,2,2015
57.4,5,5,53.212307,50.156769,3150000,3,1969
55.0,2,10,53.351999,50.2141,3050000,2,0
46.0,2,5,53.228083,50.210381,2550000,2,1
100.0,22,24,53.217014,50.167594,7500000,3,2015
55.0,6,9,53.242047,50.197526,3500000,2,1988
33.9,4,5,53.189836,50.175238,2200000,1,1990
41.0,4,10,53.22801800000001,50.274907,2200000,1,1992
40.0,9,17,53.189911,50.215223,2580000,1,2011
65.0,2,5,53.247129,50.234132,3000000,3,1970
35.2,12,19,53.254849,50.199969,2680000,1,2014
58.0,3,4,53.19539200000001,50.094399,4800000,3,1933
129.0,4,10,53.183231000000006,50.079685,9400000,3,2003
53.0,3,16,53.248487,50.237501,3400000,1,2009
55.0,17,24,53.19210699999999,50.134069,3600000,2,2017
64.5,2,9,53.193952,50.149268,3700000,3,1985
54.0,4,9,53.244580000000006,50.194453,3250000,2,1989
21.2,5,5,53.20851,50.282111,848000,1,1983
44.0,3,5,53.24849200000001,50.077268,2850000,1,2008
37.1,2,10,53.147088,50.05879,1650000,1,1995
75.0,9,12,53.246816,50.188875,4475000,2,2004
120.0,20,24,53.252145,50.209455,8300000,3,2010
71.6,10,12,53.211002,50.214728,4400000,3,1994
35.8,6,9,53.190747,50.173648,1570000,2,1978
