adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"посёлок Сухая Самарка, Самара, Белорусская улица, 22, Куйбышевский, Самара, Самарская область",62.0,2/10,3100000,2,10,2008,53.146996,50.061988
"Самара, Ставропольская улица, 82, Промышленный, Самара, Самарская область",60.0,5/5,2370000,3,5,1966,53.220206,50.226883
"Самара, улица Степана Разина, 174, Самарский, Самара, Самарская область",86.0,11/14,12000000,2,12,2008,53.1929,50.089593
"Самара, улица Фадеева, 64, Промышленный, Самара, Самарская область",62.0,2/9,3300000,2,9,1990,53.238351,50.213111
"пгт Волжский, Жилгородок, 45, Самара, Самарская область",40.7,9/10,1485000,1,10,2015,53.435576,50.122076
"Самара, Арцыбушевская улица, 27А, Ленинский, Самара, Самарская область",68.0,1/5,5200000,3,1,1880,53.188541,50.112716
"Россия, Самарская область, Самара, Г.С.Аксакова ул, 3, Железнодорожный, Самара, Самарская область",45.6,3/5,2400000,2,5,1970,53.182195,50.152646
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",44.3,7/27,1906190,1,,,53.215769,50.261701
"Самара, улица Мечникова, 50, Железнодорожный, Самара, Самарская область",56.2,2/5,3500000,3,5,1966,53.189674,50.134419
"Самарская область,Самара,Советский район,Красных Коммунаров улица,30, Советский, Самара, Самарская область",46.5,5/5,2250000,2,5,1960,53.209411,50.250221
"Самара, Московское шоссе, 123, Промышленный, Самара, Самарская область",22.3,8/9,1750000,1,9,1977,53.237655,50.208665
"посёлок Мехзавод, Самара, 1-й квартал, 36, подъезд 4, Красноглинский, Самара, Самарская область",47.8,5/10,2430000,1,10,2014,53.31049,50.285866
"Самарская область,Самара,Промышленный район,Теннисная улица,25б, Промышленный, Самара, Самарская область",38.1,6/9,2450000,2,5,1973,53.217397,50.273317
"Россия, Самарская область, Самара, Аэродромная ул, 103, Советский, Самара, Самарская область",43.8,1/5,2350000,2,5,1964,53.191422,50.203949
"Самара, улица Антонова-Овсеенко, 3, Советский, Самара, Самарская область",68.1,7/9,4250000,3,9,1978,53.211363,50.191489
"Самарская область, Кинельский район, село Алакаевка, Юбилейная улица, 27, Самара, Самарская область",43.5,2/2,1400000,2,2,1981,53.416631,50.746657
"Россия, Самарская область, Самара, Победы, 90, Советский, Самара, Самарская область",50.2,1/5,2530000,2,5,1958,53.211401,50.244669
"Самара, Чернореченская улица, 31, Железнодорожный, Самара, Самарская область",62.9,4/5,3200000,3,5,1974,53.19372,50.135883
"Самарская область,Самара,Железнодорожный район,Тухачевского улица,40, Железнодорожный, Самара, Самарская область",51.0,19/24,2200000,1,12,1985,53.189452,50.147355
"Самара, Киевская улица, 13, Железнодорожный, Самара, Самарская область",102.4,3/17,7760000,3,17,2012,53.197291,50.153724
"Самарская область,Самара,Железнодорожный район,Пензенская улица,66, Железнодорожный, Самара, Самарская область",75.0,7/12,4150000,3,12,1984,53.193806,50.144911
"г. Самара, Заводское шоссе, д. 42, Промышленный, Самара, Самарская область",28.0,2/9,1450000,1,9,1982,53.208483,50.277718
"Самара, Московское шоссе, 81, Промышленный, Самара, Самарская область",52.0,1/12,2900000,2,12,1982,53.234723,50.202008
"Самара, Нагорная улица, 148, Кировский, Самара, Самарская область",85.0,6/10,4300000,4,10,1992,53.236335,50.256563
"Самара, Славный переулок, 4, Советский, Самара, Самарская область",59.0,1/5,2499000,3,4,1936,53.214437,50.248918
"Самара, поселок Прибрежный, улица Никонова, 3, Красноглинский, Самара, Самарская область",50.0,9/9,850000,2,9,1977,53.486726,49.855905
"Самара, улица Гагарина, 108, Советский, Самара, Самарская область",47.0,3/5,2500000,2,5,1961,53.201682,50.210336
"Самара, Землянский проезд, 10, Кировский, Самара, Самарская область",63.0,1/5,2900000,3,5,1978,53.24645,50.311603
"Самара, улица Николая Панова, 50, Октябрьский, Самара, Самарская область",71.8,13/17,6000000,2,17,2009,53.209826,50.162626
"Самарская область,Самара,Куйбышевский район,Кишиневская улица,16, Куйбышевский, Самара, Самарская область",62.6,1/2,1700000,2,2,1952,53.116524,50.07619
"Самара, улица Свободы, 153, Кировский, Самара, Самарская область",40.0,1/9,2000000,1,9,1987,53.227366,50.271852
"ул Мориса Тореза103, Советский, Самара, Самарская область",47.0,2/9,3500000,2,9,1982,53.196957,50.201469
"Самара, улица Аминева, 8А, Промышленный, Самара, Самарская область",108.0,9/15,6200000,3,10,2000,53.247247,50.210497
"Самара, Ново-Садовая улица, 30, Октябрьский, Самара, Самарская область",70.0,8/9,5200000,3,9,1970,53.235095,50.054667
"ул. Виталия Талабаева, д. 6, Куйбышевский, Самара, Самарская область",63.1,1/16,2524000,2,,,53.147374,50.078957
"Самара, проезд 9 Мая, 14, Советский, Самара, Самарская область",68.0,6/9,4500000,3,2,1950,53.199099,50.218681
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 20, Самара, Самарская область",35.0,3/5,1890000,1,5,2014,53.116433,50.155062
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 34, Красноглинский, Самара, Самарская область",30.5,3/3,1560000,1,3,2012,53.318462,50.311908
"Самарская область,Самара,Кировский,Енисейская улица,43, Кировский, Самара, Самарская область",86.0,8/9,3900000,4,9,1978,53.233279,50.270361
"Самара, Хасановская улица, 6, Куйбышевский, Самара, Самарская область",43.9,4/5,2100000,2,5,1982,53.120621,50.092055
"Самара, улица Василия Татищева, 8, Куйбышевский, Самара, Самарская область",30.0,2/5,1370000,1,,,53.137603,50.078113
"Центральная 1, Октябрьский, Самара, Самарская область",42.2,15/16,2800000,1,3,1963,53.219414,50.190366
"Самара, Партизанская улица, 234, Советский, Самара, Самарская область",56.0,5/5,2600000,3,5,1964,53.189852,50.207236
"Самара, Ново-Вокзальная улица, 231, Промышленный, Самара, Самарская область",36.0,3/9,2150000,1,,1,53.242667,50.215151
"Самара, проспект Кирова, 347, Кировский, Самара, Самарская область",44.2,2/5,2400000,2,5,1969,53.247554,50.229658
"Самара, улица Алексея Толстого, 139, Самарский, Самара, Самарская область",117.0,8/9,12300000,3,9,2003,53.192992,50.088677
"Россия, Самарская область, Самара, Вилоновская, 18А, Ленинский, Самара, Самарская область",181.2,10/24,21000000,4,26,2007,53.198581,50.103113
"посёлок Управленческий, Красноглинский район, Самара, улица Парижской Коммуны, 18, Красноглинский, Самара, Самарская область",40.0,1/10,2350000,1,10,2009,53.34722,50.211809
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 22, подъезд 1, Красноглинский, Самара, Самарская область",68.0,3/3,2800000,3,3,2010,53.321604,50.310282
"Самара, улица Мичурина, 6, Ленинский, Самара, Самарская область",43.0,2/9,2600000,2,9,1976,53.198775,50.128679
"Самарская область,Самара,Советский,Карла Маркса проспект,248, Советский, Самара, Самарская область",43.0,2/5,2350000,2,5,1966,53.223727,50.207084
"Авроры 201, Советский, Самара, Самарская область",69.2,9/9,3990000,3,9,1976,53.21104,50.190752
"Самара, Арцыбушевская улица, 82, Ленинский, Самара, Самарская область",51.7,1/2,1950000,3,2,1894,53.195171,50.116632
"Самара, 7-я просека, 104, Промышленный, Самара, Самарская область",36.0,17/19,2790000,1,1,2014,53.256061,50.199484
"Центральная улица, 25, Октябрьский, Самара, Самарская область",109.0,11/22,7750000,3,22,2013,53.220864,50.193717
"ул. Мечникова, д. 5, Железнодорожный, Самара, Самарская область",62.5,2/22,2880000,2,19,2016,53.186339,50.134868
"ул Ново-Садовая, 23, Октябрьский, Самара, Самарская область",89.9,8/14,6600000,3,14,1977,53.209648,50.136404
"Самара, Олимпийская улица, 16, Кировский, Самара, Самарская область",53.0,8/9,2850000,2,9,1988,53.235009,50.286558
"Самара, Ново-Вокзальная улица, 15, Промышленный, Самара, Самарская область",92.0,15/16,6500000,3,17,2010,53.216303,50.244687
"Самара, проспект Кирова, 62, Промышленный, Самара, Самарская область",58.5,2/2,2400000,3,2,1941,53.221295,50.25959
"ул Ленинская, 119, Ленинский, Самара, Самарская область",177.0,9/9,11500000,5,9,2007,53.192226,50.110829
"Самарская область,Самара,Волжский р-н район,Южный город,Луговая улица,21, Самара, Самарская область",70.0,5/5,4200000,3,5,2014,53.118427,50.155718
"Самарская область,Самара,Октябрьский район,Ерошевского улица,70, Октябрьский, Самара, Самарская область",59.2,8/9,4800000,3,9,1984,53.213515,50.163983
"Самара, Алма-Атинская улица, 132, Кировский, Самара, Самарская область",77.0,2/5,2850000,4,5,1973,53.252786,50.265609
"Самара, Ташкентская улица, 121, Кировский, Самара, Самарская область",30.0,4/9,1625000,1,9,1975,53.246805,50.250778
"Самара, улица Мориса Тореза, 40, Железнодорожный, Самара, Самарская область",32.0,1/5,1870000,1,5,1965,53.196795,50.174089
"Самара, проспект Карла Маркса, 412А, Кировский, Самара, Самарская область",35.0,8/9,1740000,2,9,1988,53.242522,50.242648
"Самара, улица Свободы, 3, подъезд 1, Советский, Самара, Самарская область",62.0,5/5,2200000,3,5,1961,53.208516,50.23044
"Самара, улица Стара Загора, 84А, Промышленный, Самара, Самарская область",51.0,9/10,3290000,1,9,1974,53.234136,50.215043
"Самара, улица Советской Армии, 144, Советский, Самара, Самарская область",52.8,3/5,2950000,3,5,1968,53.215408,50.209707
"Самара, Солнечная улица, 14, Октябрьский, Самара, Самарская область",40.0,17/19,3400000,1,,,53.241509,50.185524
"Самара, улица Георгия Димитрова, 112, Промышленный, Самара, Самарская область",70.0,1/12,3850000,3,12,1984,53.261351,50.221636
"Самара, Пролетарская улица, 171, Железнодорожный, Самара, Самарская область",42.0,3/5,2650000,2,5,1962,53.201968,50.155529
"Самара, улица Осипенко, 39, Ленинский, Самара, Самарская область",106.0,9/10,7500000,3,10,2003,53.198117,50.147427
"Самара, поселок Мехзавод, 1-й квартал, 37, Красноглинский, Самара, Самарская область",81.2,10/10,3380000,3,10,2015,53.308838,50.287582
"посёлок Соцгород, Самара, Пугачевский тракт, 29А, Куйбышевский, Самара, Самарская область",44.6,4/5,2000000,2,5,1972,53.123588,50.090968
"посёлок Сухая Самарка, Самара, Белорусская улица, 112, Куйбышевский, Самара, Самарская область",60.0,4/5,2400000,3,5,1967,53.143415,50.043285
"ул Краснодонская, 5, Промышленный, Самара, Самарская область",60.6,2/3,3100000,2,3,1951,53.215467,50.264351
"Самара, Ташкентская улица, 152, Кировский, Самара, Самарская область",61.0,2/9,3650000,3,9,1972,53.256929,50.243942
"Самара, улица Калинина, 34, Промышленный, Самара, Самарская область",41.5,13/15,2500000,1,19,1,53.222239,50.244723
"Самара, Солнечная улица, 4, Октябрьский, Самара, Самарская область",41.6,3/18,3000000,1,20,2012,53.240355,50.184779
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 40, Красноглинский, Самара, Самарская область",30.0,3/3,1400000,1,3,2012,53.318936,50.313031
"Самара, улица Мира, 21, микрорайон Крутые Ключи, Красноглинский, Самара, Самарская область",38.0,1/3,1650000,1,3,2015,53.312948,50.30633
"Самара, улица Стара Загора, 149, Промышленный, Самара, Самарская область",43.6,4/9,2950000,2,9,1973,53.237618,50.228625
"Самара, Теннисная улица, 25Б, Промышленный, Самара, Самарская область",34.0,4/9,1500000,1,5,1973,53.217397,50.273317
"Владимирская улица, 46А, Ленинский, Самара, Самарская область",95.0,2/18,4900000,4,9,1979,53.194243,50.139827
"Кирова 275, Кировский, Самара, Самарская область",45.0,5/5,2188000,2,5,1969,53.242613,50.235453
"Россия, Самара, улица Василия Татищева, 7, Куйбышевский, Самара, Самарская область",41.5,3/5,1660000,1,,,53.136053,50.079846
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",43.6,24/27,2485200,1,,,53.215769,50.261701
"Самарская область,Самара,Промышленный,6-я просека,157, Промышленный, Самара, Самарская область",50.0,11/14,3060000,1,14,2006,53.245114,50.190725
"Самара, Вольская улица, 89, Промышленный, Самара, Самарская область",88.6,15/17,5400000,3,18,2009,53.220309,50.246457
"Самара, улица Победы, 7А, Советский, Самара, Самарская область",18.0,3/5,1240000,1,5,1962,53.204158,50.231374
"Самарская область,Самара,Ленинский район,Дачная улица,30, Ленинский, Самара, Самарская область",108.0,4/16,7300000,2,15,2003,53.197032,50.146888
"Самара, проспект Масленникова, 23, Октябрьский, Самара, Самарская область",75.0,3/4,3437000,3,4,1954,53.210074,50.156715
"ул. Лейтенанта Шмидта/Профсоюзная/Саперная, Секция Б1-3, Октябрьский, Самара, Самарская область",63.0,2/17,3400000,2,14,2003,53.225215,50.150463
"Самара, проспект Металлургов, 6, Кировский, Самара, Самарская область",42.0,1/4,2150000,2,4,1958,53.226449,50.259995
"ул Революционная, 4, Октябрьский, Самара, Самарская область",100.0,19/23,8500000,2,1,1913,53.217257,50.163866
"Самара, улица Красных Коммунаров, 24, Советский, Самара, Самарская область",42.9,5/5,1800000,2,5,1961,53.208101,50.248065
"Самара, Ташкентская улица, 125, Кировский, Самара, Самарская область",30.3,8/9,2000000,1,9,1975,53.247646,50.249709
"Самара, улица Чкалова, 42, Ленинский, Самара, Самарская область",100.4,10/10,7200000,3,,,53.203166,50.121115
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 62, Красноглинский, Самара, Самарская область",30.5,3/3,1400000,1,3,2014,53.326546,50.314235
"Самара, проспект Ленина, 6, Октябрьский, Самара, Самарская область",53.0,4/9,3500000,3,9,1967,53.206342,50.131356
"Самарская область,Самара,Промышленный район,Заводское шоссе,59, Промышленный, Самара, Самарская область",22.0,2/9,1300000,1,9,1983,53.208268,50.282506
"Самара, 6-я просека, 140, подъезд 2, Промышленный, Самара, Самарская область",53.5,15/16,3990000,1,16,2009,53.24701,50.191498
"Самарская область, Самара, Зубчаниновское шоссе, д.120А, Кировский, Самара, Самарская область",57.0,4/5,2749000,3,5,1983,53.229527,50.295334
"Самарская область,Самара,Кировский район,Карла Маркса проспект,372, Кировский, Самара, Самарская область",18.0,4/5,850000,1,5,1970,53.224503,50.213156
"Самара, проспект Карла Маркса, 512, Кировский, Самара, Самарская область",60.0,3/9,2750000,3,9,1975,53.250259,50.265375
"Самарская область, Волжский район, жилой район Южный Город - 1, Луговая улица, 7, Самара, Самарская область",52.0,4/5,2215000,2,5,2014,53.118411,50.161009
"Карла Маркса пр-кт, 39, Железнодорожный, Самара, Самарская область",54.0,3/9,3650000,2,12,2003,53.195031,50.14607
"Самара, Осетинская улица, 4, Куйбышевский, Самара, Самарская область",61.0,14/16,3400000,2,17,2014,53.154827,50.075966
"Самарская область,Самара,Куйбышевский район,Осетинская улица, Куйбышевский, Самара, Самарская область",55.8,6/16,2030000,2,,,53.147379,50.074942
"Самара, Партизанская улица, 178, Советский, Самара, Самарская область",43.4,5/5,2000000,2,5,1964,53.187877,50.198262
"ул. Виталия Талабаева, д. 4, Куйбышевский, Самара, Самарская область",39.7,2/16,1707100,1,,,53.146947,50.078113
"Самара, улица 22 Партсъезда, 37, Промышленный, Самара, Самарская область",38.0,9/9,1500000,2,9,1977,53.213903,50.227089
"проспект Кирова 318, Промышленный, Самара, Самарская область",80.0,10/16,4690000,2,16,2004,53.254041,50.219166
"Самара, Цеховая улица, 181, Кировский, Самара, Самарская область",56.0,2/5,2350000,3,5,1971,53.248632,50.312762
"Красноармейская улица, 119, Железнодорожный, Самара, Самарская область",54.0,5/5,3600000,2,5,1959,53.188535,50.120127
"Самара, проспект Металлургов, 93, Кировский, Самара, Самарская область",30.5,5/5,1745000,1,5,1961,53.239078,50.280243
"Садовая ул, 256, Ленинский, Самара, Самарская область",146.0,5/9,9500000,3,9,2002,53.202416,50.120163
"Самара, проспект Кирова, 44, подъезд 5, Промышленный, Самара, Самарская область",65.0,3/3,2690000,3,,,53.217715,50.262851
"Самара, Ялтинская улица, 28Б, Октябрьский, Самара, Самарская область",68.7,1/9,4490000,3,10,1993,53.206283,50.188031
"ул. Солдатская, д. 12, Красноглинский, Самара, Самарская область",37.0,6/12,1950000,1,,,53.348596,50.214468
"Самарская область,Самара,Промышленный,Силовая улица,4, Промышленный, Самара, Самарская область",56.0,1/9,2640000,2,9,1987,53.243373,50.203041
"Самара, 5-я просека, 95Б, Октябрьский, Самара, Самарская область",50.6,8/14,3525000,1,13,2009,53.243653,50.182641
"Самара, Красноглинский район, посёлок Управленческий, Солдатская улица, 12, Красноглинский, Самара, Самарская область",38.0,11/12,2200000,1,,,53.348596,50.214468
"посёлок Управленческий, Красноглинский район, Самара, улица Гайдара, 8, Красноглинский, Самара, Самарская область",58.0,3/4,2000000,3,4,1960,53.347957,50.222993
"Самарская область,Самара,Куйбышевский район,Таганская улица,4, Куйбышевский, Самара, Самарская область",40.0,1/2,1050000,2,2,1954,53.137716,50.126415
"Самарская область,Самара,Октябрьский район,Невская улица,4, Октябрьский, Самара, Самарская область",31.0,1/5,2600000,1,5,1962,53.209174,50.129056
"Самара, Вилоновская улица, 23, Ленинский, Самара, Самарская область",103.0,6/6,7900000,3,7,1999,53.196148,50.108467
"посёлок Соцгород, Самара, Бакинская улица, 30А, Куйбышевский, Самара, Самарская область",30.6,5/5,1350000,1,5,1978,53.120151,50.081032
"Самара, улица Дыбенко, 120, подъезд 5, Советский, Самара, Самарская область",88.0,3/13,6000000,3,13,2012,53.207103,50.220325
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 54А, Красноглинский, Самара, Самарская область",57.0,1/3,2900000,2,3,2013,53.325836,50.316202
"Самара, Демократическая улица, 188, Кировский, Самара, Самарская область",65.0,1/3,3690000,2,3,2013,53.250459,50.388292
"Самара, улица Промышленности, 296, подъезд 1, Советский, Самара, Самарская область",44.4,5/5,2150000,2,5,1968,53.200701,50.225122
"посёлок Мехзавод, Самара, 11-й квартал, 31, Красноглинский, Самара, Самарская область",32.7,5/5,1700000,1,5,1984,53.295331,50.288687
"Самарская область,Самара,Промышленный район,Карла Маркса проспект,288, Промышленный, Самара, Самарская область",44.4,4/5,2100000,2,5,1966,53.230616,50.220747
"ул Русская, 1, Советский, Самара, Самарская область",65.0,2/2,2600000,4,2,1956,53.183911,50.20986
"Самара, Физкультурная улица, 140, Кировский, Самара, Самарская область",30.0,3/5,1680000,1,5,1960,53.29644,50.363364
"Самара, проспект Карла Маркса, 410, Кировский, Самара, Самарская область",12.5,3/5,1200000,1,1,1968,53.244596,50.245217
"посёлок Соцгород, Самара, улица Игоря Егорова, 1, Куйбышевский, Самара, Самарская область",40.0,2/5,1475000,1,5,1995,53.105714,50.083853
"Самара, проспект Ленина, 6, Октябрьский, Самара, Самарская область",45.0,5/9,3450000,2,9,1967,53.206342,50.131356
"Самара, проспект Кирова, 201, Кировский, Самара, Самарская область",66.0,5/10,3570000,3,10,1994,53.231031,50.248586
"Самара, Ново-Вокзальная улица, 144, Промышленный, Самара, Самарская область",56.0,4/9,2890000,3,9,1976,53.240458,50.212366
"ул. Дзержинского, д.40, Железнодорожный, Самара, Самарская область",46.0,5/5,2100000,2,5,1962,53.187645,50.174726
"Самара, улица Стара Загора, 137, Промышленный, Самара, Самарская область",70.0,8/9,3900000,3,9,1968,53.234352,50.220316
"Самара, Хасановская улица, 38, Куйбышевский, Самара, Самарская область",56.9,1/5,1900000,2,5,1992,53.124847,50.096187
"посёлок Красная Глинка, Красноглинский район, Самара, 4-й квартал, Красноглинский, Самара, Самарская область",72.0,8/9,3050000,3,4,1960,53.390594,50.168438
"Самарская область,Самара,Октябрьский район,5-я просека,125, Октябрьский, Самара, Самарская область",68.0,1/10,4200000,2,16,2017,53.243341,50.180053
"Самарская область,Самара,Кировский район,Демократическая улица,188, Кировский, Самара, Самарская область",36.4,3/3,1900000,1,3,2013,53.290153,50.222274
"Самарская область,Самара,Октябрьский район,Съездовская улица,8, Октябрьский, Самара, Самарская область",53.7,2/10,3500000,2,10,1995,53.207184,50.186746
"Самара, Ленинская улица, 102, Самарский, Самара, Самарская область",90.0,3/4,8000000,3,4,1994,53.187861,50.106526
"ул Дыбенко, 8, Октябрьский, Самара, Самарская область",58.0,5/5,2850000,3,5,1969,53.205949,50.183198
"Самара, проспект Карла Маркса, 472Б, Кировский, Самара, Самарская область",54.0,6/12,2840000,2,12,1995,53.247377,50.258638
"Самара, улица Мичурина, 139, Октябрьский, Самара, Самарская область",37.3,4/5,2300000,2,5,1967,53.213154,50.161153
"Самара, улица Гастелло, 12, Октябрьский, Самара, Самарская область",25.0,1/5,1500000,1,5,1971,53.22942,50.187563
"ул Снежная 4, Куйбышевский, Самара, Самарская область",41.2,2/2,1100000,2,2,1958,53.140979,50.132326
"Самара, улица Дзержинского, 22, Железнодорожный, Самара, Самарская область",43.5,1/5,2530000,2,5,1962,53.191999,50.174349
"Самара, улица Георгия Димитрова, 62, Кировский, Самара, Самарская область",46.9,4/5,2570000,2,5,1969,53.253422,50.233297
"Самарская область,Самара,Промышленный район,Александра Матросова улица,49/42, Промышленный, Самара, Самарская область",74.0,1/12,3600000,3,,,53.219872,50.232829
"Солнечная ул, 4, Октябрьский, Самара, Самарская область",78.1,1/19,3400000,2,20,2012,53.240355,50.184779
"Самара, улица Свободы, 220, Кировский, Самара, Самарская область",48.0,2/5,2350000,2,5,1972,53.233451,50.280557
"Самара, Магистральная улица, 135Б, Кировский, Самара, Самарская область",42.4,4/5,1900000,2,5,1968,53.161932,50.382615
"Самара, проспект Кирова, 187, Кировский, Самара, Самарская область",36.0,2/2,1430000,1,2,1950,53.227544,50.25297
"Самара, Галактионовская улица, 13, Самарский, Самара, Самарская область",67.0,2/4,3500000,3,4,1950,53.182173,50.096573
"Самара, Демократическая улица, 30, Промышленный, Самара, Самарская область",77.9,9/14,5500000,2,16,2007,53.267066,50.218744
"Самара, улица Гагарина, 21, Железнодорожный, Самара, Самарская область",74.0,14/16,6500000,3,16,2011,53.199562,50.166794
"Самара, проспект Кирова, 279, Кировский, Самара, Самарская область",47.0,4/5,2300000,2,5,1969,53.243174,50.235201
"Самара, Ташкентская улица, 133, Кировский, Самара, Самарская область",33.0,7/12,1990000,1,12,1978,53.248702,50.249772
"Самарская область,Самара,Промышленный район,Фадеева улица,64, Промышленный, Самара, Самарская область",52.7,1/9,3100000,2,9,1990,53.238351,50.213111
"Самара, улица Аминева, 25, Промышленный, Самара, Самарская область",39.1,8/9,2650000,1,9,1986,53.250103,50.209518
"Самара, Олимпийская улица, 16, Кировский, Самара, Самарская область",63.0,6/9,3300000,3,9,1988,53.235009,50.286558
"Самара, улица Максима Горького, 103, Самарский, Самара, Самарская область",63.3,1/5,4100000,2,,,53.187747,50.080879
"Самара, улица Мичурина, 116А, Октябрьский, Самара, Самарская область",43.0,2/5,2800000,2,5,1969,53.212307,50.156769
"Самарская область,Самара,Кировский район,Гвардейская улица,19, Кировский, Самара, Самарская область",28.0,5/9,1600000,1,9,1974,53.237639,50.282138
"Бр.Коростелевых 117, Ленинский, Самара, Самарская область",150.0,4/9,11000000,4,15,2006,53.195473,50.115393
"Самара, Юбилейная улица, 6, подъезд 2, Промышленный, Самара, Самарская область",43.9,4/5,2450000,2,5,1967,53.219619,50.272113
"Самара, улица Железной Дивизии, 3, Промышленный, Самара, Самарская область",21.0,1/9,1500000,1,9,1975,53.209416,50.277458
"Самара, Осетинская улица, 8, Куйбышевский, Самара, Самарская область",41.0,7/16,1830000,1,17,2017,53.151079,50.075499
"Самара, улица Свободы, 228, Кировский, Самара, Самарская область",47.0,3/5,2100000,2,5,1970,53.236028,50.282129
"Самара, улица Стара Загора, 255, Кировский, Самара, Самарская область",61.0,9/9,3250000,3,9,1975,53.247393,50.245837
"Самара, Печерская улица, 151, Советский, Самара, Самарская область",39.0,2/9,2060000,1,9,1990,53.204546,50.223963
"Самара, Ново-Садовая улица, 42, Октябрьский, Самара, Самарская область",34.0,1/9,2747000,1,9,1971,53.235095,50.054667
"Самара, проспект Юных Пионеров, 40, Промышленный, Самара, Самарская область",44.0,2/5,2550000,2,5,1965,53.219317,50.231931
"Самарская область,Новокуйбышевск,Верхняя Подстепновка посёлок, Дорожная,15, Самара, Самарская область",64.0,3/4,2250000,3,4,1990,53.083478,50.087491
"Самара, Ленинская улица, 310, Ленинский, Самара, Самарская область",87.0,10/16,8800000,2,,2008,53.202723,50.124187
"ул.Ново-Вокзальная, д. 122, Промышленный, Самара, Самарская область",56.0,9/9,3350000,3,9,1972,53.236195,50.217935
"Самара, Осетинская улица, 5, Куйбышевский, Самара, Самарская область",52.6,13/16,3350000,2,18,2016,53.153325,50.074501
"ул. Белорусская, 24, Куйбышевский, Самара, Самарская область",47.0,8/10,2250000,1,10,2010,53.147493,50.061539
"Самара, улица Стара Загора, 110, подъезд 7, Промышленный, Самара, Самарская область",66.0,3/9,3550000,3,9,1979,53.239003,50.226371
"Карла Маркса   235, Октябрьский, Самара, Самарская область",54.0,9/9,3850000,2,9,1985,53.220994,50.19934
"Самара, Печерская улица, 3, Октябрьский, Самара, Самарская область",57.0,5/5,3000000,3,5,1974,53.203354,50.175769
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 6, Красноглинский, Самара, Самарская область",29.9,2/3,1500000,1,3,2014,53.313438,50.308566
"Самарская область,Самара,Промышленный,Кирова проспект,238, Промышленный, Самара, Самарская область",58.0,3/5,3060000,3,5,1969,53.245027,50.225239
"Куйбышевский район, улица Белорусская, дом 83, Куйбышевский, Самара, Самарская область",70.0,4/9,3500000,3,10,1998,53.141233,50.046797
"Самара, Волжское шоссе, 123, Кировский, Самара, Самарская область",46.0,1/14,2500000,1,15,2011,53.276441,50.26419
"Россия, Самарская область, Самара, Стара Загора ул, 267е, Кировский, Самара, Самарская область",43.0,9/9,2170000,2,9,1975,53.250809,50.254587
"Россия, Самарская область, Самара, Аэродромная ул, 72а, Советский, Самара, Самарская область",61.4,7/12,4200000,2,13,1999,53.192301,50.199277
"Самара, Евгения Золотухина улица 29, Красноглинский, Самара, Самарская область",34.0,2/3,1800000,1,3,2012,53.316703,50.312124
"Россия, Самарская область, Волжский район, жилой комплекс Южный Город, Николаевский проспект, 28, Самара, Самарская область",37.5,3/5,1800000,1,5,2016,53.115346,50.150607
"Самара, Осетинская улица, 2, Куйбышевский, Самара, Самарская область",63.6,3/16,4150000,2,17,2014,53.155626,50.076064
"Самара, Демократическая улица, 4, Промышленный, Самара, Самарская область",78.0,2/10,4600000,3,10,1995,53.262078,50.214612
"Самара, Красноармейская улица, 60, Ленинский, Самара, Самарская область",33.0,3/3,1200000,2,3,1917,53.191228,50.110569
"Самара, проспект Кирова, 415А, Промышленный, Самара, Самарская область",35.4,3/16,2838000,1,18,2016,53.258319,50.218654
"Самара, улица Стара Загора, 153, Промышленный, Самара, Самарская область",45.0,1/9,2970000,2,9,1973,53.238027,50.229398
"Самара, улица Силина, 14, Промышленный, Самара, Самарская область",52.0,9/9,2850000,2,9,1981,53.263387,50.232102
"ул Товарная, 7в, Кировский, Самара, Самарская область",55.0,4/5,2300000,3,5,1971,53.230994,50.294247
"ул Евгения Золотухина, 27, Красноглинский, Самара, Самарская область",30.5,2/3,1650000,1,3,2012,53.316536,50.31172
"Самара, Осетинская улица, 8, Куйбышевский, Самара, Самарская область",38.0,9/16,1850000,1,17,2017,53.151079,50.075499
"Самара, Днепровский проезд, 5, Кировский, Самара, Самарская область",22.0,4/5,1350000,1,5,1971,53.225743,50.290968
"Самара, проспект Масленникова, 27, Октябрьский, Самара, Самарская область",50.0,2/4,3000100,2,4,1956,53.209023,50.158072
"Самара, Черемшанская улица, 131, Кировский, Самара, Самарская область",16.6,2/3,700000,1,3,1953,53.234023,50.245577
"Самара, улица Красный Кряжок, 76, Куйбышевский, Самара, Самарская область",31.0,1/2,1000000,1,2,1971,53.125079,50.061215
"Самара, улица Тухачевского, 237, Железнодорожный, Самара, Самарская область",33.0,5/5,1760000,1,5,1965,53.197901,50.162105
