area,floor,floors_total,latitude,longitude,price,rooms,year
31.3,1,6,59.874277,30.387967,4350000,1,0
72.3,2,4,59.904175,30.420953000000004,5500000,4,0
36.1,19,25,59.937355,30.477331,4700000,1,0
64.8,3,14,59.85260600000001,30.288407,9300000,2,0
42.0,2,27,60.08100400000001,30.340985,4400000,1,0
84.2,4,4,59.91347800000001,30.328265,7480000,3,0
56.1,3,5,59.911863,30.317476,8150000,2,0
66.0,9,15,59.828053,30.416363,5350000,3,0
32.0,5,5,59.966926,30.399843,3249999,1,0
114.2,5,5,59.964147,30.282936,25997007,3,0
92.0,8,11,59.963539,30.273171,17000000,3,0
110.0,9,10,60.004735,30.390123,17900000,3,0
31.5,11,12,59.839565,30.114708,3950000,1,0
51.8,2,5,59.664817000000006,30.412248,3800000,2,0
57.3,4,7,59.911448,30.308232,7200000,3,0
33.3,10,27,59.832114,30.510048,4590000,1,0
69.1,7,7,60.03365600000001,30.299384000000003,12100000,2,0
38.4,2,16,59.842264,30.306355,5100000,1,0
162.3,3,3,59.90799200000001,30.415851,24400000,3,0
52.0,1,5,59.929596,30.245018,7200000,2,0
63.0,11,12,59.949487,30.471887,6500000,3,0
53.9,7,10,60.007524,30.233403000000006,5800000,2,0
57.4,5,5,59.866644,30.258295,6500000,2,0
26.0,4,6,59.923284,30.328346000000003,3350000,0,0
62.5,8,9,59.89364200000001,30.487788,4900000,3,0
50.0,6,10,59.859565,30.322022,7990000,2,0
40.0,10,16,59.996749,30.244389,5200000,1,0
70.0,8,20,60.013969,30.2791,8700000,2,0
32.0,6,24,59.831087,30.545037,3150000,1,0
60.0,5,9,60.034407,30.32628,6000000,3,0
57.5,4,10,60.044985,30.465869,4500000,2,0
34.0,4,9,60.041629,30.373495,4100000,1,0
85.6,24,24,60.03354,30.242036,10665000,3,0
51.0,4,5,59.94511600000001,30.354064,11500000,2,0
155.1,4,9,59.938189,30.37195,49300000,3,0
50.0,20,25,59.85015600000001,30.282154,6800000,1,0
44.0,2,5,59.895416,30.416632,4200000,2,0
80.0,9,10,59.962435,30.282657,38500000,2,0
38.3,14,19,59.939095,30.315868,4999000,1,0
102.0,4,8,59.939951,30.250812,19900000,3,0
32.0,11,17,59.843584,30.435497,3950000,0,0
51.0,3,5,59.787284,30.302789,5850000,2,0
58.5,3,5,59.82485500000001,30.212984,4450000,3,0
93.1,5,9,59.87574100000001,30.460497,11200000,3,0
71.0,7,9,59.95238000000001,30.219209000000006,8800000,3,0
77.4,3,3,59.867837,29.976637,7450000,3,0
29.7,4,5,59.983626,30.408628000000004,3400000,1,0
117.0,3,4,59.941029,30.324151,24900000,3,0
109.6,4,9,59.9303,30.38352,18000000,3,0
31.7,4,17,60.056795,30.429325,3500000,1,0
109.0,3,6,59.93218,30.369471,15850000,4,0
41.0,6,9,59.93034,30.2488,7000000,1,0
39.0,2,10,59.851173,30.398289,4999999,0,0
45.0,5,5,60.049393,30.388479,4100000,2,0
38.6,25,25,59.809912,30.369345000000006,4200000,1,0
103.0,3,3,59.91429,30.33078,16000000,4,0
76.0,3,7,59.861187,30.335056,10000000,3,0
32.0,4,6,59.756102,30.473873,2950000,1,0
67.0,13,17,59.85947,30.505071,7200000,2,0
73.0,7,8,59.848077,30.152869,10500000,3,0
33.4,1,18,59.861236,30.197497,3999000,1,0
58.0,4,5,59.878134,30.268976,5750000,2,0
80.5,8,17,59.86066700000001,30.174213,7500000,3,0
41.0,12,25,60.035351,30.225614,5150000,1,0
62.1,8,9,59.829676,30.396609,5500000,3,0
45.0,3,5,60.04231600000001,30.366353000000004,4850000,2,0
75.1,2,27,60.082023,30.33847,7200000,3,0
85.0,5,24,60.012539,30.255591,11800000,2,0
23.5,2,5,59.958395,30.292153000000006,3642000,0,0
62.2,9,13,59.96271899999999,30.267485,16500000,1,0
27.0,6,7,59.870628,29.849086,3000000,0,0
117.1,8,8,59.922963,30.37204,19550000,4,0
62.7,18,18,59.957377,30.480772,7600000,2,0
69.7,5,6,59.956111,30.352645000000006,7500000,2,0
143.2,2,16,59.968263,30.428346,19300000,4,0
43.0,8,12,59.983671,30.356714,6800000,1,0
99.0,5,10,59.957584,30.405511,20500000,3,0
22.7,12,20,59.939469,30.204764,3500000,0,0
72.2,12,22,59.86673,30.167709,9500000,2,0
94.5,3,8,59.922963,30.37204,15000000,3,0
63.1,5,8,59.951731,30.390096000000003,18900000,2,0
140.0,10,12,60.02510699999999,30.316057,19800000,4,0
42.7,1,7,59.814224,30.367467,4750000,2,0
484.0,7,7,59.958246,30.279971000000003,95000000,9,0
50.3,9,9,59.966741000000006,30.434895,4950000,2,0
102.5,8,10,59.962751,30.287697,21650000,2,0
74.0,14,23,60.01405,30.391551,11000000,2,0
40.6,27,28,59.841545,30.503724,5400000,1,0
28.0,10,25,60.056279,30.441399,2500000,0,0
50.0,2,12,59.85734100000001,30.180896,4600000,2,0
40.5,1,5,59.724437,30.416533,4120000,1,0
135.3,5,16,60.021861,30.327268,18000000,4,0
118.3,4,7,59.877226,30.257442,9500000,5,0
118.9,6,8,59.971834,30.263559000000004,47940000,3,0
132.0,2,5,59.964124,30.285873,15999000,4,0
59.0,9,9,59.88193199999999,30.464602000000006,5340000,3,0
31.6,5,5,59.831648,30.211304,3180000,1,0
102.2,23,24,60.063464,30.211843,10800000,3,0
42.6,19,25,59.848167,30.308179,7500000,1,0
60.4,9,9,60.034263,30.412167,5300000,3,0
40.3,16,21,59.85015600000001,30.282154,6600000,1,0
63.0,1,9,59.965124,30.432083,7500000,3,0
38.0,2,16,59.914899,30.508952,4300000,1,0
97.9,2,16,59.792101,30.080806,6699000,3,0
63.0,8,10,60.012593,30.237014,7500000,3,0
41.7,13,16,59.929745,30.459401,5200000,1,0
96.0,5,10,59.957935,30.273081,40000000,3,0
46.0,8,9,59.835179,30.363290000000006,6400000,2,0
44.0,1,5,59.863057,30.302438,4299000,2,0
75.0,15,15,60.06029399999999,30.424403,5750000,3,0
28.5,15,24,60.029022,30.250049,3400000,0,0
46.0,5,6,59.93071,30.259598,4500000,2,0
29.8,1,5,59.825253,30.161295000000006,2749000,1,0
79.3,2,5,59.718865,30.083447,5350000,3,0
74.2,2,5,59.92497,30.339081,12300000,2,0
35.5,10,12,60.055111,30.440159,3800000,1,0
69.5,3,19,60.03534200000001,30.232028000000003,5945000,2,0
40.0,24,27,60.038739,30.454757,3590000,1,0
52.3,6,12,60.016856,30.274752000000003,5500000,2,0
107.0,3,4,59.928411,30.367746,9800000,3,0
130.8,13,17,59.916491,30.46162,19000000,4,0
51.4,7,12,59.85623399999999,30.184112,4999000,2,0
70.0,23,25,59.98181999999999,30.388820000000006,9000000,3,0
86.0,14,17,59.85970500000001,30.506428000000003,8300000,3,0
35.0,4,13,59.85260600000001,30.288407,4350000,1,0
41.0,10,25,60.028227,30.331840000000003,5200000,1,0
60.0,1,6,59.909815,30.316686,5050000,2,0
62.5,8,9,60.029036,30.42858,6150000,3,0
43.9,2,9,59.82673199999999,30.19862,4100000,1,0
98.4,3,5,59.92373900000001,30.324977,14450000,4,0
237.3,3,7,59.944152,30.357918,32500000,5,0
38.1,1,8,59.968389,30.304972,6400000,1,0
60.3,1,9,59.86186899999999,30.24756,6350000,3,0
32.5,2,22,59.844737,30.323585,5200000,1,0
28.0,16,25,60.056795,30.429325,2350000,0,0
188.0,4,6,59.934786,30.347686,63000000,3,0
81.1,2,6,59.940321,30.358125,8200000,4,0
97.9,4,22,60.05224499999999,30.314871000000004,14300000,3,0
35.0,12,23,59.864656,30.50976,4200000,1,0
48.0,3,5,60.005473,30.414988,4800000,2,0
42.0,1,16,59.930651,30.458952000000004,4999000,1,0
44.0,15,25,59.803282,30.515537,4400000,1,0
30.6,2,5,59.829853,30.197192,3200000,1,0
32.2,3,5,59.873225,29.892205,2850000,1,0
52.0,7,12,60.004735,30.390123,5450000,3,0
75.1,4,5,59.925362,30.303983,9999999,2,0
74.6,11,12,59.98306700000001,30.268590000000003,15400000,2,0
56.5,7,15,60.06474,30.429083,5300000,2,0
88.0,6,7,59.86837,30.25958,8500000,3,0
187.0,6,6,59.975279,30.303876,31350000,5,0
92.4,2,18,59.861498,30.182289,9500000,3,0
118.0,2,9,60.01550200000001,30.320917,12960000,3,0
79.2,7,15,59.916284,30.439548,9500000,3,0
70.0,7,9,59.918309,30.369866,13800000,2,0
422.0,11,13,60.043777,30.40313,31500000,9,0
47.0,6,9,59.914899,30.508952,4980000,2,0
42.2,4,16,59.999287,30.2253,4950000,1,0
133.0,2,3,59.94961800000001,30.277546,12500000,4,0
55.8,3,4,59.959543,30.304379,10200000,2,0
50.5,3,9,60.013308,30.428373,5250000,2,0
57.8,8,9,59.914899,30.508952,4999000,3,0
62.0,8,9,59.828849,30.403921,6600000,3,0
69.0,9,17,59.94823,30.481302000000003,6650000,2,0
17.0,1,5,59.918273,30.357218,2475000,0,0
59.0,5,5,59.877524,30.387608,5250000,4,0
65.0,18,18,59.994562,30.219173,13000000,2,0
34.0,6,18,59.82459300000001,30.337419,4850000,1,0
280.0,4,4,59.931783,30.306256,170000000,5,0
38.6,11,25,59.86170600000001,30.452502000000006,4600000,1,0
29.0,9,9,59.83801,30.384805,3400000,1,0
65.0,25,26,59.810251,30.370387,5300000,2,0
31.0,9,9,59.981911,30.412096,3450000,1,0
82.7,9,25,59.98485,30.260029,16500000,2,0
68.3,9,16,59.812849,30.561746000000007,6999000,3,0
115.0,12,22,59.99638,30.201333,17500000,3,0
44.8,1,20,59.88991800000001,30.416938,4900000,2,0
60.6,3,8,59.96406999999999,30.330466,6900000,3,0
35.8,3,13,59.913726,30.438479,6290000,1,0
128.0,3,4,59.896738,30.374986,15550000,5,0
30.5,3,5,59.685335,30.42301,2900000,1,0
83.0,20,25,59.993419,30.222883000000003,12900000,3,0
46.0,2,9,60.07082800000001,30.321357,4650000,2,0
55.0,7,9,60.104598,29.974553000000004,5350000,2,0
65.0,1,10,59.867204,30.267952,5800000,2,0
104.0,4,10,59.85533100000001,30.319839,16650000,3,0
52.0,14,23,59.988658,30.379424,6149000,2,0
44.0,3,4,59.901188,30.366174,4550000,2,0
71.5,9,19,60.026527,30.454532,6000000,3,0
67.7,7,13,60.038555,30.401531,6790000,3,0
75.2,2,10,59.83465500000001,30.519085,7199000,3,0
23.2,20,27,60.075986,30.343797,2640000,0,0
69.3,24,25,60.032425,30.238712,7800000,2,0
85.0,7,16,59.99701,30.208088,13500000,3,0
66.1,5,20,60.03642900000001,30.237373,5990000,2,0
161.7,4,5,59.91415500000001,30.318608,16500000,4,0
53.0,23,25,60.03354,30.242036,7900000,2,0
39.5,18,18,60.06654,30.45685,3750000,1,0
53.3,6,7,59.995557,30.330268,6500000,2,0
44.0,5,9,59.880794,30.454182,5000000,2,0
66.4,1,5,59.85861600000001,29.93571,4990000,3,0
30.9,2,20,59.88991800000001,30.416938,3890000,1,0
35.0,11,18,59.860861,30.184993,4300000,1,0
98.0,4,12,59.859352,30.159148,8990000,3,0
110.0,4,25,59.99638,30.201333,16990000,3,0
118.0,15,21,60.053952,30.327196,10500000,3,0
110.0,14,18,59.849153,30.314116,13990000,4,0
56.7,2,9,59.740316,30.470324,5450000,2,0
43.6,4,5,59.773959,30.596637,3500000,2,0
50.4,18,24,60.010115,30.404316,8299000,2,0
111.4,5,16,60.039386,30.333448,12990000,3,0
44.4,17,19,60.03642900000001,30.237373,4290000,1,0
42.2,2,5,59.724437,30.416533,6100000,1,0
48.2,22,25,60.039688,30.22424,6300000,1,0
65.0,1,3,60.017297,30.323827,7000000,3,0
35.8,3,25,60.08039399999999,30.334832,3900000,1,0
87.0,8,22,59.85965899999999,30.19456,7900000,3,0
76.9,2,4,59.910194,30.323046,8490000,3,0
46.0,9,9,59.834759,30.17848,4250000,2,0
37.3,13,17,59.89213,30.483359000000004,4680000,1,0
83.5,5,18,59.851318000000006,30.41859,10100000,3,0
30.0,3,5,60.044689,30.365536,3400000,1,0
55.0,2,5,59.991795,30.303813,5500000,3,0
58.4,1,5,59.835247,30.154567,4990000,2,0
35.0,3,14,59.851747,30.213811,3849000,1,0
31.8,14,22,60.056714,30.421968,3200000,0,0
66.3,8,24,60.07989499999999,30.341713,6900000,2,0
53.4,2,8,59.738162,30.402421,4950000,2,0
38.5,12,16,59.95776899999999,30.226872,5200000,1,0
32.7,1,6,59.964989,30.30605,5650000,1,0
77.0,4,4,60.021164,30.290518,12600000,2,0
51.7,7,12,59.93940600000001,30.47761,5180000,2,0
95.2,4,5,59.911687,30.282738,7690000,3,0
81.0,1,5,59.891223,30.431104,8780000,3,0
63.0,4,5,59.751687,30.628904,4800000,3,0
102.0,2,17,60.01119,30.386736,12500000,3,0
97.0,10,12,59.841871,30.496052,9950000,3,0
58.0,5,5,59.971033,30.306184,8450000,2,0
190.0,16,17,59.83706,30.27141,28900000,5,0
72.0,12,19,59.90985600000001,30.455727000000003,9800000,3,0
62.3,5,6,59.95521,30.303382,12300000,1,0
24.5,4,14,59.892613,30.453777,2900000,0,0
42.1,10,15,59.879353,30.315266,8850000,1,0
27.0,17,19,60.035526,30.238739,3290000,0,0
80.5,2,17,60.014796,30.278175,12000000,3,0
27.0,9,9,59.85260600000001,30.288407,3100000,1,0
58.0,11,23,59.86097,30.191748,6630000,2,0
54.5,7,25,60.040928,30.447184000000004,5100000,2,0
31.0,8,9,59.962967000000006,30.416749,3300000,1,0
67.0,5,5,59.942047,30.377349,8500000,3,0
109.0,4,10,59.96271899999999,30.267485,17000000,3,0
67.6,2,25,59.993419,30.222883000000003,10150000,2,0
46.2,5,5,59.843584,30.435497,4150000,2,0
54.0,2,10,59.949379,30.23846,7600000,3,0
43.0,3,5,59.955016,30.42425,3950000,2,0
80.0,5,17,59.920136,30.462365,8500000,3,0
35.0,1,14,59.930201,30.470109000000004,3550000,1,0
146.0,3,5,59.96534000000001,30.314287,13000000,5,0
46.6,8,13,59.913726,30.438479,6650000,1,0
39.6,23,25,60.0745,30.3352,4150000,1,0
30.3,23,25,59.98228,30.37531,3880000,0,0
58.4,18,24,60.033279,30.241506,7600000,2,0
116.0,3,6,59.944098,30.362994,14500000,4,0
235.0,8,12,59.96271899999999,30.267485,80400000,4,0
49.0,6,9,60.029121,30.367701,4690000,2,0
92.0,5,5,59.892771,30.438084000000003,11999000,2,0
62.6,5,9,60.039535,30.347183,6400000,3,0
55.2,5,5,59.874788,30.302043,6800000,3,0
44.1,4,7,60.02856800000001,30.233744,5500000,1,0
42.0,24,25,60.081511,30.345477,5000000,1,0
40.6,18,18,60.064358,30.457973,3400000,1,0
86.5,3,8,59.962489,30.3284,14270000,2,0
143.0,5,5,59.962025,30.306445,14000000,4,0
40.8,2,23,59.822711,30.33308,4611310,2,0
120.0,4,5,59.6943,30.423971,12990000,4,0
88.9,4,13,59.980745,30.388506,11000000,3,0
45.3,8,12,59.85219,30.179001,4700000,2,0
88.0,14,19,60.035526,30.238739,8500000,3,0
78.0,3,5,59.929335,30.305475,15350000,2,0
41.2,8,11,59.989139,30.290203,5610000,1,0
50.5,4,25,59.85473,30.348836,7980000,2,0
44.1,1,9,59.738126,30.46462,3700000,2,0
34.3,7,12,60.055466,30.437141,3700000,1,0
72.0,3,5,59.925038,30.354082,9490000,3,0
60.1,11,14,59.810962,30.360434,5200000,2,0
157.3,5,5,59.729028,30.400247,27000000,4,0
42.4,7,9,60.058147,30.274204,4820000,1,0
64.1,3,9,59.831399,30.213415,6400000,3,0
50.9,7,24,60.010115,30.404316,8500000,2,0
145.0,2,5,60.03211,30.225857,20300000,3,0
57.1,4,8,59.97804300000001,30.507245,2285000,2,0
255.6,3,5,59.927175,30.342593,48000000,5,0
94.0,2,2,59.724437,30.416533,17500000,2,0
37.7,3,11,59.989139,30.290203,5325000,1,0
25.2,12,17,59.851851,30.142179,3800000,0,0
91.9,1,10,59.919022,30.370638,10000000,3,0
54.0,10,17,59.836857,30.357819,7950000,2,0
80.0,8,12,60.011234,30.25975,8600000,3,0
61.0,6,19,60.03642900000001,30.237373,5600000,2,0
129.1,3,5,59.928487,30.28661,26780000,3,0
38.6,5,16,60.00910699999999,30.248971,4600000,1,0
67.0,11,19,59.902298,30.320899,10550000,2,0
80.0,8,12,60.021897,30.251522,7900000,3,0
37.0,16,25,60.07989499999999,30.341713,3950000,1,0
58.0,5,7,60.058475,30.275965000000006,6770000,2,0
56.0,3,5,59.740647,30.416659000000006,5800000,2,0
225.0,5,6,59.956557,30.331508000000003,19888000,7,0
40.8,2,3,59.751215,30.073592,2600000,1,0
40.0,3,3,59.724437,30.416533,5600000,1,0
56.0,4,5,59.756147,30.474484000000004,4600000,3,0
154.8,6,9,59.964822,30.326271,28323500,4,0
43.3,8,10,60.008698,30.202132,5600000,1,0
23.7,1,9,60.039306,30.451208,2300000,0,0
83.9,1,3,60.139405,30.03483,5800000,3,0
71.6,4,9,59.860522,30.505826000000006,6400000,3,0
52.2,13,24,59.865772,30.509653000000004,4788477,2,0
40.4,4,20,60.012336,30.379226,5290000,1,0
68.0,8,22,59.832977,30.362823,9800000,2,0
59.0,2,9,59.871911,30.391695,6000000,3,0
55.0,2,9,59.830486,30.400067,5850000,2,0
102.0,6,14,59.962435,30.405062,13441680,2,0
41.0,16,16,59.891485,30.450463,4690000,2,0
108.5,5,5,59.960922,30.313523,13990000,2,0
51.4,2,10,59.957584,30.405511,9150000,1,0
84.0,2,5,59.912102,30.349205,10350000,4,0
90.0,4,16,60.019936,30.234014,8800000,2,0
60.2,8,25,59.861778,30.189601,7750000,2,0
52.9,6,9,60.058147,30.274204,5855000,2,0
65.0,1,5,59.928041,30.356714,8400000,5,0
135.9,2,4,59.940078,30.360236,15990000,5,0
162.9,5,5,59.93370400000001,30.342638,79000000,4,0
32.0,15,24,59.806821,30.369282,3650000,1,0
72.8,17,24,59.822711,30.33308,8650000,2,0
86.0,10,24,59.803282,30.515537,8200000,3,0
58.0,8,16,59.792101,30.080806,5600000,2,0
28.2,1,5,60.006471,30.34324,3650000,1,0
60.0,8,10,59.849754,30.397974,8900000,2,0
58.9,3,9,59.829997,30.166344,5800000,3,0
43.2,1,5,59.944639,30.418186,4500000,2,0
60.0,2,10,59.949055,30.26744,10000000,2,0
63.0,5,5,59.724437,30.416533,6350000,2,0
110.0,25,25,60.008698,30.202132,14800000,3,0
38.0,12,14,59.99701,30.208088,5800000,1,0
46.1,2,9,59.829405,30.179531,4850000,2,0
150.8,22,24,60.024913,30.32177,30000000,3,0
61.8,6,10,60.00827,29.718075,5700000,3,0
61.0,4,11,59.989139,30.290203,8155000,2,0
24.0,8,18,60.063936,30.428445,3100000,0,0
25.0,24,28,60.053952,30.327196,3180000,0,0
86.6,2,8,60.012872,30.321995,13150000,2,0
118.7,6,7,59.971834,30.263559000000004,47900050,3,0
90.0,3,5,59.939528,30.350723,13000000,3,0
80.6,1,5,59.981933,30.344731,6800000,3,0
107.5,1,16,59.86679300000001,30.456338,10290000,3,0
52.0,3,12,60.011923,30.253004,6200000,2,0
37.0,3,19,60.059795,30.425031,3300000,1,0
46.3,4,5,59.835618,30.360981,4700000,2,0
35.2,12,17,59.916969,30.448774,4800000,1,0
37.7,4,25,59.86296700000001,30.411925,5190000,1,0
28.7,1,5,59.997491,30.345683,3280000,1,0
29.5,4,9,59.854707,30.381679,3800000,1,0
91.0,2,3,59.724437,30.416533,8000000,4,0
56.9,4,5,59.97381600000001,30.397956,5200000,3,0
61.4,2,9,60.058147,30.274204,6175000,2,0
27.4,9,16,59.901242,30.494265,3950000,0,0
72.6,2,4,59.921416,30.307640000000006,9200000,2,0
78.0,5,12,59.834085,30.516983000000003,9180000,3,0
69.6,11,12,60.000659,30.343572,8800000,3,0
45.1,3,10,59.998468,30.244254,4990000,2,0
66.0,9,11,59.989139,30.290203,8560000,2,0
37.1,4,4,59.677672,30.452996,3490000,1,0
103.4,5,5,59.936787,30.317296,12600000,2,0
87.0,1,9,60.033832,30.401738,7450000,4,0
44.0,7,9,59.855683,30.181588,4550000,2,0
60.5,6,8,60.012872,30.321995,11100000,2,0
25.0,5,15,60.055821,30.431841,3100000,0,0
60.7,9,18,59.877398,30.457595,5990000,3,0
67.6,6,6,59.85181,30.146203000000003,8500000,2,0
38.5,5,26,60.073759,30.338317,5000000,1,0
26.7,9,24,60.039413,30.224294,3550000,0,0
68.5,1,5,60.010861,30.370279,7000000,3,0
38.0,17,19,60.04241500000001,30.224716,4600000,1,0
111.0,5,10,59.919734,30.370306,22000000,3,0
29.2,2,21,60.04241500000001,30.224716,3300000,0,0
45.0,6,6,59.722091000000006,30.269659000000004,3300000,2,0
27.0,19,19,60.052322,30.438587,3300000,2,0
57.3,5,10,59.901242,30.494265,5550000,2,0
58.0,3,5,59.699735,30.420621,7100000,2,0
25.4,6,12,60.055111,30.440159,2500000,1,0
34.0,4,5,59.70588100000001,30.367557,2800000,1,0
60.0,6,9,60.045462,30.398342,6800000,3,0
28.1,2,12,59.861173,30.24836,3900000,1,0
55.6,3,20,60.04995400000001,30.435003,5000000,2,0
39.6,11,12,60.009615,30.203435,4650000,1,0
66.5,14,15,59.971213,30.270638,8199000,3,0
117.2,3,8,60.013479,30.321501,18300000,3,0
127.0,1,4,59.934538,30.310649,22460000,5,0
89.3,5,10,59.92568299999999,30.474555,12000000,3,0
60.0,12,18,59.904126,30.312437,14000000,2,0
45.0,1,5,59.83180600000001,30.221006,3890000,2,0
117.0,3,5,59.929569,30.376989,14000000,3,0
45.0,7,10,60.022036,30.228956,4650000,1,0
44.5,7,9,60.029036,30.42858,5050000,2,0
50.7,14,16,60.013978,30.267611,7220000,2,0
79.0,17,25,60.041099,30.221608000000003,8550000,0,0
30.0,1,20,59.98508399999999,30.423603000000004,3350000,0,0
80.7,3,9,59.904654,30.319012,13000000,2,0
75.1,14,17,59.939095,30.315868,5389000,3,0
107.1,4,10,59.963539,30.273171,35990000,2,0
60.3,18,19,59.845089,30.375956,7800000,2,0
55.0,3,9,59.874277,30.387967,5700000,3,0
84.2,8,12,60.055111,30.440159,5800000,3,0
91.4,3,8,60.012872,30.321995,13650000,2,0
57.0,3,9,59.736561,30.567046,4590000,3,0
85.0,7,21,59.83638199999999,30.351989,12300000,3,0
32.0,6,9,59.948875,30.237454,5100000,1,0
48.0,4,12,59.838164,30.420171000000003,5300000,2,0
72.8,2,13,59.950659,30.372372,19850000,2,0
40.0,1,9,60.005009,30.438425,4300000,1,0
25.7,2,24,60.049792,30.426487,2650000,0,0
92.0,5,8,60.012872,30.321995,14050000,2,0
110.7,5,7,59.98306700000001,30.268590000000003,22500000,3,0
57.0,3,9,59.955426,30.477727,5250000,3,0
37.0,12,13,59.987564,30.379882,4350000,1,0
67.8,14,22,59.840849,30.312383,10500000,2,0
53.1,11,14,59.861498,30.182289,6000000,1,0
68.1,4,5,59.75617,30.469696000000006,4900000,3,0
53.7,20,24,60.032456,30.246482,6750000,2,0
52.0,4,10,59.85379399999999,30.196635,5500000,2,0
114.0,7,15,59.984814,30.286215,21800000,3,0
50.8,4,4,59.958953,30.313191,10600000,1,0
80.0,10,12,60.018403,30.229639,7200000,3,0
65.0,4,9,59.843584,30.435497,6500000,3,0
170.0,4,4,59.948785,30.360874,16890000,5,0
76.1,2,10,59.959233,30.27221,12925000,2,0
129.2,4,6,59.92176800000001,30.284957,28850000,4,0
46.6,10,14,59.99701,30.208088,6200000,1,0
56.0,4,16,60.008698,30.202132,6590000,2,0
68.3,6,7,59.912657,30.329208,8700000,2,0
37.0,11,16,59.996749,30.244389,5100000,1,0
42.1,2,5,59.871825,30.307002,5500000,2,0
56.0,1,5,60.010443,30.422292,4700000,3,0
70.1,4,17,59.851019,30.179782,9500000,2,0
55.1,1,5,59.873966,30.298899,4550000,3,0
124.6,2,10,59.959233,30.27221,21195000,4,0
44.0,6,9,59.851598,30.029746000000006,4390000,1,0
57.0,1,23,59.862565,30.167314,5350000,1,0
73.1,6,12,60.032537,30.296815,8000000,3,0
35.0,10,16,59.78709300000001,30.207423,3700000,1,0
112.0,4,6,59.97301,30.305744,20600000,3,0
49.1,5,5,59.918314,30.298495000000006,6900000,2,0
45.0,8,9,60.040883,30.341254,4850000,2,0
124.6,2,10,59.959233,30.27221,20559000,3,0
46.0,19,24,60.052322,30.438587,4700000,1,0
40.0,11,16,59.854287,30.219901,4400000,1,0
55.0,6,16,59.85266899999999,30.176944,6220000,2,0
45.0,2,5,59.88292,30.46701,4199000,2,0
67.4,22,25,59.85111,30.218563,7350000,2,0
46.0,4,5,59.955512,30.436647,4100000,2,0
68.8,16,16,59.856759,30.191532,7000000,3,0
60.0,8,9,59.83758,30.128506,5550000,3,0
70.7,8,19,59.841382,30.301702,14950000,2,0
54.0,5,12,59.77678100000001,30.326082,6300000,2,0
35.0,18,26,59.832114,30.510048,4250000,1,0
44.7,7,9,60.033719,30.397651,3600000,2,0
31.2,8,12,59.836075,30.217278000000004,3300000,1,0
90.2,3,16,59.993329,30.322812,10500000,3,0
47.0,10,12,59.918309,30.369866,8950000,1,0
45.0,2,9,60.001617,30.294461,6000000,2,0
249.7,3,6,59.949163,30.356975,60000000,7,0
80.0,10,16,59.94960500000001,30.495908,7000000,3,0
34.0,2,5,59.871622,29.854925,3550000,1,0
96.0,4,10,59.85801,30.166649,7500000,3,0
170.0,1,5,60.00975,30.322983,20000000,4,0
81.0,1,4,59.955894,30.414943,7000000,3,0
73.4,9,9,59.868035,30.386107,7300000,4,0
76.1,2,10,59.959233,30.27221,10654000,2,0
36.9,3,10,59.922878,30.371222,7350000,1,0
38.2,6,12,59.95498900000001,30.487482,4070000,1,0
26.0,1,9,59.843127,30.272408,3199000,1,0
118.0,5,10,59.957584,30.405511,24800000,2,0
65.0,1,4,59.927482,30.323863,14900000,2,0
115.7,7,7,59.939767,30.353184,32400000,3,0
94.4,19,20,59.839637,30.356625,13400000,3,0
80.8,3,10,59.8589,30.168661,9550000,3,0
115.5,2,8,59.983162,30.272632,22000000,3,0
63.0,1,9,59.824778,30.204064,5250000,3,0
67.0,13,22,59.85965899999999,30.19456,7199000,2,0
50.3,4,9,60.019594,30.387464,5500000,2,0
28.0,9,23,59.864887,30.512366,3200000,0,0
75.0,15,22,59.99638,30.201333,11750000,2,0
75.0,7,13,60.008698,30.202132,7300000,3,0
138.2,4,5,59.934858,30.371222,21000000,4,0
150.0,5,6,59.95870600000001,30.306813,21000000,4,0
35.2,22,25,60.041072,30.410506,5100000,1,0
52.3,2,5,59.878455,30.331840000000003,6300000,2,0
24.0,3,13,59.84814,30.41409,3400000,0,0
154.5,5,5,59.91361800000001,30.281301000000006,13500000,5,0
56.0,4,5,59.932996,30.384877000000003,7000000,2,0
85.0,3,5,59.926503,30.428966,17000000,2,0
124.0,22,22,59.99970500000001,30.199078000000004,14000000,3,0
54.1,5,6,59.93618299999999,30.383053000000004,8000000,2,0
39.4,14,17,59.82028199999999,30.3382,4690000,1,0
110.9,7,7,59.938883,30.361395,16000000,4,0
172.0,8,15,59.98485,30.260029,25500000,4,0
38.0,4,6,59.730352,30.09985,3200000,1,0
74.1,2,5,60.033549,30.146617,9900000,3,0
93.5,13,14,59.952195,30.423073,11290000,3,0
30.0,1,5,60.041629,30.373495,3544000,1,0
38.4,23,25,59.86296700000001,30.411925,5350000,1,0
42.0,3,5,59.846088,30.272093,3700000,2,0
43.7,10,14,59.974752,30.314278,9900000,0,0
90.0,17,18,60.005185,30.258726,12999999,2,0
53.5,4,9,60.051207,30.362329,5900000,2,0
33.9,2,4,59.939852,30.343222,7250000,1,0
106.0,4,8,59.96938000000001,30.261017,37000000,2,0
115.4,4,9,59.859488,30.170512,10700000,4,0
73.0,1,5,59.971776,30.384203000000007,5900000,3,0
175.0,5,5,59.975603,30.249492,132500000,4,0
65.5,4,27,60.042878,30.329235,11500000,2,0
34.4,16,17,60.059912,30.430098,2410000,1,0
