area,bank_500,bus_stop_500,cafe_500,cinema_500,distance_to_center,distance_to_subway,floor,floors_total,government_500,hospital_500,hotel_500,leisure_500,mean_salary,median_salary,nightlife_500,office_500,point_of_interest_500,price_per_m,rooms,school_500,shop_500,subway_station_500,tram_stop_500,univercity_500,vacancy_500
58.0,0,5,2,0,2706,3500,13,25,0,0,0,0,36,32,0,0,1,59482,1,0,9,0,2,0,1
80.0,4,5,0,0,1581,4500,8,9,0,2,0,0,36,30,0,0,0,56250,3,0,2,0,1,0,0
42.6,1,5,9,0,7822,1600,1,5,0,0,0,0,38,31,8,3,3,98591,1,1,10,0,1,1,6
64.4,0,0,0,0,10482,12100,3,3,0,0,0,0,39,31,0,0,0,48136,3,0,0,0,0,0,0
59.0,1,6,6,0,7203,1400,1,9,0,1,2,0,35,30,6,3,0,83050,3,0,25,0,2,0,15
102.0,0,2,3,0,8423,2600,10,16,1,0,0,0,36,30,0,1,0,53921,3,0,5,0,2,0,7
120.0,1,0,5,0,4918,900,2,9,0,0,2,4,39,35,0,2,3,62500,3,0,14,0,0,0,20
100.0,1,5,7,0,4683,1100,14,21,1,0,2,4,39,35,1,2,2,80000,3,0,15,0,3,0,23
53.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90566,1,2,9,0,0,1,7
64.4,0,0,0,0,10482,12100,3,3,0,0,0,0,39,31,0,0,0,48136,3,0,0,0,0,0,0
60.0,4,6,0,0,1951,2300,5,5,2,2,0,0,35,30,0,5,0,55000,3,3,13,0,3,0,0
74.0,1,3,0,0,3005,700,1,10,0,1,1,0,38,30,0,1,0,58108,3,0,8,0,0,0,20
47.1,4,4,2,0,4185,400,4,10,0,0,0,0,32,30,1,1,4,87048,1,0,12,1,1,0,7
93.3,1,2,0,0,3187,2000,2,24,0,0,1,0,40,32,2,0,0,49000,3,0,3,0,0,0,30
45.0,2,3,0,0,3206,2100,5,16,0,0,1,0,38,32,1,0,0,79777,1,0,5,0,0,0,23
116.0,5,8,17,0,8685,1800,8,10,0,0,2,0,41,38,0,1,0,84482,3,2,7,0,4,2,65
92.0,2,6,0,0,3213,500,15,16,0,1,1,0,38,30,0,1,0,70652,3,0,13,1,0,0,24
74.0,1,3,0,0,3005,700,1,10,0,1,1,0,38,30,0,1,0,58108,3,0,8,0,0,0,20
67.0,1,16,0,0,9341,2700,1,5,0,0,0,0,41,38,0,2,5,77462,3,0,10,0,4,0,31
59.5,5,6,13,0,6431,600,6,9,3,1,0,2,33,30,1,12,5,73781,3,0,23,0,2,0,62
41.0,1,5,5,0,4305,1500,11,16,0,0,3,3,37,32,2,1,1,86585,1,1,14,0,3,0,4
46.0,1,5,7,0,4738,1100,4,20,1,0,2,4,39,35,0,2,2,71739,1,0,17,0,3,0,23
59.5,5,6,13,0,6431,600,6,9,3,1,0,2,33,30,1,12,5,73781,3,0,23,0,2,0,62
101.4,0,0,0,0,2440,2300,14,19,0,0,0,0,31,30,0,0,0,65631,3,4,3,0,0,0,6
70.0,1,4,1,0,7531,1700,1,12,0,0,0,0,33,30,1,0,0,47857,3,0,8,0,2,0,2
105.0,0,23,0,0,10810,4000,5,16,0,0,0,0,40,38,0,0,0,71428,3,1,4,0,10,0,1
75.0,2,6,2,0,1659,4500,8,10,0,1,0,1,39,34,0,0,0,69333,3,0,4,0,2,0,0
53.0,2,6,0,0,3213,500,2,16,0,1,1,0,38,30,0,1,0,67924,1,0,13,1,0,0,24
48.0,6,15,18,0,7785,900,8,18,0,0,0,1,35,26,0,10,2,90625,1,3,23,0,7,0,14
92.0,0,0,1,0,2002,5600,5,19,0,0,0,0,35,33,0,1,0,67369,3,0,5,0,0,0,0
75.0,1,4,2,0,4103,300,3,9,2,0,0,0,31,30,1,0,2,62400,3,0,15,1,1,0,3
99.5,1,6,1,0,6628,800,6,16,0,0,1,0,36,32,0,0,0,65326,3,0,21,0,6,0,19
74.0,1,8,1,0,1370,4500,3,12,0,0,0,0,34,30,0,1,0,52567,3,0,6,0,3,0,3
50.0,1,6,1,0,6672,800,11,17,0,0,1,0,36,32,0,0,1,71000,1,0,20,0,6,0,15
38.0,0,0,0,0,8033,1900,10,24,0,1,0,0,34,30,0,0,0,82894,1,0,0,0,0,0,1
59.0,1,6,6,0,7203,1400,1,9,0,1,2,0,35,30,6,3,0,83050,3,0,25,0,2,0,15
59.0,1,6,6,0,7203,1400,1,9,0,1,2,0,35,30,6,3,0,83050,3,0,25,0,2,0,15
88.0,0,0,0,0,9388,10500,9,10,0,0,0,0,30,25,0,0,0,40340,3,0,0,0,0,0,0
102.0,2,11,0,0,4120,1700,21,24,0,1,0,1,37,32,2,0,3,83333,3,0,7,0,5,0,5
55.5,0,0,2,0,2271,4300,8,13,0,0,0,1,39,35,3,1,0,63963,1,1,40,0,0,0,2
69.1,2,6,1,0,1563,4500,3,9,0,1,0,0,32,30,0,0,0,55716,3,0,11,0,0,0,5
115.0,2,2,1,0,5022,500,6,10,0,2,3,1,37,32,0,1,0,65217,3,0,14,0,0,0,15
62.6,4,12,10,0,9475,10500,1,9,3,1,0,0,41,41,1,2,9,50127,3,0,7,0,6,3,78
109.8,1,7,1,0,3698,1000,11,16,0,0,1,0,31,30,1,0,0,56466,3,0,6,0,3,0,18
60.0,4,6,0,0,1951,2300,5,5,2,2,0,0,35,30,0,5,0,55000,3,3,13,0,3,0,0
60.0,4,6,0,0,1951,2300,5,5,2,2,0,0,35,30,0,5,0,55000,3,3,13,0,3,0,0
42.0,3,14,2,0,2047,5500,3,25,0,1,0,2,31,30,0,0,1,76190,1,0,14,0,1,0,0
58.0,0,5,2,0,2706,3500,13,25,0,0,0,0,36,32,0,0,1,59482,1,0,9,0,2,0,1
105.0,4,12,10,0,9475,500,14,25,3,1,0,0,41,41,1,2,9,84761,3,0,7,0,6,3,78
68.0,0,3,1,0,2562,5700,6,9,0,0,0,0,41,36,0,0,0,53676,3,0,1,0,3,0,0
110.0,0,0,1,0,5091,1400,7,17,0,0,1,0,33,30,0,0,0,57272,3,0,2,0,0,0,3
92.5,1,2,0,0,3187,2000,8,24,0,0,1,0,40,32,2,0,0,50614,3,0,3,0,0,0,30
67.0,1,16,0,0,9341,2700,1,5,0,0,0,0,41,38,0,2,5,77462,3,0,10,0,4,0,31
49.0,0,2,1,0,1984,5600,3,18,0,0,0,1,35,33,0,1,0,71428,1,0,6,0,0,0,0
67.0,1,16,0,0,9341,2700,1,5,0,0,0,0,41,38,0,2,5,77462,3,0,10,0,4,0,31
53.0,2,9,8,0,11010,4100,7,9,3,0,2,0,33,25,1,3,9,90566,1,2,9,0,0,1,7
80.0,4,5,0,0,1581,4500,8,9,0,2,0,0,36,30,0,0,0,56250,3,0,2,0,1,0,0
62.3,1,0,6,0,4861,1000,5,9,1,1,2,3,39,35,0,2,3,75441,3,0,15,0,0,0,19
102.0,0,7,1,0,11620,4700,2,7,0,0,0,0,25,22,0,1,6,71078,3,0,4,0,1,0,2
87.7,2,5,1,0,890,2900,13,14,1,0,0,1,31,30,0,1,3,70125,3,0,18,0,3,0,2
45.0,1,5,0,0,1393,5100,2,16,0,0,0,0,33,30,0,1,0,70000,1,0,11,0,2,0,3
45.0,2,3,0,0,3206,2100,5,16,0,0,1,0,38,32,1,0,0,79777,1,0,5,0,0,0,23
75.0,2,6,2,0,1659,4500,8,10,0,1,0,1,39,34,0,0,0,69333,3,0,4,0,2,0,0
75.0,2,6,2,0,1659,4500,8,10,0,1,0,1,39,34,0,0,0,69333,3,0,4,0,2,0,0
64.4,0,0,0,0,10482,12100,3,3,0,0,0,0,39,31,0,0,0,48136,3,0,0,0,0,0,0
120.0,1,0,5,0,4918,900,2,9,0,0,2,4,39,35,0,2,3,62500,3,0,14,0,0,0,20
83.7,0,0,0,0,2655,4000,3,17,0,0,0,0,39,33,0,0,0,48387,3,0,0,0,0,0,0
96.0,0,4,1,0,5015,1200,17,23,0,0,1,0,36,32,0,0,0,90104,3,0,4,0,2,0,2
74.0,1,8,1,0,1370,4500,3,12,0,0,0,0,34,30,0,1,0,52567,3,0,6,0,3,0,3
46.0,1,7,0,1,3546,1200,11,16,0,0,1,0,31,30,0,0,0,65217,1,1,3,0,3,0,9
74.0,1,8,1,0,1370,4500,3,12,0,0,0,0,34,30,0,1,0,52567,3,0,6,0,3,0,3
41.0,1,5,5,0,4305,1500,11,16,0,0,3,3,37,32,2,1,1,86585,1,1,14,0,3,0,4
92.0,2,6,0,0,3213,500,15,16,0,1,1,0,38,30,0,1,0,70652,3,0,13,1,0,0,24
74.0,1,3,0,0,3005,700,1,10,0,1,1,0,38,30,0,1,0,58108,3,0,8,0,0,0,20
92.0,1,2,0,0,3187,2000,19,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
92.0,0,7,1,0,11620,4700,5,7,0,0,0,0,25,22,0,1,6,65760,3,0,4,0,1,0,2
37.0,0,9,11,0,6437,500,6,12,3,3,0,0,37,30,1,2,2,113513,1,1,12,1,3,0,22
69.1,2,6,1,0,1563,4500,3,9,0,1,0,0,32,30,0,0,0,55716,3,0,11,0,0,0,5
69.1,2,6,1,0,1563,4500,3,9,0,1,0,0,32,30,0,0,0,55716,3,0,11,0,0,0,5
53.0,2,6,0,0,3213,500,2,16,0,1,1,0,38,30,0,1,0,67924,1,0,13,1,0,0,24
101.4,0,0,0,0,2440,2300,14,19,0,0,0,0,31,30,0,0,0,65631,3,4,3,0,0,0,6
91.8,1,2,0,0,3187,2000,23,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
59.5,5,6,13,0,6431,600,6,9,3,1,0,2,33,30,1,12,5,73781,3,0,23,0,2,0,62
90.0,2,12,5,0,9050,2200,4,9,3,1,0,0,40,40,0,1,5,98888,3,1,14,0,4,1,69
62.0,0,7,0,0,10395,3700,3,7,0,1,0,0,41,41,0,0,0,72580,1,0,2,0,2,0,3
68.0,0,3,1,0,2562,5700,6,9,0,0,0,0,41,36,0,0,0,53676,3,0,1,0,3,0,0
68.0,0,3,1,0,2562,5700,6,9,0,0,0,0,41,36,0,0,0,53676,3,0,1,0,3,0,0
38.0,0,0,0,0,8033,1900,10,24,0,1,0,0,34,30,0,0,0,82894,1,0,0,0,0,0,1
78.6,4,12,10,0,9475,2200,4,9,3,1,0,0,41,41,1,2,9,78880,3,0,7,0,6,3,78
92.6,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,49514,3,0,5,0,0,0,24
92.0,0,0,1,0,2002,5600,5,19,0,0,0,0,35,33,0,1,0,67369,3,0,5,0,0,0,0
48.0,0,0,1,0,2572,4000,2,18,0,0,0,0,36,32,0,0,0,78958,1,1,20,0,0,0,2
62.3,1,0,6,0,4861,1000,5,9,1,1,2,3,39,35,0,2,3,75441,3,0,15,0,0,0,19
62.3,1,0,6,0,4861,1000,5,9,1,1,2,3,39,35,0,2,3,75441,3,0,15,0,0,0,19
102.0,2,11,0,0,4120,1700,21,24,0,1,0,1,37,32,2,0,3,83333,3,0,7,0,5,0,5
42.0,3,14,2,0,2047,5500,3,25,0,1,0,2,31,30,0,0,1,76190,1,0,14,0,1,0,0
113.6,5,10,23,0,6940,1100,13,13,2,2,2,1,35,30,6,8,2,73063,3,0,31,0,3,0,59
92.6,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,49568,3,0,5,0,0,0,24
55.0,0,0,3,0,2474,4800,9,12,0,0,0,1,37,32,2,1,0,60909,1,1,40,0,0,0,9
59.0,1,6,6,0,7203,1400,1,9,0,1,2,0,35,30,6,3,0,83050,3,0,25,0,2,0,15
83.7,0,0,0,0,2655,4000,3,17,0,0,0,0,39,33,0,0,0,48387,3,0,0,0,0,0,0
83.7,0,0,0,0,2655,4000,3,17,0,0,0,0,39,33,0,0,0,48387,3,0,0,0,0,0,0
90.0,1,3,1,0,2051,4900,15,16,0,1,0,0,40,32,2,1,0,56666,3,0,18,0,0,0,3
109.8,1,7,1,0,3698,1000,11,16,0,0,1,0,31,30,1,0,0,56466,3,0,6,0,3,0,18
92.0,0,3,0,0,2909,800,5,15,0,0,1,0,38,30,0,2,0,67934,3,0,7,0,0,0,14
60.0,4,6,0,0,1951,2300,5,5,2,2,0,0,35,30,0,5,0,55000,3,3,13,0,3,0,0
49.0,0,2,1,0,1984,5600,3,18,0,0,0,1,35,33,0,1,0,71428,1,0,6,0,0,0,0
50.0,1,0,2,0,2319,4500,8,10,0,0,0,1,39,35,3,1,0,61980,1,1,36,0,0,0,10
92.0,1,2,0,0,3187,2000,19,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
74.0,0,9,0,0,2110,4300,12,16,0,0,0,0,35,30,0,0,0,49324,3,1,5,0,3,0,0
92.0,1,2,0,0,3187,2000,19,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
40.0,0,15,7,0,6681,300,4,14,1,2,1,0,36,30,1,3,3,80000,1,2,11,1,6,0,22
45.0,1,5,0,0,1393,5100,2,16,0,0,0,0,33,30,0,1,0,70000,1,0,11,0,2,0,3
110.0,0,0,1,0,5091,1400,7,17,0,0,1,0,33,30,0,0,0,57272,3,0,2,0,0,0,3
110.3,0,0,1,0,4790,1800,8,17,0,0,0,0,36,32,0,0,0,63916,3,0,0,0,0,0,1
67.0,1,16,0,0,9341,2700,1,5,0,0,0,0,41,38,0,2,5,77462,3,0,10,0,4,0,31
91.8,1,2,0,0,3187,2000,23,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
64.0,0,20,0,0,10878,4100,1,2,0,0,0,0,40,38,0,0,0,48437,3,1,3,0,9,0,1
47.0,0,5,1,0,5009,1000,8,9,1,0,1,1,35,32,0,3,0,76595,1,0,4,0,1,0,7
91.8,1,2,0,0,3187,2000,23,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
46.0,1,7,0,1,3546,1200,11,16,0,0,1,0,31,30,0,0,0,65217,1,1,3,0,3,0,9
149.0,0,3,3,0,2235,5900,3,18,0,0,0,0,34,30,0,0,2,60067,3,0,6,0,1,0,0
87.7,2,5,1,0,890,2900,13,14,1,0,0,1,31,30,0,1,3,70125,3,0,18,0,3,0,2
75.0,2,6,2,0,1659,4500,8,10,0,1,0,1,39,34,0,0,0,69333,3,0,4,0,2,0,0
92.6,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,49514,3,0,5,0,0,0,24
72.0,0,0,1,0,4957,1500,14,17,0,0,2,0,34,30,0,0,0,55555,3,0,3,0,0,0,3
42.0,1,5,0,0,3258,2000,21,24,0,0,1,0,40,32,2,0,0,78571,1,0,3,0,0,0,30
96.0,0,4,1,0,5015,1200,17,23,0,0,1,0,36,32,0,0,0,90104,3,0,4,0,2,0,2
130.0,2,12,12,0,6775,500,10,22,1,0,1,1,35,30,3,10,9,73846,3,0,20,0,4,0,41
37.0,0,9,11,0,6437,500,6,12,3,3,0,0,37,30,1,2,2,113513,1,1,12,1,3,0,22
92.6,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,49514,3,0,5,0,0,0,24
74.0,1,8,1,0,1370,4500,3,12,0,0,0,0,34,30,0,1,0,52567,3,0,6,0,3,0,3
92.6,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,49568,3,0,5,0,0,0,24
62.0,0,7,0,0,10395,3700,3,7,0,1,0,0,41,41,0,0,0,72580,1,0,2,0,2,0,3
47.0,2,6,8,0,4523,1300,5,10,3,1,2,4,41,35,2,2,2,75531,1,1,22,0,4,0,16
92.0,0,7,1,0,11620,4700,5,7,0,0,0,0,25,22,0,1,6,65760,3,0,4,0,1,0,2
146.0,4,12,10,0,9475,500,5,9,3,1,0,0,41,41,1,2,9,65068,3,0,7,0,6,3,78
92.6,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,49568,3,0,5,0,0,0,24
69.1,2,6,1,0,1563,4500,3,9,0,1,0,0,32,30,0,0,0,55716,3,0,11,0,0,0,5
90.0,2,12,5,0,9050,2200,4,9,3,1,0,0,40,40,0,1,5,98888,3,1,14,0,4,1,69
90.0,1,3,1,0,2051,4900,15,16,0,1,0,0,40,32,2,1,0,56666,3,0,18,0,0,0,3
65.0,0,6,3,0,11627,4700,3,9,0,0,2,0,25,22,0,2,5,101538,3,0,4,0,0,0,1
56.0,4,12,10,0,9475,1300,5,25,3,1,0,0,41,41,1,2,9,73214,1,0,7,0,6,3,78
92.6,1,2,0,0,3186,1800,8,24,0,0,1,0,39,33,1,0,0,49622,3,0,5,0,0,0,24
48.0,0,0,1,0,2572,4000,2,18,0,0,0,0,36,32,0,0,0,78958,1,1,20,0,0,0,2
90.0,1,3,1,0,2051,4900,15,16,0,1,0,0,40,32,2,1,0,56666,3,0,18,0,0,0,3
68.0,0,3,1,0,2562,5700,6,9,0,0,0,0,41,36,0,0,0,53676,3,0,1,0,3,0,0
74.0,0,9,0,0,2110,4300,12,16,0,0,0,0,35,30,0,0,0,49324,3,1,5,0,3,0,0
78.6,4,12,10,0,9475,2200,4,9,3,1,0,0,41,41,1,2,9,78880,3,0,7,0,6,3,78
44.0,2,13,1,0,1180,4600,17,18,0,1,0,0,32,30,0,0,0,68181,1,0,3,0,6,0,0
55.0,0,0,3,0,2474,4800,9,12,0,0,0,1,37,32,2,1,0,60909,1,1,40,0,0,0,9
92.6,1,2,0,0,3186,1800,4,24,0,0,1,0,39,33,1,0,0,50010,3,0,5,0,0,0,24
132.0,0,0,0,0,3399,3600,2,4,0,0,0,0,37,32,0,0,0,68181,3,0,2,0,0,0,0
74.0,0,9,0,0,2110,4300,12,16,0,0,0,0,35,30,0,0,0,49324,3,1,5,0,3,0,0
64.0,0,20,0,0,10878,4100,1,2,0,0,0,0,40,38,0,0,0,48437,3,1,3,0,9,0,1
102.0,6,7,0,0,2102,2000,5,10,2,2,0,0,35,30,0,6,0,49019,3,2,11,0,4,0,0
62.3,1,0,6,0,4861,1000,5,9,1,1,2,3,39,35,0,2,3,75441,3,0,15,0,0,0,19
36.1,1,0,3,0,2504,4400,16,16,0,0,0,1,37,32,2,1,0,91412,1,1,31,0,0,0,9
113.6,5,10,23,0,6940,1100,13,13,2,2,2,1,35,30,6,8,2,73063,3,0,31,0,3,0,59
50.0,1,0,2,0,2319,4500,8,10,0,0,0,1,39,35,3,1,0,61980,1,1,36,0,0,0,10
64.0,0,20,0,0,10878,4100,1,2,0,0,0,0,40,38,0,0,0,48437,3,1,3,0,9,0,1
173.2,0,0,1,0,2616,4100,23,24,0,0,0,0,36,32,0,0,0,56581,3,1,17,0,0,0,11
72.0,0,0,1,0,4957,1500,14,17,0,0,2,0,34,30,0,0,0,55555,3,0,3,0,0,0,3
83.7,0,0,0,0,2655,4000,3,17,0,0,0,0,39,33,0,0,0,48387,3,0,0,0,0,0,0
46.0,1,5,0,0,1467,5100,3,16,0,0,0,0,33,30,0,1,0,67391,1,0,8,0,2,0,3
109.8,1,7,0,0,3707,3200,9,16,2,0,0,0,34,30,0,0,0,46008,3,0,7,0,3,0,0
92.0,0,3,0,0,2909,800,5,15,0,0,1,0,38,30,0,2,0,67934,3,0,7,0,0,0,14
40.0,0,15,7,0,6681,300,4,14,1,2,1,0,36,30,1,3,3,80000,1,2,11,1,6,0,22
72.0,0,0,1,0,4957,1500,14,17,0,0,2,0,34,30,0,0,0,55555,3,0,3,0,0,0,3
100.0,2,10,0,0,1453,5100,12,27,0,0,0,0,32,30,0,0,0,69900,3,0,7,0,3,0,4
92.0,1,2,0,0,3187,2000,19,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
53.0,0,5,2,0,2695,3500,10,25,0,0,0,0,36,32,0,0,1,77358,1,0,9,0,2,0,1
47.0,0,5,1,0,5009,1000,8,9,1,0,1,1,35,32,0,3,0,76595,1,0,4,0,1,0,7
67.0,0,0,0,0,12076,15400,3,9,0,0,0,0,33,30,0,0,0,47014,3,0,0,0,0,0,0
110.3,0,0,0,0,4713,1700,4,17,0,0,0,0,36,32,0,0,0,57994,3,0,0,0,0,0,0
110.3,0,0,1,0,4790,1800,8,17,0,0,0,0,36,32,0,0,0,63916,3,0,0,0,0,0,1
92.6,1,2,0,0,3186,1800,8,24,0,0,1,0,39,33,1,0,0,49622,3,0,5,0,0,0,24
91.8,1,2,0,0,3187,2000,23,24,0,0,1,0,40,32,2,0,0,51000,3,0,3,0,0,0,30
42.0,1,5,0,0,3258,2000,21,24,0,0,1,0,40,32,2,0,0,78571,1,0,3,0,0,0,30
31.0,6,17,15,0,7709,1000,1,9,0,0,0,2,39,32,0,7,1,96774,1,4,22,0,8,2,9
98.4,4,21,6,0,8923,2400,2,12,0,1,1,0,38,31,1,7,8,78252,3,0,12,0,5,0,43
149.0,0,3,3,0,2235,5900,3,18,0,0,0,0,34,30,0,0,2,60067,3,0,6,0,1,0,0
92.6,1,2,0,0,3186,1800,8,24,0,0,1,0,39,33,1,0,0,49622,3,0,5,0,0,0,24
110.0,0,0,0,0,15687,18800,2,10,0,0,0,0,34,30,0,0,0,46363,3,0,0,0,0,0,0
92.6,1,2,0,0,3186,1800,3,24,0,0,1,0,39,33,1,0,0,49514,3,0,5,0,0,0,24
47.0,2,6,8,0,4523,1300,5,10,3,1,2,4,41,35,2,2,2,75531,1,1,22,0,4,0,16
92.6,1,2,0,0,3186,1800,4,24,0,0,1,0,39,33,1,0,0,50010,3,0,5,0,0,0,24
65.0,5,10,5,0,8170,1300,5,21,2,0,0,0,38,31,1,2,2,84615,1,0,5,0,3,0,9
130.0,2,12,12,0,6775,500,10,22,1,0,1,1,35,30,3,10,9,73846,3,0,20,0,4,0,41
106.1,1,7,9,0,8795,1900,8,10,1,0,1,0,41,38,0,2,2,70688,3,2,6,0,5,1,68
92.6,1,2,0,0,3186,1800,4,24,0,0,1,0,39,33,1,0,0,50010,3,0,5,0,0,0,24
83.7,2,1,1,0,1154,4800,8,24,0,0,0,0,34,30,0,0,1,53763,3,0,21,0,0,0,6
56.0,4,12,10,0,9475,1300,5,25,3,1,0,0,41,41,1,2,9,73214,1,0,7,0,6,3,78
92.6,1,2,0,0,3186,1800,6,24,0,0,1,0,39,33,1,0,0,49568,3,0,5,0,0,0,24
102.0,6,7,0,0,2102,2000,5,10,2,2,0,0,35,30,0,6,0,49019,3,2,11,0,4,0,0
48.0,1,5,0,0,3234,1900,20,24,0,0,1,0,39,33,0,0,0,66645,1,0,5,0,0,0,24
146.0,4,12,10,0,9475,500,5,9,3,1,0,0,41,41,1,2,9,65068,3,0,7,0,6,3,78
71.1,4,12,10,0,9475,4800,8,9,3,1,0,0,41,41,1,2,9,68635,3,0,7,0,6,3,78
90.0,1,16,2,0,1953,5500,16,16,0,1,0,2,32,30,0,0,1,88888,3,0,16,0,2,0,0
102.0,6,7,0,0,2102,2000,5,10,2,2,0,0,35,30,0,6,0,49019,3,2,11,0,4,0,0
90.0,1,3,1,0,2051,4900,15,16,0,1,0,0,40,32,2,1,0,56666,3,0,18,0,0,0,3
44.0,2,13,1,0,1180,4600,17,18,0,1,0,0,32,30,0,0,0,68181,1,0,3,0,6,0,0
53.0,0,11,0,0,9936,3200,5,14,0,2,1,0,42,41,2,2,1,70754,1,0,2,0,0,0,5
109.8,1,7,0,0,3707,3200,9,16,2,0,0,0,34,30,0,0,0,46008,3,0,7,0,3,0,0
78.0,3,7,15,0,9393,2500,4,4,0,0,0,0,42,42,6,2,10,98717,3,0,6,0,1,4,56
65.0,0,6,3,0,11627,4700,3,9,0,0,2,0,25,22,0,2,5,101538,3,0,4,0,0,0,1
74.0,0,9,0,0,2110,4300,12,16,0,0,0,0,35,30,0,0,0,49324,3,1,5,0,3,0,0
109.8,1,7,0,0,3707,3200,9,16,2,0,0,0,34,30,0,0,0,46008,3,0,7,0,3,0,0
36.1,1,0,3,0,2504,4400,16,16,0,0,0,1,37,32,2,1,0,91412,1,1,31,0,0,0,9
44.6,0,3,3,0,8358,1200,11,17,4,0,1,1,38,28,0,0,0,73991,1,1,4,0,3,0,8
132.0,0,0,0,0,3399,3600,2,4,0,0,0,0,37,32,0,0,0,68181,3,0,2,0,0,0,0
67.0,0,0,0,0,12076,15400,3,9,0,0,0,0,33,30,0,0,0,47014,3,0,0,0,0,0,0
103.8,1,8,3,0,5830,300,3,24,1,0,0,0,32,30,1,1,3,65510,3,0,10,1,2,0,33
68.6,0,11,9,0,6343,600,8,9,1,2,0,0,35,30,2,4,2,68513,3,1,11,1,4,0,14
64.0,0,20,0,0,10878,4100,1,2,0,0,0,0,40,38,0,0,0,48437,3,1,3,0,9,0,1
67.0,0,0,0,0,12076,15400,3,9,0,0,0,0,33,30,0,0,0,47014,3,0,0,0,0,0,0
46.0,1,5,0,0,1467,5100,3,16,0,0,0,0,33,30,0,1,0,67391,1,0,8,0,2,0,3
52.0,0,6,0,0,486,2400,7,13,0,0,0,1,34,30,0,0,2,68269,1,0,12,0,0,0,0
107.0,3,10,9,0,10938,4000,8,9,3,0,2,0,33,25,1,2,7,71028,3,2,8,0,0,1,7
173.2,0,0,1,0,2616,4100,23,24,0,0,0,0,36,32,0,0,0,56581,3,1,17,0,0,0,11
110.0,0,0,0,0,15687,18800,2,10,0,0,0,0,34,30,0,0,0,46363,3,0,0,0,0,0,0
72.0,0,0,1,0,4957,1500,14,17,0,0,2,0,34,30,0,0,0,55555,3,0,3,0,0,0,3
88.0,2,6,0,0,3213,500,10,16,0,1,1,0,38,30,0,1,0,63636,3,0,13,1,0,0,24
110.0,0,0,0,0,15687,18800,2,10,0,0,0,0,34,30,0,0,0,46363,3,0,0,0,0,0,0
50.3,2,13,1,0,1180,4600,16,18,0,1,0,0,32,30,0,0,0,71570,1,0,3,0,6,0,0
53.0,0,5,2,0,2695,3500,10,25,0,0,0,0,36,32,0,0,1,77358,1,0,9,0,2,0,1
112.0,1,11,0,0,9541,2900,9,9,0,1,0,0,41,38,0,3,4,63392,3,0,7,0,4,0,24
100.0,2,10,0,0,1453,5100,12,27,0,0,0,0,32,30,0,0,0,69900,3,0,7,0,3,0,4
83.7,2,1,1,0,1154,4800,8,24,0,0,0,0,34,30,0,0,1,53763,3,0,21,0,0,0,6
83.7,2,1,1,0,1154,4800,8,24,0,0,0,0,34,30,0,0,1,53763,3,0,21,0,0,0,6
73.7,2,2,1,0,8052,2200,10,10,5,0,0,0,35,30,0,2,0,56987,3,0,8,0,2,0,4
157.0,4,8,2,0,8913,2200,11,11,0,0,0,0,38,34,0,1,6,48407,3,0,14,0,6,0,15
110.3,0,0,0,0,4713,1700,4,17,0,0,0,0,36,32,0,0,0,57994,3,0,0,0,0,0,0
31.0,6,17,15,0,7709,1000,1,9,0,0,0,2,39,32,0,7,1,96774,1,4,22,0,8,2,9
48.0,1,5,7,0,4738,1100,4,16,1,0,2,4,39,35,0,2,2,70833,1,0,17,0,3,0,23
71.1,4,12,10,0,9475,4800,8,9,3,1,0,0,41,41,1,2,9,68635,3,0,7,0,6,3,78
92.6,1,2,0,0,3186,1800,8,24,0,0,1,0,39,33,1,0,0,49622,3,0,5,0,0,0,24
55.0,2,11,14,0,7110,1100,5,9,1,1,1,1,35,30,6,7,3,72727,3,0,23,0,4,0,36
71.1,4,12,10,0,9475,4800,8,9,3,1,0,0,41,41,1,2,9,68635,3,0,7,0,6,3,78
100.0,0,4,1,0,11681,4800,3,9,0,0,0,0,25,22,0,1,5,78000,3,0,4,0,1,0,1
65.0,5,10,5,0,8170,1300,5,21,2,0,0,0,38,31,1,2,2,84615,1,0,5,0,3,0,9
98.4,4,21,6,0,8923,2400,2,12,0,1,1,0,38,31,1,7,8,78252,3,0,12,0,5,0,43
92.6,1,2,0,0,3186,1800,4,24,0,0,1,0,39,33,1,0,0,50010,3,0,5,0,0,0,24
